,name,year,quarter,sector,Relative Return,부채총계 변화율,유동부채 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
26,조선내화,2018,Q2,철강_소재,0.04839560668212351,-0.07308142735351841,-0.08818717267354192,-0.06440360677641677,0.02204330764303153,0.060034130245770104,000480
26,영풍,2018,Q2,철강_소재,-0.08543709878316533,-0.06199991033984187,-0.15809537637658833,-0.1199754876765502,-0.0035030118892893647,0.01968765964791773,000670
26,한화,2018,Q2,에너지_화학,-0.14228829831942152,0.020757774606167567,-0.00532936490999969,-0.005649036887660941,0.01345229589806407,-0.00021630305485643986,000880
26,동국제강,2018,Q2,철강_소재,-0.19006577269342306,0.0510117149478293,0.050949262869439016,0.07068628377355379,-0.04347338092742892,0.02612876541294519,001230
26,세아베스틸,2018,Q2,철강_소재,-0.15812410109905217,-0.03234652421654527,-0.1449089214378666,0.00033360136635463,0.012540683591309332,-0.15861426534196105,001430
26,고려제강,2018,Q2,철강_소재,0.0011329313854676337,-0.02519910389918467,-0.039386239761017294,0.12258929393176654,0.0024328848927088753,-0.2045370282521643,002240
26,한국쉘석유,2018,Q2,에너지_화학,0.11173546453097687,-0.45591339394249564,-0.4540600407189085,-0.013298602540562587,0.08300642334943698,0.10084290265524605,002960
26,세아제강,2018,Q2,철강_소재,-0.13813450100456334,-0.12427824884626193,-0.22477336475676735,-0.19295324391103152,0.01182177571637566,-0.0832958909385321,003030
26,태광산업,2018,Q2,에너지_화학,0.24579552845385882,0.058321514798977736,0.0876207516798635,0.03703062556920522,0.025286420938462006,-0.12182926889336575,003240
26,삼성정밀화학,2018,Q2,에너지_화학,0.048623827861048914,-0.12505734631264043,-0.16218657343252507,0.056865966268141666,0.06575109592367134,-0.24209490684398327,004000
26,현대제철,2018,Q2,철강_소재,-0.14335719262881533,-0.020568243251665397,0.04383195079254465,0.13940461605091103,0.015565171448120196,-0.08244617593621238,004020
26,효성,2018,Q2,에너지_화학,-0.3893944902817932,-0.9349502980955665,-0.9695751394055835,-0.9579044769736473,0.9669580263052013,0.2196153631717404,004800
26,삼광글라스,2018,Q2,철강_소재,-0.02481178317218577,-0.0010469013325774545,0.020039530603898514,0.04845760040872604,-0.031242806711223814,-0.17173386841433358,005090
26,POSCO,2018,Q2,철강_소재,-0.05816954280471273,-0.06534416421703793,-0.036888379125962545,-0.007221450307766442,0.009914699985931419,-0.1242611698260163,005490
26,SK케미칼,2018,Q2,에너지_화학,-0.1592834203258821,0.03486787432033078,0.4217460786524181,0.022672239850196396,-0.0025000097512393182,-0.06448909256972342,006120
26,대한유화,2018,Q2,에너지_화학,0.010559974599082977,-0.04470803297310044,0.004515056999540024,0.06403526148154426,0.07002042036770151,-0.24454073215744743,006650
26,국도화학,2018,Q2,에너지_화학,-0.02505427345315614,-0.018911598767448856,-0.001706891839394098,-0.01272379519950162,0.025120621610628335,-0.09507633544050358,007690
26,무림P&P,2018,Q2,철강_소재,0.2833996324470188,0.031101682892690663,-0.005632553488441161,0.025101668170331104,0.06623413015280066,-0.11924620668297435,009580
26,한화케미칼,2018,Q2,에너지_화학,-0.22222001486588128,-0.06108813043426131,-0.05395336613793522,0.03396570178528191,0.04296832392434058,-0.1279303291015167,009830
26,OCI,2018,Q2,에너지_화학,-0.24532277790406684,0.061971084527830955,0.21946223104822504,-0.09867840131253403,0.023828527761798224,-0.002626915734135357,010060
26,고려아연,2018,Q2,철강_소재,-0.04972482527977187,-0.02465150873980071,-0.006530779816315446,0.12492272896951429,0.023980799875757075,0.16521187817907673,010130
26,S-Oil,2018,Q2,에너지_화학,0.2009550057037867,0.0775339275746858,0.17101019296426978,0.10944026748940017,0.033428346849558865,0.023682694835438917,010950
26,롯데케미칼,2018,Q2,에너지_화학,-0.022507012133118426,-0.15480181927430525,-0.053289512288525076,0.05157340747321504,0.051997063392734244,-0.1241478422577471,011170
26,금호석유,2018,Q2,에너지_화학,0.04123583062699862,-0.06818908941037916,-0.015862227115846284,0.06491287758096154,0.05762977342653475,-0.06873875451116711,011780
26,SKC,2018,Q2,에너지_화학,0.20539451735750477,-0.02998215761713874,-0.06810165544889701,0.057050627791810804,0.013533889790271925,-0.1542131953200498,011790
26,한솔케미칼,2018,Q2,에너지_화학,0.25585090680983746,0.2584149083197689,0.057429365793526754,0.14357432422454375,0.11875226591278887,0.01813462526584715,014680
26,동원시스템즈,2018,Q2,에너지_화학,-0.1468496978641289,-0.02770030624848041,-0.05861543561680993,0.04703320314748005,0.09023795992374883,-0.1143999270858642,014820
26,유니드,2018,Q2,에너지_화학,0.002609061618518163,0.059632081467280385,0.21529255414856485,0.1456393522597259,0.0028545339899404,-0.1695131914393005,014830
26,남해화학,2018,Q2,에너지_화학,-0.1698282990417822,-0.21062038163072394,-0.23480720795820842,0.0450692440288496,0.035478205125225815,-0.1543935989732238,025860
26,LG화학,2018,Q2,에너지_화학,0.13767613185779848,0.05209641371311169,-0.08553807583311301,0.09022368895575417,0.037654181498341766,-0.019456041860826584,051910
26,휴켐스,2018,Q2,에너지_화학,-0.04054201515023517,-0.22833265786632417,-0.3131442446468986,0.0488127717797322,0.09314300142205467,-0.050658520035988516,069260
26,GS,2018,Q2,에너지_화학,-0.05073885386538052,-0.18658521753257418,-0.4704843552906244,0.0,0.004054818275641248,0.03464843575111371,078930
26,휴비스,2018,Q2,에너지_화학,-0.26224206420989404,0.04391377747979708,0.04984739136626559,0.0,0.06003115189902575,-0.05054791528867472,079980
26,후성,2018,Q2,에너지_화학,0.2573633411407945,0.21628976470061856,0.1313017487680066,0.04894202194746322,0.1539091284844467,-0.1424655145194752,093370
26,SK이노베이션,2018,Q2,에너지_화학,0.036020731055528166,-0.09096334766326186,-0.43185697160313297,-0.8212582680283991,-0.010195131057269213,0.10636753689943577,096770
26,풍산,2018,Q2,철강_소재,-0.15632837084991089,-0.05025874293360311,-0.08878488382941174,0.07472896857936484,0.029280763659228937,-0.09189757252526141,103140
26,한국철강,2018,Q2,철강_소재,-0.19597347169858276,-0.005513121520131059,-0.018400926521361494,0.3825916433121148,0.10541513588313967,-0.013510360431905621,104700
26,코오롱인더,2018,Q2,에너지_화학,0.06320758123336187,-0.01124816908484183,0.06905043447587733,0.017164394678046868,0.03126553580803093,-0.06562923207201714,120110
