,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
9,경방,2022,Q3,경기소비재,-0.13229381994235823,112.91561869372485,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.015779626136757832,000050
9,하이트진로,2022,Q3,생활소비재,-0.08268146388369943,-0.13217290485173494,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.1655980592687614,000080
9,한국타이어월드와이드,2022,Q3,경기소비재,-0.023218109725545246,0.03357760610674454,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.05457576397169826,000240
9,기아차,2022,Q3,경기소비재,-0.14892440695249984,-0.8199996339074884,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.16996704520573117,000270
9,CJ,2022,Q3,생활소비재,-0.028630712774054167,-0.7545048411411951,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.30441975423708406,001040
9,대상,2022,Q3,생활소비재,-0.03113067350765521,-0.7506128979961528,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.08923692255085477,001680
9,SK네트웍스,2022,Q3,경기소비재,-0.03219044921266011,-2.354758757435558,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.039444218410868585,001740
9,오리온,2022,Q3,생활소비재,-0.0074771304231540416,-0.1295227328283154,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.10855591507111939,001800
9,넥센타이어,2022,Q3,경기소비재,0.10643844023838972,-0.8833755874614801,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.05304448707738941,002350
9,아모레G,2022,Q3,생활소비재,-0.1733895665421122,-0.20686721826394283,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.36847177590264235,002790
9,일신방직,2022,Q3,경기소비재,-0.007870747766539756,-2.208786441868112,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.2541788765844919,003200
9,쌍용차,2022,Q3,경기소비재,0.0,18.370277345520865,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.0,003620
9,남양유업,2022,Q3,생활소비재,0.014653148954756496,-0.2170571563410264,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.5235422488945236,003920
9,한솔홀딩스,2022,Q3,경기소비재,-0.007796958663335372,0.4504710205604894,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.01577219283522478,004150
9,신세계,2022,Q3,경기소비재,-6.238894900662331e-05,-0.07537262510934506,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.004501769986062963,004170
9,농심,2022,Q3,생활소비재,0.055899257977107306,2.1778566042653726,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.2016242895254007,004370
9,세방전지,2022,Q3,경기소비재,-0.2247195993508979,0.5534269054695726,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.23811265633220116,004490
9,조광피혁,2022,Q3,경기소비재,0.12106497013110835,-0.7199774291277887,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.017470721292549653,004700
9,빙그레,2022,Q3,생활소비재,-0.1316149739804934,0.19522509504348506,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.06132704440180467,005180
9,롯데칠성,2022,Q3,생활소비재,-0.08574179890984965,0.2771608294589114,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.11564108964957731,005300
9,현대차,2022,Q3,경기소비재,-0.10248663137324907,0.5636734253952467,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.03507395094661494,005380
9,현대그린푸드,2022,Q3,생활소비재,-0.11202923652357855,-0.05035027405173542,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.09549891179523978,005440
9,삼립식품,2022,Q3,생활소비재,-0.15498852896185183,-0.04042288961739737,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.020178529963050418,005610
9,크라운제과,2022,Q3,생활소비재,-0.13351116239778008,0.14125848848667522,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.02591918420730959,005740
9,에스엘,2022,Q3,경기소비재,0.0686989082333432,-0.3001295080984243,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,-0.20658044446095197,005850
9,GS리테일,2022,Q3,생활소비재,0.1348010876662948,-0.11097174984465863,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.013185223195090315,007070
9,오뚜기,2022,Q3,생활소비재,-0.01628628201500495,-0.19115579480519274,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.011826179063082597,007310
9,동아타이어,2022,Q3,경기소비재,0.13158774332612566,0.679040710679454,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.1420023270632949,007340
9,서연,2022,Q3,경기소비재,-0.19857463000362055,8.761771886588264,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.4854545034186941,007860
9,호텔신라,2022,Q3,경기소비재,0.03852179079860803,0.027790710035832333,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.08616230172227207,008770
9,한샘,2022,Q3,경기소비재,-0.176739029683098,-6.335304320397458,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.2280126134690762,009240
9,모토닉,2022,Q3,경기소비재,-0.05163327017506027,0.009889328025399324,0.0359464250541639,-0.11299650647329962,-0.023255813953488302,0.09093510066157107,0.1380744008389,009680
