,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
20,조선내화,2020,Q2,철강_소재,-0.1809788765607528,5.613814599126049,0.08293577933984997,0.06396862739523645,0.08730150199418363,5.967438962143911,-0.11596517020427222,0.005107927694768047,000480
20,SK하이닉스,2020,Q2,정보기술,-0.22677077566334802,0.7395012269885453,0.026243493168132126,0.017728602729950138,0.029463561197450305,0.6496467599000186,0.18579422862190587,0.08288061989992215,000660
20,영풍,2020,Q2,철강_소재,-0.12425748182463214,-1.0853055683656545,-0.0029352865542522366,-0.023751210709423987,-0.002913262504945502,-1.1153800682235886,-0.06651319941108569,-0.062118970693377545,000670
20,동국제강,2020,Q2,철강_소재,-0.1995242508768596,-8.835703847106696,0.0239308488413148,-0.005973131447564062,0.09970404776646213,-11.545669818183182,0.04458364543033588,0.016271773013448287,001230
20,세아베스틸,2020,Q2,철강_소재,-0.21608133859819936,-8.6565277820343,0.013594106115926152,-0.007188824325595644,0.02000780717357542,-6.894467494892967,-0.3241123398863429,-0.14271610257959336,001430
20,고려제강,2020,Q2,철강_소재,-0.24658388156701322,-0.7619794454721525,0.0042155778556791645,0.0013568038684610428,0.002999073757935289,-0.7619787799944265,-0.06041042131240992,-0.14117950358536724,002240
20,세아제강,2020,Q2,철강_소재,0.22829934050270928,-1.0777239180941998,0.005688511569875931,-0.013290036464833399,0.006129302551701521,-1.3393436806587946,-0.8418025233297858,-0.048352798152391165,003030
20,LG,2020,Q2,정보기술,0.09126134743018689,-0.04949715201139193,0.06745544656315738,0.010724531070863685,0.10185997781906786,0.28186556362242476,-0.8712895609020094,-0.20502896673582985,003550
20,현대제철,2020,Q2,철강_소재,-0.0013088276520733383,-0.9590371706270464,0.004023425281419746,-0.0036801440610029212,-0.00032206911679077965,-1.0660945534303066,-0.11237570136979935,0.10119407250287302,004020
20,한솔테크닉스,2020,Q2,정보기술,0.10749481708364676,-0.6169975051888446,0.024841560381516414,-0.006781676077403542,0.38300249481115545,-0.4762966650381971,0.1538146184395548,-0.1062593161228069,004710
20,삼광글라스,2020,Q2,철강_소재,0.10780901356256543,-0.9823067454385899,0.00045520510129293257,-0.05667386289425824,0.0005341644199530204,-0.855758036682422,-0.283391758563477,-0.10786240206324224,005090
20,POSCO,2020,Q2,철강_소재,-0.08717774782203559,-0.985329607078284,-0.0032311549048931187,-0.0015574923696880516,-0.0025247546360125384,-1.0822369967453702,-0.1556750096145707,0.10452337292075173,005490
20,삼성전자,2020,Q2,정보기술,-0.05373256930324734,0.5274702495434598,0.007449142135378617,0.02165825939255228,0.00649075788766762,0.5168861015640485,-0.05447621041331163,0.05408192697705689,005930
20,삼성SDI,2020,Q2,정보기술,0.15815017952553273,-3.6267435820486056,0.020719084973179758,0.009189291521865872,0.01775321963205445,-2.8857047919828633,0.1632316546734498,0.06431956717818749,006400
