,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
13,조선내화,2022,Q1,철강_소재,0.023748313034927058,3.9935233216187704,0.01939061818717236,0.09346645014094102,1.7123160256167687,0.0032646369112163676,0.036421218660805055,0.001130456697666031,000480
13,SK하이닉스,2022,Q1,정보기술,0.0666419735666244,-0.3328009551958584,0.01894021435736226,0.027092634963751472,-0.36001934645264655,0.021444131318285375,-0.10588036335767448,-0.1278198900582863,000660
13,영풍,2022,Q1,철강_소재,-0.0380507111159282,-2.8779985025231403,0.04055785094513986,-0.0016633488836811372,-2.833396394945427,0.04034316525436865,0.23884841197898865,-0.05212872144848945,000670
13,동국제강,2022,Q1,철강_소재,0.02781452776492967,-2.6844972857619673,0.029917547935057298,-0.010399537107064316,-2.8944180399284893,0.09877692969315421,-0.004821526927948461,-0.15877711467885566,001230
13,세아베스틸,2022,Q1,철강_소재,-0.08468526751257491,-0.23317974408869635,-0.02647733126310914,0.00048111310588550005,0.05529270066025593,-0.035190615842490613,0.11332671018796736,0.03271181775853575,001430
13,고려제강,2022,Q1,철강_소재,0.3262002812672342,3.73167800484992,0.014388988911071987,0.0017966422674049465,2.86164688541427,0.014827467900159652,-0.00495070262645203,-0.16743328358612664,002240
13,세아제강,2022,Q1,철강_소재,-0.00595252815158866,1.4613016499431795,0.016875244969239533,0.025410911989722118,1.4929560603869656,0.020133019489252613,4.75871480319539,0.3254150022654639,003030
13,LG,2022,Q1,정보기술,0.04261438424052761,-4.069373430877629,0.01214706463383508,-0.002761352239980752,-4.475915432818252,0.014246278527114908,4.074490961364263,0.1768203448903187,003550
13,현대제철,2022,Q1,철강_소재,-0.003801671517308456,0.4184887356758453,0.00902657179735833,-0.021275782766558393,0.16410230295292383,0.024966759722892418,0.06325250347026157,-0.08849662852481424,004020
13,한솔테크닉스,2022,Q1,정보기술,-0.007678336334036275,-2.941503294215989,-0.028308793855448378,0.5394882294298202,-2.617046888007035,-0.2689533967996003,0.10802577639375421,0.004506893915645613,004710
13,삼광글라스,2022,Q1,철강_소재,-0.0757640646342382,0.3501381468270286,0.006552140737596135,-0.012147702202544575,0.24271273008254268,0.04305679512865335,0.36680785722078957,-0.14231068022848647,005090
13,POSCO,2022,Q1,철강_소재,-0.014408254743877882,-2.3113518529822557,-0.03893680319098769,0.23834391436187397,-0.21458566002662238,-0.03745752112846501,-0.6461910216900617,-0.029633555818901168,005490
13,삼성전자,2022,Q1,정보기술,0.014558640233291066,-0.1204151643762269,0.02630539794117137,0.0018541185192273435,-0.09655760968942295,0.027540639992189586,0.031090142014916333,-0.05267791641122129,005930
13,삼성SDI,2022,Q1,정보기술,-0.004677781248230303,0.306966230433946,0.01869778762120733,0.01723471229456952,0.36457821575080285,0.021985669826170673,0.07259043404131438,0.09196004961303578,006400
13,대덕전자,2022,Q1,정보기술,0.010854639377493034,-7.7466086049617715,-0.0052841999536908935,1.0534235635129008e-05,-9.056853649462136,-0.2652794940802118,-0.10580201430898495,-0.08274954758279959,008060
13,삼성전기,2022,Q1,정보기술,0.044022925947576785,0.09816605118869282,0.016941313171535466,0.007446569074092357,0.011601738464496858,-0.68341646680279,-0.060329342898911786,-0.10154910815405696,009150
13,무림P&P,2022,Q1,철강_소재,-0.0009046102843072792,-0.3483340708743702,-0.007642192983159823,-0.006038810286673413,-0.12571404511860163,-0.014257682580866238,-0.06538033424450662,0.06385230836063832,009580
13,고려아연,2022,Q1,철강_소재,-0.11426519942915618,-0.1336786803125799,-0.022896048239088862,0.034009672013030956,-0.11053836606458955,-0.026936812481428873,-0.06992201374716733,0.11730431343236347,010130
13,LG이노텍,2022,Q1,정보기술,-0.12673139347930903,0.2917757967266945,0.0675330660383473,0.017704334979506076,0.22383153625355745,0.1185805178620758,-0.3150796368112465,0.08099068262893837,011070
13,삼성에스디에스,2022,Q1,정보기술,0.079719832447403,3.3606478804343567,-0.012198084698512357,-4.64228996263083e-05,2.857929465827675,-0.014275247560273763,-0.034635276373950474,-0.025708390741865213,018260
13,일진머티리얼즈,2022,Q1,정보기술,-0.13170187501381725,1.1040902499473617,-0.009566566194394333,0.2353924325361556,1.536345305383363,-0.02133924196081516,0.20686923360280662,-0.00751503343278969,020150
13,신도리코,2022,Q1,정보기술,0.02038815093665498,0.2962064636605173,-0.01608613112194346,-0.004073921363192845,0.9720006149122564,-0.007005535939322627,0.16205336580159324,0.03180505437044102,029530
13,LG디스플레이,2022,Q1,정보기술,-0.06898480384076208,-2.20582962015932,-0.03765431298364774,0.0054635098275750416,1.8554125044230925,-0.059871718261128914,-0.207007934465266,-0.0015189993040186575,034220
13,SK,2022,Q1,정보기술,0.01889011420218897,1.9634641942772575,0.023536257451343356,0.0456916804065135,0.9976643309976643,0.03152496332478916,0.3733768908755406,-0.020553392483418677,034730
13,한미반도체,2022,Q1,정보기술,-0.15525725123957715,-0.31298223035962536,-0.034384740685454496,0.011795024245350172,-0.32089299760215073,-0.04260747606062887,-0.38261775982289914,-0.07012123586569505,042700
13,LG전자,2022,Q1,정보기술,-0.1184509879207594,13.237920589737975,0.0910678040168702,-0.02858998463566309,0.6837512736193001,0.1569882282259425,0.25332713286275976,-0.023240817189192013,066570
13,풍산,2022,Q1,철강_소재,-0.07878409159628287,-0.2211281872974019,-0.0004652862461934637,0.009485768140490514,-0.11270305500523059,0.014083791761136943,-0.008924135843163206,-0.014954835966665171,103140
13,한국철강,2022,Q1,철강_소재,-0.02978920569588016,-0.19431174745999524,0.018614822942857323,-0.0010563341857854347,-0.21892558226365433,-0.09564699609976368,-0.09809483196526692,-0.11535558103560725,104700
