,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
15,조선내화,2021,Q3,철강_소재,0.06964212539081875,-0.8064534781988685,0.009695614851841894,0.02752406064733104,-0.8332733176566087,0.01057154540238181,0.051266782612152006,0.0209336765043754,000480
15,SK하이닉스,2021,Q3,정보기술,0.11491272592963268,0.7420772652410161,0.06438399186199928,0.07735460361172852,0.7589363921230239,0.0723719286059199,0.15286303504958987,0.10529325981804877,000660
15,영풍,2021,Q3,철강_소재,0.06764714327261036,-4.391997021299778,-0.02429324856046955,0.014534610649000301,-4.44721830406009,-0.024098209214644895,-0.1294785685831069,0.0957603471202289,000670
15,동국제강,2021,Q3,철강_소재,-0.05809848383616125,0.6117760120099207,0.07461865786190969,-0.0003160013938388051,0.6093143534215519,0.261980072055898,0.101340625955187,0.11470035316003085,001230
15,세아베스틸,2021,Q3,철강_소재,-0.21023237478733556,-0.330645327741404,0.01973672725628539,-0.00021310203392377325,-0.36642160591983386,0.030196093010528502,-0.051711256291709584,-0.02562764370994096,001430
15,고려제강,2021,Q3,철강_소재,-0.03614379296018116,1.318638952821492,0.02259102625035081,0.011515020832151945,1.318638952818536,0.01794497848282206,0.0019267293309033207,-0.015250992563510757,002240
15,세아제강,2021,Q3,철강_소재,0.7001081532030333,0.3981718729460917,0.0012089922104496775,0.05332499781856481,0.49855586167136967,0.0013909361513366747,0.04264347724579065,0.2013168598739069,003030
15,LG,2021,Q3,정보기술,0.010826868558256687,-0.8913586510559981,0.009406308499947835,0.01272905006349423,0.8677352898655486,0.010698118155743508,0.3228540472529009,-0.07742051386346685,003550
15,현대제철,2021,Q3,철강_소재,-0.11740833226314312,1.0657973366537052,0.023453139412391355,-0.0170127112555295,0.9200993656082881,0.05011397420031449,0.05836996479456058,0.08310517311383303,004020
15,한솔테크닉스,2021,Q3,정보기술,-0.13373046280558326,-2.2253649771891815,-0.024215907403950077,-0.00638878432584189,-1.978701586672126,-0.20553710808527414,0.09988130060236133,0.16257207423706546,004710
15,삼광글라스,2021,Q3,철강_소재,0.0647262238215777,0.6546875568446673,0.005447202621667202,-0.024350397298711024,0.507298280524952,0.10713755782696444,0.08066153478723104,0.22950841717505324,005090
15,POSCO,2021,Q3,철강_소재,-0.08879645095820535,0.39593736769463006,0.03239041148582378,0.014970873384150485,0.35180844220470986,0.03229180397285725,0.21960685225811094,0.08625098372107422,005490
15,삼성전자,2021,Q3,정보기술,0.01451133443913228,-0.058551087226796694,0.03328995363464893,0.01240430756157651,-0.07274375759775431,0.034824560133356774,0.1780952868289667,0.03289096916768146,005930
15,삼성SDI,2021,Q3,정보기술,-0.010087483715657743,0.288673763313841,0.025119585578956105,0.011945170802732052,0.3113445148639711,0.032263451904726015,0.017711508667703102,-0.09059027689404509,006400
15,대덕전자,2021,Q3,정보기술,0.1252346083203009,-0.5198302546212438,0.0022056808509745007,0.004654947980571755,-0.5361511412479802,0.11192308788024996,-0.05535903033562395,0.0688836824281824,008060
15,삼성전기,2021,Q3,정보기술,-0.023108179224949628,1.6118550619241385,0.05689696073916006,0.004699703334897443,1.5324269801972408,0.8980813860198193,0.1116099286517549,0.043564183408655574,009150
15,무림P&P,2021,Q3,철강_소재,-0.11170766806853002,-0.7875460311412237,0.00418111849766678,0.0020229608215200923,-0.7603855370285255,0.007948189327138921,-0.049446315312045575,0.23201563870701408,009580
15,고려아연,2021,Q3,철강_소재,0.024197738400345406,0.028223641600963578,0.028533108047797073,0.012527073185296667,0.009363807309372252,0.03286161819919586,-0.06227241767022673,0.33704794280538275,010130
15,LG이노텍,2021,Q3,정보기술,0.19928080979684293,0.4643360621061412,0.0881310932895274,0.05350537046650983,0.6803106862489123,0.1758167901649439,0.626221162701277,0.7167229575101471,011070
15,삼성에스디에스,2021,Q3,정보기술,-0.06170181052401268,0.003930685985866322,0.01681817943071917,0.003112365868906064,0.012686056365459386,0.021240626491621395,0.015857018720422333,-0.01856398743412488,018260
15,일진머티리얼즈,2021,Q3,정보기술,0.4144945474658236,0.7549396295189541,0.019050121931064368,0.03110748354158277,0.679958446887837,0.08619785615539288,0.0659979288232373,-0.052531624974577945,020150
15,신도리코,2021,Q3,정보기술,0.08534063963857745,23.658231463609912,0.08695936121618142,0.0033791908595863784,25.62757627911112,0.11150026293312343,-0.039430617336311924,0.083881121611158,029530
15,LG디스플레이,2021,Q3,정보기술,0.033904907397413586,0.8833393617103147,0.02225920038034679,0.018404916614343403,0.6996256920959374,0.03794384982275023,0.05556687564715501,0.04490247738553872,034220
