,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
27,조선내화,2018,Q3,철강_소재,0.06648173911381826,-0.12982066406883352,0.011008759022308467,0.04897840727037406,0.021014121050420442,-0.4975367823143768,-0.022489216885257735,-0.02921418842928713,000480
27,SK하이닉스,2018,Q3,정보기술,0.017395274679003904,0.09636982388014359,0.07269134859195692,0.05038276581506862,0.1421800767848882,0.09852135820746488,0.10544827720045191,0.013620315698057415,000660
27,영풍,2018,Q3,철강_소재,0.019698132410865002,1.768456707976243,-0.009318252174369324,0.0014975515738893108,-0.009274575163597198,1.7352742269564776,-0.09156337497093014,0.12219014268084283,000670
27,동국제강,2018,Q3,철강_소재,0.02612876541294519,-0.8555142248515143,-0.003367725988569603,-0.013525878750608733,-0.006474887996020695,-0.7539925239103326,-0.0050210825001894,-0.062160127067464835,001230
27,세아베스틸,2018,Q3,철강_소재,-0.15861426534196105,-0.9069836523972473,-0.0006856717223764353,-0.005065451991801417,-0.0009494716715194862,-0.8196540531588725,-0.019749552039205698,0.1826065221680271,001430
27,고려제강,2018,Q3,철강_소재,-0.2045370282521643,-0.24355795509475187,0.001934955950746886,-0.0028090253706637425,0.0022517277539828573,-0.24347440882705873,-0.06826315338651623,0.19022958976199286,002240
27,세아제강,2018,Q3,철강_소재,-0.09291194675940419,7.435812134895995,-0.4691293139478039,-0.48637814388436196,0.09916028609696825,-0.9021134010279902,-0.7172567051052845,0.020496813792285084,003030
27,LG,2018,Q3,정보기술,-0.009626283564119015,0.1795002549719531,0.004337284913876749,0.04954741396996676,0.006506824906551412,0.16737693928366215,0.04855974983724476,0.11076262153853225,003550
27,현대제철,2018,Q3,철강_소재,-0.08244617593621238,-1.1610753007325962,0.0011399710493336102,-0.002969838270008629,-0.0025305342157606603,-1.1136393105691498,-0.02573241700490836,-0.021121097645803617,004020
27,한솔테크닉스,2018,Q3,정보기술,-0.12749870991644568,-1.9484495336568477,0.014643989966069082,-0.0062417874611487845,0.5858611372207805,-1.9501733193736341,0.3050489994915284,-0.07737051850544648,004710
27,삼광글라스,2018,Q3,철강_소재,-0.17173386841433358,0.894080607293136,-0.04917358997586607,-0.12106833195391165,-0.06097758735058523,0.129567955303721,-0.12888726085049518,0.29197219699111515,005090
27,POSCO,2018,Q3,철강_소재,-0.1242611698260163,0.5356076042048694,0.01742480993237283,-0.0028673898694836497,0.016325669011795663,0.4977680680539396,0.026043734105955174,-0.03731412057645239,005490
27,삼성전자,2018,Q3,정보기술,0.062292406532657496,0.26412069346501643,0.048314350828653874,-3.5253892188613634e-05,0.04880454080888885,0.2517058314007097,0.1532290558985474,-0.022224584059598457,005930
27,삼성SDI,2018,Q3,정보기술,0.07010092574828349,0.15091264131016535,0.013063768607744608,0.065455296367668,0.01815882004025471,0.36603190668174634,0.1215631318278605,-0.03253725358586271,006400
27,대덕전자,2018,Q3,정보기술,0.12574523540668203,-0.35198222151530945,0.014089573353317286,-0.019255200864389477,0.41235745985690153,-0.3966202918123545,-0.024768878368004565,0.07095004237252954,008060
27,삼성전기,2018,Q3,정보기술,-0.12990380305485644,0.21082848136182641,0.03993398418717664,-0.1264409909743348,1.01427364316587,0.43492551373362653,0.24007934134864972,-0.0925596562907381,009150
