,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
22,조선내화,2019,Q4,철강_소재,-0.07580476032704381,-1.4633669489395547,0.0024803731794782458,-0.0038229846206976337,-1.301147202112307,4.900716840183783e-05,0.04947619067499853,-0.07634075923226127,000480
22,SK하이닉스,2019,Q4,정보기술,0.06896284143313222,-1.611205984422731,-0.00681027555144853,-0.0015672630805119159,-1.9296723754520682,-0.008018541964191273,0.01759797450843692,-0.02896626223377853,000660
22,영풍,2019,Q4,철강_소재,-0.06096902305999055,2.209039946865065,-0.00034823713959464264,-0.006375424716036471,6.234689227808006,0.0006865780568088287,0.07791550939315761,-0.11290910353556977,000670
22,동국제강,2019,Q4,철강_소재,-0.2666027793168192,2.8467494443732995,-0.0548252997998373,-0.021379295275539056,2.4517502083079554,-0.18384996626953887,-0.035806126529388305,0.7049091389738867,001230
22,세아베스틸,2019,Q4,철강_소재,-0.3401432416529212,-0.9377342044977495,0.0005075159917735661,-0.002988754812650596,-0.4792590447513916,0.0001673092613412308,-0.04951344776103406,0.12237980698524245,001430
22,고려제강,2019,Q4,철강_소재,-0.26961474477376435,-0.32295667698278874,-0.0027151938481418947,0.027303929098181134,-0.22039043789638169,-0.0007454155113812977,0.21932391456189237,0.20742165925147096,002240
22,세아제강,2019,Q4,철강_소재,-0.3257320002420465,-2.143490895414753,-0.007322649817924298,0.06582538822670081,-0.6979061046946405,-0.005547260154636691,-0.36547892166791807,0.10204480691016402,003030
22,LG,2019,Q4,정보기술,-0.06098977899521815,-0.4847746999341144,0.001835082931591181,-0.01524098173652133,0.11460026439546622,0.00257536688791582,0.031184455261387578,0.06053132860453189,003550
22,현대제철,2019,Q4,철강_소재,-0.28296472866032574,0.0461444714753283,-0.002587778733372348,0.0059663059050301115,1.767612878963999,-0.0039925271403978835,-0.0758989351652889,0.1017302736774813,004020
22,한솔테크닉스,2019,Q4,정보기술,0.14325655145445418,-2.8156964952881482,-0.07302259708452719,-0.034101062316815645,-2.6074264885870004,-1.1144589586574012,-0.2462059900980208,-0.09870830270663214,004710
22,삼광글라스,2019,Q4,철강_소재,0.027865574552103284,-0.5650933302911747,-0.007572136976193522,-0.017496024812477362,0.20661771567178433,-0.009756145967281693,-0.3440800095644476,-0.10529674390316948,005090
22,POSCO,2019,Q4,철강_소재,-0.14132214728018605,-2.081840949054251,-0.01557747412083288,-0.005749503626387931,-1.7637558591661904,-0.016871556009375732,-0.05049242677936017,0.04472213923571855,005490
22,삼성전자,2019,Q4,정보기술,0.025068332762611986,-0.21157376212687173,0.0018000441203684936,0.022245280693010683,-0.1727480218033246,0.00707127675397734,-0.11432394680325231,0.008525498654524483,005930
22,삼성SDI,2019,Q4,정보기술,0.41085472745142215,-1.4737388569261904,-0.0003542591238347992,0.008609848036744472,-1.4126710656050037,-0.0070444292177279655,0.08711553834276686,0.06604542073794259,006400
22,대덕전자,2019,Q4,정보기술,-0.12155868955451046,1.8656465664841968,0.01799220415154501,-0.017899688428284377,0.38431858580737166,0.47743594241763976,-0.08963566571593595,0.0,008060
22,삼성전기,2019,Q4,정보기술,0.1865764777967686,-1.4316017232063594,-0.01766889134435423,0.08507508518281548,-1.4590136223110022,-0.18494114619484214,-0.01096572182089961,-0.05139185671737635,009150
22,무림P&P,2019,Q4,철강_소재,-0.21129719024585406,-7.957517481081297,-0.03741807460122637,-0.005639261261104145,-5.929671426181013,-0.06630193629145975,0.05132508360674959,-0.1397001097896556,009580
22,고려아연,2019,Q4,철강_소재,-0.030375393860985422,-0.2254305279503106,0.01766958774776728,-0.007267743185507269,-0.22099197527606373,0.01689913287346312,0.031081369166776618,-0.08359845701277735,010130
22,LG이노텍,2019,Q4,정보기술,0.30189351370203976,-0.3753782223432346,0.026990624635847338,-0.04681539220327324,-0.33100290243103236,0.08961571272600288,0.2151124494115777,-0.08318589835209278,011070
22,삼성에스디에스,2019,Q4,정보기술,-0.011746446098674396,0.8510768432420963,0.020867639777302882,-0.01346139489428444,0.6094119793460115,0.03846907281003631,0.05753343300129399,-0.0928429371846814,018260
22,일진머티리얼즈,2019,Q4,정보기술,0.15961878202719162,-0.8995067412035515,-0.0035830759439507975,0.7400150186415595,-0.9239113590578025,-0.004425390679020924,-0.09256466329839375,-0.029372419925212293,020150
22,신도리코,2019,Q4,정보기술,-0.19465895343866266,-2.5156631051498226,-0.006561741709558033,-0.020506789349662213,-1.5551429413107694,-0.0069628762129041455,0.01530360439020928,-0.14544144349423585,029530
22,LG디스플레이,2019,Q4,정보기술,-0.18448172615271194,1.6835105365483805,-0.1189712191238903,-0.0602062426635942,1.5156096858071226,-0.17856132027227145,0.08718115706866714,0.036744615010763704,034220
22,SK,2019,Q4,정보기술,-0.21288013769400252,0.46325241356297253,-0.049409214372000854,0.012437324558915108,1.5393165786178886,0.020364995986584367,-0.008730407331512202,0.2623762429065568,034730
22,한미반도체,2019,Q4,정보기술,0.3978506367087228,-0.60404288278777,0.016310171956138042,-0.009227566001862475,-0.6609969710181436,0.020319886292217593,-0.04138947928166725,-0.07650003423843724,042700
22,LG전자,2019,Q4,정보기술,-0.10506575094223436,1.2382461125660282,-0.041369313185409484,0.002631524642029648,0.8074933924115026,-0.07455293950834763,-0.023434356935009615,0.02419290739472757,066570
22,풍산,2019,Q4,철강_소재,-0.03190560959192473,149.59680387207493,-0.010116714217934697,-0.006354757986743564,581.8551855395527,-0.00849072713251564,0.26955689268265726,0.015078037025244656,103140
22,한국철강,2019,Q4,철강_소재,-0.05307933963682662,-1.303024130624793,-0.007356166938088715,-0.01658685260754178,-1.1178286488533509,-0.04462145827549968,0.059233903365912166,0.007639303219560661,104700
