,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
7,조선내화,2023,Q3,철강_소재,-0.20592868253686974,-0.758340822807639,-0.004299589968652984,0.054763968572571375,-0.005330906815099179,59.99347640418871,0.0,-0.2506881593744979,000480
7,SK하이닉스,2023,Q3,정보기술,0.19518738408239644,-0.5667068920066782,-0.0169890213724585,0.01333557454635792,-0.018715603110758483,-0.5813158161396179,0.35146387901434273,0.05821620313011781,000660
7,영풍,2023,Q3,철강_소재,-0.11497095547272082,-2.165734560584956,0.028694771013733522,0.01830425685282111,0.0288519698430314,-1.9966017378875724,-0.187350790794514,-0.1706702449731071,000670
7,동국제강,2023,Q3,철강_소재,-0.2414258499784816,-1.0007416129922162,0.0011207046216610284,-0.007238492530937002,0.000209763266583618,-1.6555164185734275,2.2918387602781713,-0.17891485744689128,001230
7,세아베스틸,2023,Q3,철강_소재,-0.011149875952507583,-0.937978002861484,0.00010091887717544878,-0.002617713533760946,0.00013646858508131743,-0.9415976674000326,-0.04552725838873084,-0.05212153840977149,001430
7,고려제강,2023,Q3,철강_소재,-0.13906304331903427,0.4433253118997098,0.011247407142651822,0.0011528951925459108,0.011585705549137959,0.6139480995316149,-0.053124662792637944,0.017379522736266237,002240
7,세아제강,2023,Q3,철강_소재,-0.0356870328660239,12.21764752586236,0.0030950377656751016,0.006331143171886211,0.0037539934572834444,-12.195137437579795,-0.5816483071462195,0.219833720482574,003030
7,LG,2023,Q3,정보기술,0.03902478990411453,3.540783190301582,0.0025304598282456237,0.006988829396100016,0.010798227349275269,0.6373415765069552,0.31938333278194997,-0.03798148454289961,003550
7,현대제철,2023,Q3,철강_소재,0.02053365005905311,-0.5582180705119575,0.007552314957656403,-0.004585645044899778,0.008875531749661603,-0.5527458182433884,-0.10576483759076494,-0.15371601815714975,004020
7,한솔테크닉스,2023,Q3,정보기술,-0.011279697910964552,0.20492708003106452,0.058897819332699886,-0.005673436394007858,0.24546279125805048,0.30885064861106737,0.06126916483001188,-0.11880030226337691,004710
7,삼광글라스,2023,Q3,철강_소재,0.07932065636688405,-30.531705355413102,0.03749566648620628,-0.0010677863302566148,0.17057100745501597,43.80315866761701,0.07949656918914494,-0.2935556205518182,005090
7,POSCO,2023,Q3,철강_소재,-0.1548998759525076,0.8445792652883692,0.0013717269737008042,-0.004985837363442491,-0.0007603595491965098,2.5564147670507014,0.022707569075796963,-0.18487454128250366,005490
7,삼성전자,2023,Q3,정보기술,0.08806308701045537,0.08682419034719424,0.03675368439640114,0.033361199049093626,0.03735319059744868,-0.46117126125623753,0.1544746257452474,-0.03096984951534297,005930
7,삼성SDI,2023,Q3,정보기술,-0.28770043814046464,0.8733039566199525,0.017095076661806763,0.037010546974040937,0.02820697922860238,1.3011079535310994,-0.001056229273141418,-0.051933211622909835,006400
7,대덕전자,2023,Q3,정보기술,-0.014959936012567641,2.627938579046836,0.0029331483002432712,-0.03425831410330782,0.12837297619443588,2.89584013052817,-0.024905383697657935,-0.04686844106463875,008060
7,삼성전기,2023,Q3,정보기술,-0.06054771648406905,-0.39155437949299143,0.013507518504086935,0.04033447752934882,0.49088014084496057,-0.35867056339357406,0.04943003244628286,-0.02797572583285067,009150
7,무림P&P,2023,Q3,철강_소재,-0.05504501383349451,0.3969508360385403,-0.015827470265882715,0.029550130050436607,-0.02909029439136246,0.3544962950709063,0.004168864469310085,-0.12701342488340897,009580
7,고려아연,2023,Q3,철강_소재,0.002271438788528278,-0.28661570642522494,0.04300461001871825,-0.005740122820317106,-0.013391724428220453,-0.2910362181010271,-0.002496083962681972,-0.20788287405432948,010130
7,LG이노텍,2023,Q3,정보기술,-0.057896130634155524,-6.348957222431997,0.03291280913550776,0.029157094284405494,0.051783430458439694,-5.725688244671084,0.21993070412304694,-0.3177951491391729,011070
7,삼성에스디에스,2023,Q3,정보기술,0.12041705171341337,0.08368509392427015,0.013803793701751221,-0.009042095065096123,0.017663255170146552,0.042384572883712224,-0.005128128959961398,-0.024721362026838056,018260
7,일진머티리얼즈,2023,Q3,정보기술,-0.2617964276766455,-1.5567727287154332,-0.009583169814612824,0.014083214716652082,-0.04059768325858626,-2.891751722239656,-0.0811532220388137,-0.06709687122533095,020150
7,신도리코,2023,Q3,정보기술,0.02563904620318104,0.6741606884585802,0.023998326153581884,0.09443854521058559,0.027167878622939012,0.6788287637759713,-0.012993060876440699,0.15711799961332734,029530
7,LG디스플레이,2023,Q3,정보기술,-0.014785660795847602,-2.403094923983364,-0.10018290972058619,0.014647500773481648,-0.271633951490609,-5.356197807662819,0.0830242346602903,-0.22186307161050622,034220
7,SK,2023,Q3,정보기술,0.07693036277428286,-1.1965767878077374,-0.0024003029229469064,0.011185537492520492,-0.002715063108194249,-1.1521040015695774,-0.03171634477377716,0.04783632084012317,034730
7,한미반도체,2023,Q3,정보기술,0.2881108767356645,-0.5253533093701729,0.030624813718492794,0.08832969134773272,0.03526646037233405,-0.497312269097401,-0.36447231912853917,0.48284408037618454,042700
7,LG전자,2023,Q3,정보기술,0.03252759019836282,0.1795643582555948,0.05729544983502155,0.014015125193818534,0.08986663112512239,0.23147601678916407,-0.012641227482821926,-0.18293362050207812,066570
7,풍산,2023,Q3,철강_소재,0.059105726288388775,-0.5436798017101618,0.014598075242657327,0.003567600146367811,0.015969030243404125,-0.49970125076172967,-0.13070249670726874,0.17771238085316948,103140
7,한국철강,2023,Q3,철강_소재,0.08879760303908905,-0.43804816056500107,0.0207523120835702,-0.010932375752274126,0.06678625522122683,-0.4406460220291243,-0.19530210932958947,0.36902334637497475,104700
