year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,29530,신도리코,정보기술,,
2016,Q2,2016-08-16,29530,신도리코,정보기술,,
2016,Q3,2016-11-14,29530,신도리코,정보기술,,
2017,Q1,2017-03-31,29530,신도리코,정보기술,,
2017,Q2,2017-05-15,29530,신도리코,정보기술,,
2017,Q4,2017-08-14,29530,신도리코,정보기술,,
2016,Q4,2017-11-14,29530,신도리코,정보기술,,
2017,Q3,2018-03-30,29530,신도리코,정보기술,,
2018,Q3,2018-05-15,29530,신도리코,정보기술,,
2018,Q1,2018-08-14,29530,신도리코,정보기술,,
2018,Q2,2018-11-14,29530,신도리코,정보기술,,
2018,Q4,2019-03-29,29530,신도리코,정보기술,,
2019,Q1,2019-05-15,29530,신도리코,정보기술,,
2019,Q2,2019-08-14,29530,신도리코,정보기술,,
2019,Q3,2019-11-13,29530,신도리코,정보기술,,
2020,Q2,2020-03-30,29530,신도리코,정보기술,,
2019,Q4,2020-05-15,29530,신도리코,정보기술,down,"요약본에서 신도리코는 부정적인 전망과 신저가에 도달한 주식으로 언급되었으며, 매도 권고가 있었습니다. 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q1,2020-08-14,29530,신도리코,정보기술,,
2020,Q3,2020-11-16,29530,신도리코,정보기술,up,"신도리코는 하락 추세에 있지만 반전 가능성이 있으며, 백신 보급으로 인한 개선 기대감이 있습니다. 최근 거래량 증가도 긍정적인 신호로 해석될 수 있습니다."
2020,Q4,2021-03-10,29530,신도리코,정보기술,up,영상에서는 신도리코의 수익성 회복 가능성과 3D 프린팅 산업에 대한 정부 지원 정책이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2021,Q1,2021-05-17,29530,신도리코,정보기술,,
2021,Q2,2021-08-17,29530,신도리코,정보기술,,
2021,Q3,2021-11-15,29530,신도리코,정보기술,,
2021,Q4,2022-03-08,29530,신도리코,정보기술,,
2022,Q1,2022-05-16,29530,신도리코,정보기술,,
2022,Q2,2022-08-16,29530,신도리코,정보기술,,
2022,Q3,2022-11-14,29530,신도리코,정보기술,,
2022,Q4,2023-03-13,29530,신도리코,정보기술,down,"요약본에서는 신도리코의 핵심 제품 부문인 다기능 프린터의 매출 정체와 3D 프린터 매출 감소로 인해 전반적인 사업 성장이 정체되었다고 언급하고 있습니다. 또한, 운영 이익률이 감소하고 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2023,Q1,2023-05-15,29530,신도리코,정보기술,,
2023,Q2,2023-08-14,29530,신도리코,정보기술,,
2023,Q3,2023-11-14,29530,신도리코,정보기술,,
2023,Q4,2024-03-13,29530,신도리코,정보기술,,
2024,Q1,2024-05-16,29530,신도리코,정보기술,down,"요약본에서는 신도리코의 매출 감소와 낮은 수익성, 그리고 지난 10년간의 평균 매출 성장률이 -1%로 부정적인 요소들이 언급되었습니다. 이러한 정보는 주가에 부정적인 영향을 미칠 수 있습니다."
2024,Q2,2024-08-14,29530,신도리코,정보기술,,
2024,Q3,2024-11-14,29530,신도리코,정보기술,,
