,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
29,Doosan_Corp,Conglomerate,2017,Q2,0.5130205440367384,-0.08522753485624879,-0.033209887626210355,000150
29,DL_Holdings,Conglomerate,2017,Q2,-0.7548838990648417,-0.1381359229481698,-0.037620731154822895,000210
29,Dong-A_Socio_Holdings,Conglomerate,2017,Q2,1.10712295298769,0.026457968880553184,-0.0022242550083153567,000640
29,Hanwha_Corp,Conglomerate,2017,Q2,-0.33188012769901487,-0.12195346297867804,0.000736115125978043,000880
29,CJ_Corp,Conglomerate,2017,Q2,0.836325297712728,0.9234042174282954,-6.742038822782348e-07,001040
29,LG_International,Conglomerate,2017,Q2,1.2171829298845502,0.08555743429261997,-0.0113795865955999,001120
29,LG_Corp,Conglomerate,2017,Q2,0.9007536404784194,-0.02549506125937895,-0.015653001633376018,003550
29,Hansol_Holdings,Conglomerate,2017,Q2,0.5966066305041164,-0.042930182618503565,4.9873769490837994e-05,004150
29,LS_Corp,Conglomerate,2017,Q2,0.004137328214320224,0.003401852505394931,0.0005732458885194802,006260
29,SK_Holdings,Conglomerate,2017,Q2,0.8728410279052796,-0.05917078243784135,-0.00245687245800541,034730
29,Halla_Holdings,Conglomerate,2017,Q2,0.1669863106573558,0.14666201510683008,-0.039613447135959046,060980
29,GS_Holdings,Conglomerate,2017,Q2,0.35507742055842295,-0.4123923802855005,-0.0282010643974282,078930
