,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
28,Doosan_Corp,Conglomerate,2017,Q3,0.07940616562686553,0.32357146294936834,-0.005625689946810786,000150
28,DL_Holdings,Conglomerate,2017,Q3,-0.19740660967938828,-0.045603353885667275,-0.08638699690624452,000210
28,Dong-A_Socio_Holdings,Conglomerate,2017,Q3,7.105262827212398,0.008879337997504066,-0.019095141681743533,000640
28,Hanwha_Corp,Conglomerate,2017,Q3,-0.037088584757339005,-0.03865673339098663,-0.0010113637862350089,000880
28,CJ_Corp,Conglomerate,2017,Q3,-0.07720992908927116,-0.29995213758692696,-0.002500345078888744,001040
28,LG_International,Conglomerate,2017,Q3,3.687951662231167,0.0022355339917254913,0.003866677372698746,001120
28,LG_Corp,Conglomerate,2017,Q3,-0.31053480995047034,-0.01308759601525833,0.0009151248959836655,003550
28,Hansol_Holdings,Conglomerate,2017,Q3,-0.4905316831261832,-6.7104067113418395,0.033084770513976514,004150
28,LS_Corp,Conglomerate,2017,Q3,0.0204488628031525,0.0020956815028532194,-0.017147648460170695,006260
28,SK_Holdings,Conglomerate,2017,Q3,-0.49298916123120695,0.029099980833465322,-0.07415516426662916,034730
28,Halla_Holdings,Conglomerate,2017,Q3,1.3812403127128594,-0.22141335292403674,0.004866720891173126,060980
28,GS_Holdings,Conglomerate,2017,Q3,-0.09242117442869535,-0.0006185880642926023,-0.014492784544356097,078930
