year,quarter,disclosure_date,code,name,sector,prediction,reason
2020,Q4,2021-03-19,120,CJ대한통운,산업재,down,요약본에서는 Coupang이 CJ대한통운의 전 임원을 영입하고 배송 사업을 확장하여 CJ대한통운의 시장 지배력을 위협할 수 있는 전략을 펼치고 있어 주가에 부정적인 영향을 줄 수 있습니다.
2020,Q4,2021-03-22,150,두산,산업재,down,"요약본에서는 두산 그룹의 내부 갈등, 정부 정책의 부정적 영향, 자산 매각 등 재정적 어려움이 강조되어 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q4,2021-03-16,1120,LG상사,산업재,up,"요약본에서는 LG상사의 리브랜딩과 사업 확장이 언급되었으며, 원자재 가격 상승으로 인한 긍정적인 재무 전망과 주가 상승 잠재력이 강조되었습니다."
2020,Q4,2021-03-18,3490,대한항공,산업재,up,"요약본에서는 대한항공이 여행 수요 회복과 아시아나 항공 인수 완료로 인한 규모의 경제 효과로 주가 상승 가능성이 있다고 언급하고 있습니다. 전문가가 대한항공을 ""매수"" 추천하며 목표 주가를 제시한 점도 긍정적인 신호로 볼 수 있습니다."
2020,Q4,2021-02-18,3570,S&T중공업,산업재,,
2020,Q4,2021-03-19,6260,LS,산업재,down,요약본에는 LS의 주가에 직접적인 영향을 미칠 수 있는 구체적인 경제적 또는 재무적 정보가 부족합니다. 따라서 기본적으로 주가 하락으로 판단했습니다.
2020,Q4,2021-03-19,10120,LS일렉트릭,산업재,up,LS일렉트릭이 LG유플러스와 협력하여 5G 기반의 스마트배전진단 솔루션을 개발하고 공동사업을 진행한다는 내용이 주가에 긍정적인 영향을 줄 수 있습니다. 이는 새로운 기술 도입과 협업을 통해 시장 확장 및 비용 절감 효과를 기대할 수 있기 때문입니다.
2020,Q4,2021-03-18,11200,HMM,산업재,down,"요약본에서는 HMM의 목표 주가가 현재 주가보다 낮게 설정되어 있으며, 컨테이너 운임 하락 가능성과 주요 경쟁사인 Maersk의 주가 과대평가 가능성이 언급되어 HMM의 주가에 부정적인 영향을 미칠 수 있음을 시사합니다."
2020,Q4,2021-03-11,25540,한국단자,산업재,up,"요약본에서는 한국단자가 전기차 및 자율주행차의 증가와 함께 커넥터 수요 증가로 인해 주목받고 있으며, 주요 자동차 제조사와의 협력 및 평균 판매 가격 상승으로 인해 수익이 증가하고 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q4,2021-03-05,47050,포스코인터내셔널,산업재,down,"요약본은 포스코인터내셔널의 신용등급, 사업구조, 재무상태 등에 대한 정보만을 제공하고 있으며, 주가에 직접적인 영향을 미칠 수 있는 새로운 정보나 사건에 대한 언급이 없습니다. 따라서 주가에 대한 판단을 내리기에는 정보가 부족하여 기본적으로 하락으로 판단하였습니다."
2020,Q4,2021-03-17,47810,한국항공우주,산업재,up,요약본에서는 한국항공우주(KAI)가 정부 주도의 우주 프로젝트에서 민간 주도의 프로젝트로 전환하는 과정에서 중요한 역할을 맡게 된다고 언급되어 있습니다. 이는 한국항공우주가 향후 우주 산업에서의 주도적인 위치를 확보할 수 있는 기회로 작용할 수 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2020,Q4,2021-03-19,51600,한전KPS,산업재,down,"요약본에는 한전KPS의 주가에 긍정적인 영향을 줄 만한 정보가 포함되어 있지 않으며, 공기업의 윤리경영 문제와 관련된 부정적인 내용이 주를 이루고 있습니다. 따라서 정보가 불충분하지만 기본적인 판단으로 하락을 선택했습니다."
2020,Q4,2021-03-16,86280,현대글로비스,산업재,up,"현대글로비스가 중국 최대 민영 물류 그룹 창지우와의 협력을 통해 중국-유럽 간 철도 물류 사업을 확장하고, ECT라는 새로운 브랜드를 론칭하여 경쟁력을 강화하고 있습니다. 이는 물류 비용 절감과 서비스 차별화를 통해 주가에 긍정적인 영향을 미칠 수 있습니다."
