year,quarter,disclosure_date,code,name,sector,prediction,reason
2020,Q3,2020-11-16,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운이 친환경 포장재 개발을 통해 지속 가능성을 강조하고 있으며, 이는 기업의 이미지 개선과 소비자 수요 증가로 이어질 수 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q3,2020-11-16,150,두산,산업재,up,"요약본에서는 두산중공업의 수소 플랜트 건설과 친환경 프로젝트로의 전환이 긍정적으로 평가되고 있으며, 시장의 긍정적인 반응과 투자 증가가 예상된다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q3,2020-11-16,1120,LG상사,산업재,up,"요약본에서 LG상사의 자회사인 판토스의 기록적인 성과가 언급되었으며, 이는 LG상사의 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q3,2020-11-16,3490,대한항공,산업재,down,요약본에서는 대한항공의 아시아나 항공 인수와 관련된 재정적 어려움과 독점 우려가 언급되어 주가에 부정적인 영향을 줄 수 있습니다.
2020,Q3,2020-11-10,3570,S&T중공업,산업재,,
2020,Q3,2020-11-16,6260,LS,산업재,,
2020,Q3,2020-11-16,10120,LS일렉트릭,산업재,down,"요약본에서는 LS일렉트릭의 노사 갈등과 임금 협상 문제, 그리고 임금피크제에 대한 논란이 언급되고 있습니다. 이러한 갈등은 회사의 운영에 부정적인 영향을 미칠 수 있으며, 주가에도 부정적인 영향을 줄 가능성이 있습니다. 요약본에 긍정적인 요소가 없으므로 기본적으로 ""down""으로 판단합니다."
2020,Q3,2020-11-13,11200,HMM,산업재,down,"요약본에서는 해운업계의 경쟁력 부족과 외부 요인에 의한 일시적 호황, 그리고 대기업 물류 자회사와의 갈등이 언급되어 있어 HMM의 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q3,2020-11-16,25540,한국단자,산업재,,
2020,Q3,2020-11-16,47050,포스코인터내셔널,산업재,up,영상에서는 포스코인터내셔널이 전기차 부품 시장에서의 성장 가능성과 COVID-19로 영향을 받은 산업의 회복으로 인한 무역량 증가로 인해 유망한 회사로 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2020,Q3,2020-11-16,47810,한국항공우주,산업재,up,"요약본에서는 한국항공우주산업(KAI)의 항공기 수출 성공 사례와 성능 개선 계약, 그리고 국제 협력 체결이 언급되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q3,2020-11-16,51600,한전KPS,산업재,up,"한전KPS가 한국품질만족지수에서 9년 연속 1위로 선정되었다는 내용은 회사의 서비스 품질과 고객 만족도가 높다는 것을 의미하며, 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q3,2020-11-16,86280,현대글로비스,산업재,,
