year,quarter,disclosure_date,code,name,sector,prediction,reason
2022,Q4,2023-03-17,120,CJ대한통운,산업재,down,"요약본에 따르면 CJ대한통운은 주요 고객 상실, 시장 점유율 감소, 지속적인 노동 분쟁 등 여러 도전에 직면해 있으며, 이러한 요소들이 주가에 부정적인 영향을 미칠 수 있습니다."
2022,Q4,2023-03-21,150,두산,산업재,up,요약본에서는 두산의 계열사 실적 개선과 신사업 분야의 성장성 인정이 주가에 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다.
2022,Q4,2023-03-15,1120,LX인터내셔널,산업재,down,"요약본은 LX인터내셔널의 캐릭터 마케팅 전략에 대한 내용이지만, 주가에 직접적인 영향을 미칠 만한 경제적 또는 재무적 정보는 포함되어 있지 않습니다. 따라서 정보가 불충분하여 기본적으로 하락으로 판단했습니다."
2022,Q4,2023-03-14,3490,대한항공,산업재,down,"요약본은 대한항공의 보안 사고에 대한 내용을 담고 있으며, 이는 회사의 이미지와 신뢰도에 부정적인 영향을 미칠 수 있습니다. 따라서 주가에 부정적인 영향을 줄 가능성이 있습니다."
2022,Q4,2023-02-20,3570,S&T중공업,산업재,up,"요약본에서는 S&T중공업이 개발한 변속기의 품질이 이미 검증되었고, 수출길도 열렸다는 긍정적인 내용이 포함되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-21,6260,LS,산업재,up,"요약본에서는 LS 그룹이 배터리 산업과 전기차 가치 사슬에 집중하고 있으며, InterBattery 2023에서의 적극적인 참여와 전략적 비전을 통해 사업 역량을 강화하려는 노력이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-20,10120,LS일렉트릭,산업재,up,"LS일렉트릭이 북미 시장에서 대규모 전력인프라 생산거점을 구축하고, 반도체 및 배터리 산업에서의 수주 확대를 통해 매출 성장을 기대하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-23,11200,HMM,산업재,down,"요약본에서는 HMM의 재정적 어려움, 시장 내 약한 위치, 운임 하락, 글로벌 수요 감소 등 부정적인 요소들이 언급되어 주가에 부정적인 영향을 미칠 수 있습니다."
2022,Q4,2023-03-23,25540,한국단자,산업재,,
2022,Q4,2023-03-10,47050,포스코인터내셔널,산업재,up,"요약본에서는 포스코인터내셔널의 주가가 현재 상승 추세에 있으며, 하단 가격 경계가 점진적으로 상승하고 있어 미래 성장 가능성이 있다고 언급하고 있습니다. 따라서 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-21,47810,한국항공우주,산업재,up,"요약본에서는 한국항공우주산업(KAI)의 매출 목표, 최근 계약 성과, 미래 성장 계획, 수출 전략, 재무 성과, 연구 개발 투자 계획 등이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-20,51600,한전KPS,산업재,,
2022,Q4,2023-03-21,86280,현대글로비스,산업재,up,"현대글로비스에 인공지능 개발통합플랫폼 '치타'가 구축되어 AI 개발 및 협업이 활성화될 것으로 보이며, 이는 회사의 기술적 역량 강화와 효율성 증대로 이어져 주가에 긍정적인 영향을 미칠 수 있습니다."
