year,quarter,disclosure_date,code,name,sector,prediction,reason
2024,Q2,2024-08-14,120,CJ대한통운,산업재,up,"요약본에서는 CJ대한통운의 분기 실적이 시장 기대에 부합하고, 여러 부문에서의 성장과 전략적 이니셔티브가 긍정적으로 평가되어 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q2,2024-08-14,150,두산,산업재,down,"요약본에서는 두산 그룹의 지배구조 개편과 관련된 논란과 금융감독원의 비판이 언급되어 있으며, 이는 주주들의 반발과 규제 당국의 추가적인 감시로 인해 주가에 부정적인 영향을 미칠 수 있습니다."
2024,Q2,2024-08-14,1120,LX인터내셔널,산업재,up,"요약본에 따르면 LX인터내셔널은 철강 트레이딩 비중이 적어 실적이 상승했으며, LCD 패널과 해운 이익 증가로 인해 영업이익이 개선되었습니다. 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q2,2024-08-14,3490,대한항공,산업재,up,"대한항공은 2분기에 사상 최대 매출을 기록하며 좋은 실적을 보였고, 아시아나 항공과의 합병 가능성이 높아져 기업 가치 재평가가 예상됩니다. 이러한 긍정적인 요소들이 주가에 긍정적인 영향을 미칠 수 있습니다."
2024,Q2,2024-08-08,3570,SNT다이내믹스,산업재,up,"요약본에서는 SNT다이내믹스의 자동변속기가 폴란드 방산기업 PGZ의 크랩 자주곡사포에 장착될 가능성이 언급되어 있으며, 이는 공급 확정 시 SNT다이내믹스에 긍정적인 영향을 미칠 수 있습니다."
2024,Q2,2024-08-14,6260,LS,산업재,up,"요약본에서는 LS그룹의 계열사들이 베트남, 멕시코, 대만, 인도 등 다양한 국가로 사업을 확장하고 있으며, 특히 LS에코에너지가 베트남에서 역대급 실적을 기록하고 있다는 점이 언급되었습니다. 이러한 글로벌 확장과 실적 향상은 LS(006260)의 주가에 긍정적인 영향을 미칠 수 있습니다."
2024,Q2,2024-08-14,10120,LS일렉트릭,산업재,up,"LS일렉트릭은 AI 시대의 전력 수요 증가로 인해 전력 장비 분야에서 중요한 역할을 하고 있으며, 전력 장비 슈퍼사이클로 인해 주가가 상승할 가능성이 있습니다."
2024,Q2,2024-08-13,11200,HMM,산업재,up,"영상에서는 HMM의 기록적인 실적, 시장 조건의 이점, M&A 가능성 등이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q2,2024-08-14,25540,한국단자,산업재,down,"요약본에는 한국단자(025540)와 관련된 구체적인 정보가 없으며, 주가에 영향을 미칠 만한 직접적인 내용이 포함되어 있지 않습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단하였습니다."
2024,Q2,2024-08-14,47050,포스코인터내셔널,산업재,down,"요약본에는 포스코인터내셔널의 주가에 긍정적인 영향을 줄 수 있는 구체적인 정보가 부족하며, 주가 하락과 관련된 내용이 포함되어 있어 기본적으로 하락으로 판단했습니다."
2024,Q2,2024-08-14,47810,한국항공우주,산업재,up,"요약본에서는 한국항공우주산업(KAI)이 민항기 부품 시장에서 매출을 확대하고 있으며, 에어버스와 보잉 관련 매출이 두 자릿수 이상 성장했다고 언급되어 있습니다. 또한, KAI가 도심항공모빌리티(UAM) 부품 사업에도 적극 진출하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q2,2024-08-14,51600,한전KPS,산업재,up,"영상에서는 한전KPS의 강력한 재무 성과와 정부의 에너지 정책이 주가에 긍정적인 영향을 줄 수 있음을 언급하고 있습니다. 특히, 핵심적인 가격 수준과 정부의 원자력 에너지 정책이 한전KPS의 성장 가능성을 높일 수 있다고 강조하고 있습니다."
2024,Q2,2024-08-14,86280,현대글로비스,산업재,up,"현대글로비스는 아시아나항공의 물류 부문 참여 가능성과 선박 확장 계획으로 물류 역량을 강화할 것으로 기대되며, 운임 상승 가능성도 긍정적으로 작용할 수 있습니다. 주식이 저평가되었다는 점도 긍정적인 요소로 작용할 수 있습니다."
