,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,소비자물가지수 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
8,대림산업,2022,Q4,건설,-0.1569472344230102,-0.007154929037306301,-0.03210792841390675,-0.11456608043309557,-0.023144962140460024,0.014317778214707921,-0.11473241338712198,000210
8,현대건설,2022,Q4,건설,-0.12877678844013868,-0.01871486622447127,-0.016637171740887746,-0.11456608043309557,-0.05563623522677108,-0.0719168863318348,0.04414312617702444,000720
8,KCC,2022,Q4,건설,-0.10477236749806443,0.0473990646452207,0.04048336617825776,-0.11456608043309557,0.04435446190257708,-0.10289585772217857,-0.04391398905085796,002380
8,한일시멘트,2022,Q4,건설,0.07977592941879771,-0.002121558766554177,0.010316960935937702,-0.11456608043309557,-0.004830492567873712,-0.0739716719995982,-0.011799147529933125,003300
8,아이에스동서,2022,Q4,건설,0.26009935173087906,0.006506023088437063,-0.04323139295721523,-0.11456608043309557,-0.0035710440598161197,-0.1665005684501949,-0.1481796641342082,010780
8,현대산업,2022,Q4,건설,0.17791898315387147,0.00020505161469719368,0.05074827327774001,-0.11456608043309557,0.009866745498071205,0.07317327813314445,-0.07444094751314137,012630
8,삼성엔지니어링,2022,Q4,건설,0.005657714566308777,0.06219791528036356,0.06333465474445443,-0.11456608043309557,-0.02640080926199484,-0.6410881150169512,0.07749482344260783,028050
8,대우건설,2022,Q4,건설,-0.10162679664252264,-0.03499466153746733,-0.045845851819046435,-0.11456608043309557,-0.028802675861330895,0.10932240173149554,-0.030223112328398756,047040
8,한전기술,2022,Q4,건설,0.18721311985413114,0.031212421217380548,0.02057230774187091,-0.11456608043309557,0.031359335451925485,0.43128156796611683,-0.14834382949614142,052690
8,LG하우시스,2022,Q4,건설,-0.049067522886124953,-0.49107257960551765,-0.015965972924727123,-0.11456608043309557,-0.06024351929794325,-0.07364876517807284,0.22373525003691946,108670
