,name,year,quarter,sector,Relative Return,부채총계 변화율,자본총계 변화율,이익잉여금 변화율,유동자산 변화율,금리 변화율,Label,Code
21,현대중공업,2019,Q3,중공업,0.09847951844903076,0.015051991402322606,-0.0009857176845046167,-0.0006264558783983798,0.01347809168535341,-0.21649484536082508,-0.1571627311565927,009540
21,삼성중공업,2019,Q3,중공업,-0.07738286074076976,0.15422812437736533,-0.08786573451582713,-0.26854599881736807,0.09673681912319032,-0.21649484536082508,-0.291525323445354,010140
21,현대미포조선,2019,Q3,중공업,0.002390528022572974,0.05889825066454235,0.009382134815770993,0.012015905488688583,0.04586597028998618,-0.21649484536082508,-0.21085323187779612,010620
21,한화테크윈,2019,Q3,중공업,-0.03619378754854341,0.09686406008920545,0.0072779959832178776,0.010742867073479268,-0.057294271814611,-0.21649484536082508,-0.3082987403588092,012450
21,현대엘리베이,2019,Q3,중공업,-0.10425607166677874,-0.019445231935980023,0.01300915442213646,0.047769969704730686,-0.09978469231691789,-0.21649484536082508,-0.1495381476043766,017800
21,두산중공업,2019,Q3,중공업,-0.05537702880235898,0.032177976406919884,-0.02610506511189048,-0.1569984614371036,0.023101191643749797,-0.21649484536082508,-0.200533799474666,034020
21,대우조선해양,2019,Q3,중공업,0.06020263892931456,0.009464105317395166,-0.07472983412456025,-0.3449530086852779,-0.037346375088378236,-0.21649484536082508,-0.36940018108676353,042660
21,두산인프라코어,2019,Q3,중공업,-0.1328371482176359,0.012929920347705348,0.013136076161556876,0.0989393859992993,0.03908797462678537,-0.21649484536082508,-0.2919342603118671,042670
21,현대로템,2019,Q3,중공업,-0.0963121482176359,0.03928020236976382,-0.11678998044161126,-0.9477945865902585,0.006040046722008974,-0.21649484536082508,-0.16266997753340431,064350
21,두산엔진,2019,Q3,중공업,0.4556289310775183,0.039916336249916196,-0.014932762327716786,2.0181293417650137,0.06873415015336315,-0.21649484536082508,-0.31651613137955814,082740
21,한진중공업,2019,Q3,중공업,0.010595607079123673,-0.039590960981037204,-0.12497001880925229,0.023422965759566594,-0.04731513398489606,-0.21649484536082508,0.010169528639435182,097230
