,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
37,CJ대한통운,2016,Q1,산업재,0.11998762280727161,0.06028900593284092,0.04040863848193399,0.00597502232349556,-0.7341767301014472,-0.7204385967203719,-0.0012328286112091025,-0.0709407153615952,000120
37,두산,2016,Q1,산업재,0.1377402226570202,0.03659430332533109,0.05211348477622035,-0.04038805728976935,-0.7578972371749475,-0.6670379415054908,-0.013442144457281646,0.17655282667757327,000150
37,LG상사,2016,Q1,산업재,0.16050890389087952,-0.020413409224848245,-0.03296840292433578,-0.028466438488547796,-0.7926734536483475,-0.9249025401078639,-0.11993662327945831,-0.16787252095646554,001120
37,대한항공,2016,Q1,산업재,-0.08971777708953783,-0.002639121736849215,-0.024423577738561297,-0.05053371003631013,-0.7514098259914824,-0.6417923487430502,0.008249468833784412,0.00871814578106353,003490
37,S&T중공업,2016,Q1,산업재,-0.27149022010355484,-0.00930790429790851,-0.02924725856118504,-0.014553227244147426,-0.7941917189010732,-1.0383732818632392,-0.012073186908267974,-0.11206740280552732,003570
37,LS,2016,Q1,산업재,0.27519569138556593,-0.0001115263152693391,0.005569568280456183,-0.00751331996751714,-0.7758744803067475,-0.7825087270188503,-0.0005966416690733611,0.029903740729223985,006260
37,LS산전,2016,Q1,산업재,0.05719130804594,-0.01066895557683567,0.0032515358021218965,-0.014628285524661111,-0.7806463409651488,-0.8010567726387515,-0.04806286739044385,-0.1681551398919342,010120
37,현대상선,2016,Q1,산업재,-0.2785207808719545,-0.10220984906155228,-0.09905831761926731,-0.6727955852999883,-0.7892950964613153,-0.38430563099764625,-0.28828411281723487,-0.5374600910856306,011200
37,한국단자,2016,Q1,산업재,0.05021360452776372,0.005360399768115753,0.041076799278754406,0.01872191132728651,-0.7336973031581204,-0.7055305399570954,0.04900724256586009,-0.2671387649625158,025540
37,대우인터내셔널,2016,Q1,산업재,0.12218600696412664,-0.003132644658842887,-0.003200567600170845,0.016995098348386417,-0.778136475103941,-0.6962573907777961,-0.04159806576427383,-0.0527351168769745,047050
37,한국항공우주,2016,Q1,산업재,0.007378055481646847,0.05614862766910367,-0.024613846160968622,-0.004807609165585869,-0.7662314206788284,-0.7852938155326765,0.007569908979616624,0.13850415825672563,047810
37,한전KPS,2016,Q1,산업재,0.11084724850236659,0.021679827734130797,0.0266951875631658,-0.07864282855101279,-0.7889601986686402,-0.8487752464293481,0.4091739538306127,-0.13319010492689926,051600
37,현대글로비스,2016,Q1,산업재,-0.048810793322712015,0.051682393186389675,0.06765518968329953,0.01867406608801936,-0.7448537083430704,-0.714860918383475,0.04862873567733117,-0.0673255074436423,086280
