,name,year,quarter,sector,Relative Return,비유동자산 변화율,유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,금리 변화율,Label,Code
27,CJ대한통운,2018,Q1,산업재,0.2566929321227336,0.15850755180789866,0.21284877996592888,0.0246688196178384,0.236213973182807,-8.488282152647326,0.08530869157626775,-0.08753989778786372,000120
27,두산,2018,Q1,산업재,0.11144460111392289,0.04686271464919223,0.14803475047462333,0.002914351983692276,0.26207924513309333,1.3006880197360275,0.08530869157626775,-0.031583011954693416,000150
27,LG상사,2018,Q1,산업재,0.11946540445227934,-0.018405237992747847,0.22863842302663295,-0.09619448024826882,0.10762756386960692,-5.263175523754385,0.08530869157626775,-0.1822205925842355,001120
27,대한항공,2018,Q1,산업재,0.035916696981945904,0.007860660574116052,0.15705571874308544,-0.043946051430109656,0.07484061770847883,-0.9474877538952236,0.08530869157626775,-0.10501069971367774,003490
27,S&T중공업,2018,Q1,산업재,-0.15424360008349078,-0.002793801320264966,0.040352114054698074,0.008765175746299203,-0.026761571868663903,-0.9343401287164219,0.08530869157626775,0.011079778303015292,003570
27,LS,2018,Q1,산업재,0.1264004085713014,-0.0012586177746886085,2.9675565302881344,0.024746334427139693,-0.0019910227259339885,0.02522601925670709,0.08530869157626775,-0.1178274543580107,006260
27,LS산전,2018,Q1,산업재,0.29306773954529763,-0.011449173259864165,0.07964947658737609,0.0037150656345872335,-0.000817850655965846,1.9738905483376983,0.08530869157626775,-0.05297483287324756,010120
27,현대상선,2018,Q1,산업재,0.40572645455697803,-0.01824599579034558,-0.12596888028731812,0.06249656787265212,-0.03228890726454259,-0.3788273639019908,0.08530869157626775,-0.16784359577912367,011200
27,한국단자,2018,Q1,산업재,-0.06267468360465307,-0.026567771308970478,-0.008163826483564396,0.022462343447607003,0.03051534159912417,-0.15291708755011324,0.08530869157626775,-0.002398730100561658,025540
27,대우인터내셔널,2018,Q1,산업재,0.08587388027143088,-0.018155107252079583,0.13420115861166626,0.024524501018318157,0.1485316959680747,3.1360209652643567,0.08530869157626775,-0.23668002238205516,047050
27,한국항공우주,2018,Q1,산업재,-0.14556752890467015,0.008442661371586224,0.24556471871414387,-0.20912786256857974,0.1777962728747895,-1.1852244537860506,0.08530869157626775,-0.04013272579782187,047810
27,한전KPS,2018,Q1,산업재,-0.039812006981483544,0.0036351109656229674,0.044508669665617395,-0.04861505612344952,0.4325953984321027,-0.322568180045017,0.08530869157626775,-0.10144173065521384,051600
27,현대글로비스,2018,Q1,산업재,0.03981676321894266,-0.008703773391475988,0.06331920355446363,-0.00631795454840256,-0.009443213805951589,-0.44739967367604416,0.08530869157626775,-0.1399970633697557,086280
