,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
9,CJ대한통운,2023,Q1,산업재,0.024176215484960205,0.013237711103547545,0.017046537893791847,0.020896850647706078,-0.09172575107490033,-0.13174946531281173,0.18936103094370038,-0.03483625001144944,000120
9,두산,2023,Q1,산업재,-0.05081263635431993,0.0010508054669906564,0.0005597153621810236,-0.009840280730521789,-0.06487064728746827,-1.9150127389535998,-0.11851688764380963,0.09872153547567038,000150
9,LG상사,2023,Q1,산업재,0.08273606179538112,0.2674773252651206,0.10551201990921344,0.03419285859264898,0.030138139171620892,-0.014528696289504595,0.6310240056676786,0.12476092431538251,001120
9,대한항공,2023,Q1,산업재,-0.024571693009014853,0.01233273399369783,0.018401150184136794,0.008757204862000156,-0.11392413914758726,-0.2020551842448426,-0.010841421553861252,0.05424658272008227,003490
9,S&T중공업,2023,Q1,산업재,0.13750651575793563,-0.038498044837478984,-0.018669666977895627,0.004168734999857815,-0.33316217580346996,-0.22991441971186877,0.008189327445802697,-0.06382110508717406,003570
9,LS,2023,Q1,산업재,0.25893508718650704,-0.03601680356948456,0.012580052518720963,-0.0007369961226501021,-0.06488911561602584,-0.36445012787723785,-0.3459786849269585,0.2085931753900197,006260
9,LS산전,2023,Q1,산업재,0.10419425279965497,0.006958659087648034,0.038750281201061165,0.009818470529371792,0.06684639604322817,2.7803435387156927,-0.00027213051494678897,0.5275378484954165,010120
9,현대상선,2023,Q1,산업재,-0.050104260562518106,0.04489735059529765,0.03446374385132911,0.010942574885394185,-0.41555895621598826,-0.7629886779292936,0.0324793607723306,-0.14740469024459424,011200
9,한국단자,2023,Q1,산업재,0.16601359426501414,0.038890913233062374,-0.00042681392654408956,0.024104686964111055,-0.04877707169803147,-0.2663028578794423,0.0476959333898741,-0.19408448991482824,025540
9,대우인터내셔널,2023,Q1,산업재,0.28314816224703976,0.7165790799885803,0.42473160662277154,0.49901962080009676,0.08922463754530718,1.1479325134072118,0.5630030507726163,2.0543189599502054,047050
9,한국항공우주,2023,Q1,산업재,0.1523591234676862,-0.002731159730221533,-0.027573276801063917,0.005719747707690015,-0.3432060756422436,-0.4278454247070046,-0.014085367964454698,-0.06547424053407166,047810
9,한전KPS,2023,Q1,산업재,-0.006003575259080591,-0.0486705571560907,0.017090493905895565,-0.027525667764455974,-0.11773191254616311,0.14557986729936867,-0.2026896550244479,-0.12695182883572922,051600
9,현대글로비스,2023,Q1,산업재,0.02792297566493973,-0.0037739091333572894,0.04206579643119124,0.0011586627015176543,-0.08586397964995551,-0.24504104062711507,-0.016460131755076213,-0.006006078661032178,086280
