,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
35,CJ대한통운,2016,Q3,산업재,-0.09323392696034206,0.037386249917358505,0.017431146147030452,-0.0013417905563494203,-0.01580212644002854,-0.07841316963768563,0.6685246911899525,-0.2149729238176129,000120
35,두산,2016,Q3,산업재,-0.06064975517812872,-0.004659983266886991,-0.003441792711371683,0.0005238329058327995,-0.24924777333036496,-0.9021789715628148,0.05024879376702929,-0.24332219615283682,000150
35,LG상사,2016,Q3,산업재,-0.10630747621810184,-0.0263766007389582,-0.1470097812484511,0.043632102166667464,-0.05934178218343222,-1.1556157372176994,0.0508048093844895,-0.05670197907607994,001120
35,대한항공,2016,Q3,산업재,0.06284394310273243,-0.032340149382650396,-0.021909541204571226,0.16213158227599345,0.10477149004513442,2.01595776629216,-0.010143307345815034,-0.047907698239545576,003490
35,S&T중공업,2016,Q3,산업재,-0.046139343609674345,-0.014524427884034186,-0.02992141029815487,-0.005203621600149089,-0.26240357607521725,-0.33608395372865507,-0.009754328724575378,-0.09096096310870064,003570
35,LS,2016,Q3,산업재,0.017452084758894943,0.0015907608906207127,-0.005922896721688886,0.28563339271666055,1.5987061259402586,1.4246926340412607,-0.3071623268141337,-0.09212681567738712,006260
35,LS산전,2016,Q3,산업재,-0.11472136809064033,-0.0074688796204870345,0.01514362162859384,0.01816009626833015,0.05200568227747904,-0.04390339408947663,0.2058329003504733,0.10986895216848055,010120
35,현대상선,2016,Q3,산업재,0.05734406327204673,0.019439115145635677,-0.01885566768075897,5.089453153749908,0.05019216011646943,-0.05943681710030879,0.1288372269588438,0.035926692649695696,011200
35,한국단자,2016,Q3,산업재,-0.03279526431579707,0.020687104310603388,-0.0029933472056035137,0.018953918793355617,-0.005292324536593118,0.01956513029572826,0.047268213877893483,-0.13799244875232253,025540
35,대우인터내셔널,2016,Q3,산업재,0.10154424263126037,-0.027515991997119293,-0.05783967174927451,0.005233586959836778,-0.023650018099107384,-0.2089176417491425,-0.06221868306580236,-0.23010016325247423,047050
35,한국항공우주,2016,Q3,산업재,-0.11885466697981627,0.010444783229508925,0.058334237820121704,0.03631682867438757,0.00014350800961882015,-0.008818509387445439,-0.24716353346358988,-0.2870912734799729,047810
35,한전KPS,2016,Q3,산업재,-0.11444433420016106,0.017784987006076447,0.019214897756174132,0.03715987623694805,-0.15468803723576618,-0.3899280402930225,0.05099054978516637,-0.03419480753276381,051600
35,현대글로비스,2016,Q3,산업재,-0.08949013715210509,-0.003231239305592548,-0.021006966073721323,0.06320506072450405,0.010881421197558971,-0.021273143502120173,-0.08860852428698962,-0.2028652581503437,086280
