,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
34,CJ대한통운,2016,Q4,산업재,-0.2149729238176129,0.04778620575071346,0.03345254611595494,0.0010472170772388711,0.06719499112871485,-0.3405612344138046,-0.019641139509537275,0.026598101927338066,000120
34,두산,2016,Q4,산업재,-0.24332219615283682,0.01021006899967003,0.02609571098338792,-0.010305492112375303,0.26212350918884164,-1.9799248892216341,0.07944914258196056,0.16848958714578244,000150
34,LG상사,2016,Q4,산업재,-0.05670197907607994,0.05591677676572937,0.17296395494290384,-0.03155254648096684,0.02117338191871343,-1.1406051057217286,0.03094195567618896,-0.058443566701128435,001120
34,대한항공,2016,Q4,산업재,-0.047907698239545576,-0.01601375042105435,-0.005804291549994289,-0.2636558070937117,-0.0617297528880405,-0.6087167976958334,-0.016035654664786847,0.047530127598830865,003490
34,S&T중공업,2016,Q4,산업재,-0.09096096310870064,-0.02336231384204157,0.01558939437029161,-0.012904382014275795,0.6255621998497503,-2.645402344194026,-0.04030981507218778,-0.0900530226517419,003570
34,LS,2016,Q4,산업재,-0.09212681567738712,0.00018454836215653359,0.0016073754011627361,-0.22087823498065662,-0.6989858187516654,-0.833972695284796,-0.23673571137198024,0.10066526610644254,006260
34,LS산전,2016,Q4,산업재,0.10986895216848055,0.007988187004816849,0.006700932492610612,0.010644039889524226,1.1182864002318489,-0.3624617260006844,-0.16105001996347967,0.07072153620290557,010120
34,현대상선,2016,Q4,산업재,0.035926692649695696,-0.10718637137692666,-0.007254671295906068,-0.37631228440826037,0.19995273569364813,-0.15723700368399507,0.3684042105440153,-0.005039827546703943,011200
34,한국단자,2016,Q4,산업재,-0.13799244875232253,0.02225310364610933,0.12681158377287627,0.03203586390098301,0.194083505009764,0.12064591394033441,0.14204910852195374,-0.0952498811586346,025540
34,대우인터내셔널,2016,Q4,산업재,-0.23010016325247423,-0.008323902913759618,0.11601499596066822,-0.013245842413365017,0.28732929055797274,-0.14778650781842317,-0.03400385405531803,-0.050196802859074706,047050
34,한국항공우주,2016,Q4,산업재,-0.2870912734799729,-0.0054195244294525935,0.0021452675666477905,0.09217554944224426,-0.21029141670742546,-0.47289985862644435,-0.07643071997120798,0.037291140232316666,047810
34,한전KPS,2016,Q4,산업재,-0.03419480753276381,0.05077247284535913,0.020658943532671392,0.015740647342912917,0.3399369733458115,-0.9978935688223789,-0.6512027322303949,-0.2479192633991396,051600
34,현대글로비스,2016,Q4,산업재,-0.2028652581503437,-0.007800611247870903,0.011387583155474168,-0.00991679771359777,0.029457072923232186,0.05136020785862527,0.05428262766350089,-0.02562079109547779,086280
