,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
5,CJ대한통운,2024,Q1,산업재,-0.06923119272769242,-0.00865133301179244,0.007050505839022669,-0.04727660643551157,-0.06664350002399932,-0.21363938440008035,-0.04460675065193942,-0.1259301080721996,000120
5,두산,2024,Q1,산업재,0.11362603673680229,0.0016298607653995045,0.0226871114377869,-0.008458883242011161,-0.6892641124301919,-3.863689758255348,0.0975219364757327,-0.0455161477199009,000150
5,LG상사,2024,Q1,산업재,0.11396611115926664,0.05178044870379228,0.0615940600548035,0.03181010766914816,0.007558112441121256,-1.0105086276403703,-0.09204204142200367,0.06237257237707773,001120
5,대한항공,2024,Q1,산업재,0.013349172915318229,0.017339285769539803,0.02696978471615097,0.0072611459165674574,-0.03959571842031939,1.3749210920963248,-0.03925033992203408,-0.00526534526083991,003490
5,S&T중공업,2024,Q1,산업재,0.004393848110463167,-0.004577852674992555,0.057502074321171825,0.003394978604939869,-0.25979094776634404,0.4221185922500701,0.2033428806129629,0.5125356301350722,003570
5,LS,2024,Q1,산업재,0.4117420199528373,-0.02850573926002331,0.010960094720119606,-0.013571293888475111,-0.8886446066007301,-0.7741633088532334,-0.009366829510110364,-0.23381056685538884,006260
5,LS산전,2024,Q1,산업재,0.8769314678781875,-0.0035411772332956115,0.004877362015783149,-0.020295154332038323,0.0001891027260700895,0.13016133617599923,-0.11489488809521686,0.02609592778154232,010120
5,현대상선,2024,Q1,산업재,0.1333854761350332,0.04131380512780791,0.059823687631836764,0.0402740166085509,0.13271994150172683,8.37023170387115,0.023390159703607027,0.024430111805665407,011200
5,한국단자,2024,Q1,산업재,-0.015590539087038785,0.021624988028928538,0.08983030839092465,0.025025843595304575,-0.0026382806316309626,0.49744328718741637,0.03203630686309111,0.07311816833167689,025540
5,대우인터내셔널,2024,Q1,산업재,-0.1740151210410325,0.015067652563955702,0.006790361156428393,-0.003774823333962618,-0.01937143165702826,0.18663652292004573,-0.18335020393266743,0.10690412009333883,047050
5,한국항공우주,2024,Q1,산업재,0.09038771312992959,-0.0012134420025274872,0.0037550166275512886,-0.004611588535566091,-0.5108770201820465,-0.659692010466755,-0.03593259691814277,0.07204050007779231,047810
5,한전KPS,2024,Q1,산업재,-0.01662839012488982,0.018504459852024757,0.06555600364132119,-0.038558484662307824,-0.2292541503909522,-0.13388276511835173,0.14141074372833096,0.19393545393995928,051600
5,현대글로비스,2024,Q1,산업재,0.005164872593534946,0.019880341872788865,0.043717252482199154,0.017821618463691458,0.02777777596958919,0.07185791515867002,-0.13400805150760953,0.20362637743797762,086280
