year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,6400,삼성SDI,정보기술,2021-01-03,중립,"요약본에서는 현대차가 배터리 공급사를 확정한다는 정보만 제공되고 있으며, 삼성SDI가 이와 관련된 구체적인 정보나 긍정적/부정적 영향을 미칠 수 있는 내용이 포함되어 있지 않음",0.0
2021,Q1,1,2,6400,삼성SDI,정보기술,2021-01-12,긍정적,"삼성SDI가 테슬라에 ESS 배터리를 공급하고 있으며, 협력업체의 납품 확대가 기대된다는 점에서 긍정적인 논조로 판단됨",1.0
2021,Q1,1,3,6400,삼성SDI,정보기술,2021-01-17,중립,"요약문은 삼성SDI가 아닌 삼성전자의 시스템반도체 사업에 대한 내용으로, 삼성SDI의 주가에 직접적인 영향을 미칠 정보가 포함되어 있지 않음.",0.0
2021,Q1,1,4,6400,삼성SDI,정보기술,2021-01-29,긍정적,"기사 요약에서 삼성SDI의 배터리 사업 매출액이 사상 최대치를 기록하고 있으며, 전지사업이 연속적으로 성장하고 있다는 점에서 긍정적인 논조로 판단됨",1.0
2021,Q1,2,1,6400,삼성SDI,정보기술,,,,
2021,Q1,2,2,6400,삼성SDI,정보기술,,,,
2021,Q1,2,3,6400,삼성SDI,정보기술,2021-02-17,중립,"요약본은 삼성SDI의 이사진 세대교체에 대한 내용만을 담고 있으며, 이는 주가에 직접적인 영향을 미칠 만한 긍정적 또는 부정적 정보로 해석되기 어렵다.",0.0
2021,Q1,2,4,6400,삼성SDI,정보기술,2021-02-24,중립,"요약본에서는 연구개발(R&D) 총괄이 이사회에 합류한다는 내용만 언급되어 있으며, 이는 기업의 경영 전략 변화에 대한 정보일 뿐, 주가에 직접적인 영향을 미칠 긍정적 또는 부정적 요인은 제시되지 않음.",0.0
2021,Q1,3,1,6400,삼성SDI,정보기술,2021-03-03,중립,"요약본에서는 삼성SDI에 대한 구체적인 긍정적 또는 부정적 정보가 제공되지 않았으며, 단순히 분석을 진행할 것이라는 내용만 포함되어 있어 주가에 영향을 미칠 만한 정보가 부족함.",0.0
2021,Q1,3,2,6400,삼성SDI,정보기술,2021-03-09,중립,"기사 요약은 삼성SDI의 대표이사 보수 지급에 관한 내용만을 담고 있으며, 기업의 실적이나 시장 상황에 대한 정보는 포함되어 있지 않음.",0.0
2021,Q1,3,3,6400,삼성SDI,정보기술,2021-03-21,중립,"기사 요약은 배터리의 구성 요소에 대한 설명만 포함하고 있으며, 삼성SDI의 사업 성과나 시장 상황에 대한 정보는 제공하지 않음.",0.0
2021,Q1,3,4,6400,삼성SDI,정보기술,2021-03-27,중립,"요약본에서는 폭스바겐의 배터리 공급 계획이 언급되었으나, 삼성SDI에 대한 직접적인 긍정적 또는 부정적 영향에 대한 정보는 부족함. 따라서 삼성SDI의 주가에 미치는 영향은 중립적일 것으로 판단됨.",0.0
2021,Q2,4,1,6400,삼성SDI,정보기술,,,,
2021,Q2,4,2,6400,삼성SDI,정보기술,2021-04-13,중립,"요약본은 삼성SDI의 주가가 전 거래일 대비 상승했다는 사실만을 전달하고 있으며, 이 상승의 원인이나 향후 전망에 대한 정보는 제공하지 않고 있음.",0.0
2021,Q2,4,3,6400,삼성SDI,정보기술,2021-04-16,긍정적,"삼성SDI가 30억 달러 수출의 탑을 수상한 것은 수출 실적이 우수하다는 것을 의미하며, 이는 기업의 긍정적인 성과로 해석될 수 있다.",1.0
2021,Q2,4,4,6400,삼성SDI,정보기술,2021-04-28,중립,"요약문에서는 삼성SDI가 원통형 배터리 계약을 따내기 위한 경쟁을 벌이고 있다는 내용만 언급되어 있으며, 구체적인 계약 체결이나 긍정적인 성과에 대한 정보는 없다. 따라서 긍정적이거나 부정적인 논조로 판단하기 어렵다.",0.0
2021,Q2,5,1,6400,삼성SDI,정보기술,2021-05-04,부정적,요약문에서 중국 정부의 지원과 기술력으로 인해 K-배터리의 입지가 좁아질 것이라는 우려가 언급되어 있어 부정적인 논조로 판단됨,-1.0
2021,Q2,5,2,6400,삼성SDI,정보기술,2021-05-13,부정적,"요약본에서 삼성SDI와 직접 관련된 긍정적인 정보는 없으며, 경쟁사인 SK이노베이션과 LG가 폭스바겐과의 관계에서 부정적인 영향을 받았다는 내용이 포함되어 있습니다. 이는 삼성SDI에도 부정적인 영향을 미칠 수 있는 상황으로 해석될 수 있습니다.",-1.0
2021,Q2,5,3,6400,삼성SDI,정보기술,2021-05-16,긍정적,"삼성SDI가 미국 에너지저장장치 시장 공략에 속도를 내고 있다는 점은 시장 확장과 관련된 긍정적인 소식으로, 기업의 성장 가능성을 높이는 요인으로 작용할 수 있다.",1.0
2021,Q2,5,4,6400,삼성SDI,정보기술,2021-05-26,관련 없음,해당 종목과 관련 없음,0.0
2021,Q2,6,1,6400,삼성SDI,정보기술,2021-06-03,중립,"요약본은 애플의 공급사 리스트에 대한 내용으로, 삼성SDI에 대한 직접적인 언급이나 긍정적/부정적 영향을 미칠 수 있는 정보가 포함되어 있지 않음.",0.0
2021,Q2,6,2,6400,삼성SDI,정보기술,2021-06-08,중립,"삼성SDI가 세계적인 배터리 전시회에 참가하여 기술력을 선보인다는 내용은 긍정적일 수 있으나, 구체적인 계약 체결이나 실적 개선에 대한 정보가 없어 주가에 직접적인 영향을 미칠 요소는 부족함.",0.0
2021,Q2,6,3,6400,삼성SDI,정보기술,2021-06-19,중립,"요약문은 삼성SDI의 미래 비전과 배터리의 중요성을 강조하고 있지만, 구체적인 계약 체결이나 실적 개선과 같은 직접적인 긍정적 요인은 언급되지 않음.",0.0
2021,Q2,6,4,6400,삼성SDI,정보기술,2021-06-27,중립,"요약문은 삼성SDI의 역사와 사업 전환에 대한 설명을 제공하고 있지만, 현재의 실적이나 미래 전망에 대한 구체적인 긍정적 또는 부정적 정보는 포함되어 있지 않음.",0.0
2021,Q3,7,1,6400,삼성SDI,정보기술,2021-07-07,중립,"요약본에서는 삼성SDI와 관련된 구체적인 긍정적 또는 부정적 정보가 없으며, 단순히 스텔란티스와의 협상 진행 상황만 언급되어 있어 주가에 직접적인 영향을 미칠 만한 정보가 부족함",0.0
2021,Q3,7,2,6400,삼성SDI,정보기술,2021-07-09,중립,"요약본은 스텔란티스의 전기차 투자 계획에 대한 내용만을 담고 있으며, 삼성SDI와 직접적인 관련성이나 긍정적/부정적 영향을 미칠 수 있는 정보가 포함되어 있지 않음.",0.0
2021,Q3,7,3,6400,삼성SDI,정보기술,2021-07-19,긍정적,"요약본에서 원통형 배터리 시장이 20% 이상 성장하고 있다는 점이 언급되어 있으며, 이는 삼성SDI의 사업 영역과 관련이 있어 긍정적인 영향을 미칠 가능성이 있음.",1.0
2021,Q3,7,4,6400,삼성SDI,정보기술,2021-07-27,긍정적,"외국인이 국내 증시에서 2차전지 관련주를 적극적으로 매수하고 있다는 점에서, 삼성SDI와 같은 2차전지 관련 기업에 대한 긍정적인 투자 심리가 형성되고 있음을 나타냄.",1.0
2021,Q3,8,1,6400,삼성SDI,정보기술,2021-08-03,긍정적,기사 요약에서 삼성SDI가 중대형 원형시스템 선행 전담팀의 리더로 카이스트 교수 출신을 영입한 것은 기술력 강화와 혁신을 위한 긍정적인 움직임으로 해석될 수 있음.,1.0
2021,Q3,8,2,6400,삼성SDI,정보기술,2021-08-11,중립,"요약본에서는 삼성전자 이재용 부회장의 가석방과 경영 복귀에 대한 언급만 있을 뿐, 삼성SDI의 직접적인 사업 성과나 주가에 영향을 미칠 수 있는 구체적인 정보는 제공되지 않음.",0.0
