code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2020,Q3,2020-11-16,"1,127,504,639,935","1,028,187,134,781","2,155,691,774,716","324,754,356,763","69,606,741,875","394,361,098,638","1,606,819,071,749","1,761,330,676,078",416557933156.0,24677049068.0,21062124115.0,19358870452.0,"68,037,750,000",,,,,,,,,,,,
230,일동제약,헬스케어,2020,Q3,2020-11-16,"5,084,423,767","225,869,442,137","230,953,865,904","55,559,913,658","19,318,120,381","74,878,034,039","29,368,603,864","156,075,831,865",3956081119.0,829716555.0,519576367.0,393043385.0,"11,540,400,000",,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2020,Q3,2020-11-16,"90,189,927,717","760,360,130,224","850,550,057,941","105,088,579,292","185,017,414,179","290,105,993,471","356,746,632,277","560,444,064,470",18047049450.0,8151844804.0,6262527988.0,6518032774.0,"30,691,485,000",,,,,,,,,,,,
3000,부광약품,헬스케어,2020,Q3,2020-11-13,"194,895,409,080","177,699,797,172","372,595,206,252","55,942,123,481","14,939,346,625","70,881,470,106","296,963,073,434","301,713,736,146",39629548850.0,478720616.0,-3054374777.0,-3460330973.0,"33,289,457,500",,,,,,,,,,,,
3520,영진약품,헬스케어,2020,Q3,2020-11-16,"109,937,585,146","90,452,628,871","200,390,214,017","36,712,775,389","45,581,095,376","82,293,870,765","16,076,458,473","118,096,343,252",49973812759.0,-541412822.0,-532093871.0,-296193772.0,"91,446,365,500",,,,,,,,,,,,
6280,녹십자,헬스케어,2020,Q3,2020-11-16,"973,823,023,324","922,296,754,877","1,896,119,778,201","517,678,726,032","269,683,247,183","787,361,973,215","765,443,696,247","1,108,757,804,986",343969413845.0,46822842742.0,73240267467.0,58753694155.0,"58,432,690,000",,,,,,,,,,,,
7570,일양약품,헬스케어,2020,Q3,2020-11-13,"133,000,459,465","247,696,915,509","380,697,374,974","173,037,546,474","26,828,823,937","199,866,370,411","5,160,712,506","180,831,004,563",72458855933.0,3208868322.0,2313520296.0,1251731292.0,"48,826,860,000",,,,,,,,,,,,
8490,서흥,헬스케어,2020,Q3,2020-11-13,"212,772,826,238","292,618,194,597","505,391,020,835","118,413,358,992","114,220,898,245","232,634,257,237","245,684,833,218","272,756,763,598",101487791092.0,10644824743.0,10557567797.0,8113437964.0,"6,084,556,500",,,,,,,,,,,,
9290,광동제약,헬스케어,2020,Q3,2020-11-16,"374,994,173,846","304,131,462,024","679,125,635,870","197,636,117,167","23,067,253,623","220,703,370,790","388,750,770,266","458,422,265,080",201743389320.0,13041791574.0,12450682045.0,8851299217.0,"52,420,851,000",,,,,,,,,,,,
69620,대웅제약,헬스케어,2020,Q3,2020-11-16,"367,375,468,147","805,508,564,100","1,172,884,032,247","377,697,235,947","231,841,248,622","609,538,484,569","458,410,152,740","563,345,547,678",248920602546.0,7024882236.0,5148568554.0,3590876554.0,"28,966,437,500",,,,,,,,,,,,
128940,한미약품,헬스케어,2020,Q3,2020-11-16,"423,590,528,312","1,153,111,324,298","1,576,701,852,610","495,905,619,831","557,992,496,427","1,053,898,116,258","133,118,717,792","522,803,736,352",225476567542.0,-31214214397.0,-40449129893.0,-30209566117.0,"29,607,572,500",,,,,,,,,,,,
170900,동아에스티,헬스케어,2020,Q3,2020-11-16,"510,689,837,641","507,398,777,319","1,018,088,614,960","147,894,466,209","194,638,839,030","342,533,305,239","199,971,957,530","675,555,309,721",145556143777.0,6727840927.0,3821389958.0,4191989746.0,"42,219,340,000",,,,,,,,,,,,
185750,종근당,헬스케어,2020,Q3,2020-11-16,"624,294,236,026","315,534,934,664","939,829,170,690","337,530,287,316","61,164,378,253","398,694,665,569","258,819,549,613","541,134,505,121",357501564323.0,48530531228.0,46757861615.0,34328611406.0,"27,214,212,500",,,,,,,,,,,,
