code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2025,Q2,2025-08-14,"1,152,354,275,772","1,370,197,738,928","2,522,552,014,700","394,177,190,075","32,741,436,638","426,918,626,713","2,012,192,614,331","2,095,633,387,987",556169337985.0,45628070057.0,46808509871.0,39000058231.0,"81,390,004,000",56245325690.0,,,,,,,,,,,
230,일동제약,헬스케어,2025,Q2,2025-08-14,"24,437,520,588","282,132,790,006","306,570,310,594","111,183,145,366","24,945,623,541","136,128,768,907","73,424,183,670","170,441,541,687",4520187665.0,268294115.0,1045275410.0,646939184.0,"11,540,400,000",438929091.0,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2025,Q2,2025-08-14,"73,283,827,344","919,028,163,400","992,311,990,744","229,732,494,624","95,249,981,572","324,982,476,196","536,856,625,451","667,329,514,548",3588384958.0,-5693048329.0,-10056931113.0,-10106679595.0,"32,682,170,000",-10952184614.0,,,,9281433287.0,,,,,,,
3000,부광약품,헬스케어,2025,Q2,2025-08-14,"203,889,095,213","179,432,451,406","383,321,546,619","34,865,394,073","94,376,935,957","129,242,330,030","165,308,531,220","254,079,216,589",37410043083.0,4507511350.0,5031989297.0,8941434617.0,"36,401,993,000",8566474411.0,,,,,,,,,,,
3520,영진약품,헬스케어,2025,Q2,2025-08-14,"125,391,250,568","114,983,810,386","240,375,060,954","102,556,517,637","46,657,752,950","149,214,270,587","-16,292,166,615","91,160,790,367",62515879754.0,1885149685.0,668133311.0,338819535.0,"91,446,365,500",325789229.0,,,,,,,,,,,
6280,녹십자,헬스케어,2025,Q2,2025-08-14,"1,188,942,084,233","1,268,684,710,168","2,457,626,794,401","899,360,917,149","293,071,375,148","1,192,432,292,297","919,119,401,315","1,265,194,502,104",391819601378.0,37733263781.0,18168826383.0,14298306571.0,"58,432,690,000",15045483050.0,,,,,,,,,,,
7570,일양약품,헬스케어,2025,Q2,2025-08-14,"128,439,192,243","275,926,450,101","404,365,642,344","160,909,173,342","43,008,683,214","203,917,856,556","31,252,481,644","200,447,785,788",61404204558.0,1022878998.0,-281226267.0,-48814920.0,"48,826,860,000",-175627397.0,,,,,,,,,,,
8490,서흥,헬스케어,2025,Q2,2025-08-13,"194,402,427,983","394,731,846,866","589,134,274,849","159,530,784,966","64,238,706,646","223,769,491,612","352,143,347,016","365,364,783,237",94515958172.0,10908691094.0,27622941175.0,26684321912.0,"6,084,556,500",24506375024.0,,,,,,"303,693,356",,,,,
9290,광동제약,헬스케어,2025,Q2,2025-08-14,"470,471,624,821","466,870,010,825","937,341,635,646","322,979,853,140","69,079,218,963","392,059,072,103","492,268,712,974","545,282,563,543",261000370893.0,4753406949.0,4073212704.0,2871576877.0,"52,420,851,000",4418835026.0,,,,,,,,,,,
69620,대웅제약,헬스케어,2025,Q2,2025-08-14,"544,338,161,197","1,365,266,670,279","1,909,604,831,476","566,812,955,407","431,253,222,810","998,066,178,217","755,302,647,667","911,538,653,259",363932165980.0,62508867318.0,51179951983.0,48903668573.0,"28,966,437,500",41024143103.0,,,,,,,,,,,
128940,한미약품,헬스케어,2025,Q2,2025-08-14,"399,773,863,534","979,195,440,660","1,378,969,304,194","509,531,508,061","75,494,491,583","585,025,999,644","455,713,821,116","793,943,304,550",276374293389.0,43498607644.0,32942140053.0,27957694194.0,"32,027,477,500",26336590693.0,,,,,,,,,,,
170900,동아에스티,헬스케어,2025,Q2,2025-08-14,"488,024,420,351","818,931,447,394","1,306,955,867,745","300,643,137,241","329,149,239,153","629,792,376,394","183,399,517,866","677,163,491,351",177387988798.0,4015491949.0,-22397760701.0,-16047030996.0,"46,763,225,000",-16095097028.0,,,,,,,,,,,
185750,종근당,헬스케어,2025,Q2,2025-08-14,"946,316,843,815","534,370,556,077","1,480,687,399,892","384,178,068,417","190,687,257,763","574,865,326,180","683,174,656,666","905,822,073,712",429595111005.0,22169218814.0,22242832661.0,19457938436.0,"34,506,950,000",22584409922.0,,,,,,,,,,,
