code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2021,Q4,2022-03-10,"1,053,161,630,365","1,148,356,625,887","2,201,518,256,252","313,392,758,769","37,147,155,200","350,539,913,969","1,730,199,134,125","1,850,978,342,283",409627409422.0,12397630562.0,39877722672.0,36262538657.0,"71,153,899,000",,,,,,,,,,,,
230,일동제약,헬스케어,2021,Q4,2022-03-17,"20,696,684,734","249,416,314,649","270,112,999,383","61,921,927,096","30,901,107,116","92,823,034,212","47,143,668,646","177,289,965,171",4484185626.0,28171417.0,1830669519.0,2245672615.0,"11,540,400,000",,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2021,Q4,2022-03-18,"74,937,197,650","910,772,195,696","985,709,393,346","193,350,845,474","141,835,882,298","335,186,727,772","424,508,977,836","650,522,665,574",3208436932.0,-1911580176.0,-11358027825.0,-11668101312.0,"31,744,010,000",,,,,,,,,,,,
3000,부광약품,헬스케어,2021,Q4,2022-03-17,"186,485,392,897","220,450,700,942","406,936,093,839","35,312,012,226","60,530,287,589","95,842,299,815","286,873,323,239","311,093,794,024",53822180728.0,8198070588.0,3395978310.0,-924626960.0,"36,401,993,000",,,,,,,,,,,,
3520,영진약품,헬스케어,2021,Q4,2022-03-16,"89,687,991,138","104,407,221,909","194,095,213,047","48,329,180,388","40,880,570,192","89,209,750,580","2,865,577,688","104,885,462,467",53922335226.0,-2836247803.0,-2988064218.0,-1707969806.0,"91,446,365,500",,,,,,,,,,,,
6280,녹십자,헬스케어,2021,Q4,2022-03-21,"826,983,892,657","1,098,642,268,559","1,925,626,161,216","368,979,528,068","331,196,334,937","700,175,863,005","881,728,397,694","1,225,450,298,211",288134023764.0,-10832969903.0,74690183296.0,68933227408.0,"58,432,690,000",,,,,,,,,,,,
7570,일양약품,헬스케어,2021,Q4,2022-03-17,"122,735,091,343","249,025,754,126","371,760,845,469","163,197,772,703","21,518,716,999","184,716,489,702","11,171,730,890","187,044,355,767",65642306380.0,4750006212.0,4153197404.0,2112834761.0,"48,826,860,000",,,,,,,,,,,,
8490,서흥,헬스케어,2021,Q4,2022-03-17,"174,085,276,826","311,909,765,389","485,995,042,215","117,369,888,715","67,592,037,207","184,961,925,922","277,845,031,069","301,033,116,293",88493388336.0,9880371391.0,7495158670.0,6129431208.0,"6,084,556,500",,,,,,,,,,,,
9290,광동제약,헬스케어,2021,Q4,2022-03-17,"385,977,057,035","330,941,441,212","716,918,498,247","203,566,569,394","27,587,814,908","231,154,384,302","419,125,343,458","485,764,113,945",211635117871.0,11147855746.0,8588968210.0,7183883815.0,"52,420,851,000",,,,,,,,,,,,
69620,대웅제약,헬스케어,2021,Q4,2022-03-21,"371,156,014,341","888,499,399,531","1,259,655,413,872","436,927,121,613","208,463,367,315","645,390,488,928","501,054,883,373","614,264,924,944",275337616071.0,24707795427.0,14079952979.0,30162636318.0,"28,966,437,500",,,,,,,,,,,,
128940,한미약품,헬스케어,2021,Q4,2022-03-16,"348,330,723,115","1,109,917,450,261","1,458,248,173,376","569,011,167,628","342,470,116,133","911,481,283,761","175,972,757,453","546,766,889,615",271047025171.0,21716053927.0,12595244085.0,5194159762.0,"30,195,705,000",,,,,,,,,,,,
170900,동아에스티,헬스케어,2021,Q4,2022-03-18,"523,143,069,956","592,139,107,102","1,115,282,177,058","273,506,739,922","181,976,035,726","455,482,775,648","182,818,639,090","659,799,401,410",149932525826.0,-4860901724.0,-9499319601.0,-7101944507.0,"42,231,625,000",,,,,,,,,,,,
185750,종근당,헬스케어,2021,Q4,2022-03-17,"654,084,637,487","363,050,750,373","1,017,135,387,860","306,839,024,012","150,532,188,043","457,371,212,055","295,855,049,484","559,764,175,805",355187159351.0,987740686.0,353029618.0,-911125375.0,"28,565,247,500",,,,,,,,,,,,
