code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2020,Q1,"1,127,075,219,533","937,380,194,973","2,064,455,414,506","343,899,982,868","54,417,017,608","398,317,000,476","1,564,203,792,857","1,666,138,414,030",303319170571.0,8078122922.0,168857236344.0,125220756045.0,125220756045.0,"68,037,750,000",,,,,,,,,,,,
230,일동제약,헬스케어,2020,Q1,"7,128,648,421","225,863,590,951","232,992,239,372","57,913,413,458","19,676,697,900","77,590,111,358","28,759,341,024","155,402,128,014",4504876071.0,893016277.0,535255682.0,437815505.0,437815505.0,"11,540,400,000",,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2020,Q1,"72,842,107,669","783,389,104,936","856,231,212,605","156,950,039,046","131,443,367,109","288,393,406,155","358,178,212,493","567,837,806,450",29812480228.0,19251543240.0,17799595415.0,17942442421.0,17942442421.0,"30,691,485,000",,,,,,,,,,,,
3000,부광약품,헬스케어,2020,Q1,"229,973,288,616","202,925,134,648","432,898,423,264","111,223,177,091","19,060,436,496","130,283,613,587","296,348,674,668","302,614,809,677",35883478089.0,1185694721.0,531117006.0,-666800969.0,-666800969.0,"33,289,457,500",,,,,,,,,,,,
3520,영진약품,헬스케어,2020,Q1,"114,523,179,793","88,245,536,262","202,768,716,055","40,183,036,276","44,977,873,941","85,160,910,217","15,587,921,059","117,607,805,838",56954208853.0,2479424288.0,2664914970.0,1843626279.0,1843626279.0,"91,446,365,500",,,,,,,,,,,,
6280,녹십자,헬스케어,2020,Q1,"780,087,099,016","960,213,042,625","1,740,300,141,641","349,159,580,983","353,792,221,106","702,951,802,089","695,237,022,863","1,037,348,339,552",254426740564.0,6426496665.0,1465320107.0,1760953411.0,1760953411.0,"58,432,690,000",,,,,,,,,,,,
7570,일양약품,헬스케어,2020,Q1,"113,119,314,890","253,572,724,197","366,692,039,087","161,646,216,573","25,654,528,395","187,300,744,968","3,721,002,062","179,391,294,119",45029081485.0,1349218169.0,1105237739.0,1003850026.0,1003850026.0,"48,826,860,000",,,,,,,,,,,,
8490,서흥,헬스케어,2020,Q1,"164,287,664,614","293,567,589,268","457,855,253,882","88,188,047,917","116,650,643,616","204,838,691,533","225,956,503,513","253,016,562,349",103937243950.0,12356151189.0,12812069838.0,10825002810.0,10825002810.0,"6,084,556,500",,,,,,,,,,,,
9290,광동제약,헬스케어,2020,Q1,"356,113,097,600","290,128,076,725","646,241,174,325","189,120,496,253","32,649,919,438","221,770,415,691","370,308,332,689","424,470,758,634",180011549719.0,10187812901.0,11076530782.0,8195547543.0,8195547543.0,"52,420,851,000",,,,,,,,,,,,
69620,대웅제약,헬스케어,2020,Q1,"402,109,355,844","716,878,517,530","1,118,987,873,374","229,347,481,343","314,398,211,254","543,745,692,597","467,424,215,404","575,242,180,777",228382830570.0,1250938251.0,954607461.0,-1154478315.0,-1154478315.0,"28,966,437,500",,,,,,,,,,,,
128940,한미약품,헬스케어,2020,Q1,"472,366,441,085","1,122,138,842,685","1,594,505,283,770","458,048,431,327","599,589,351,006","1,057,637,782,333","151,466,647,375","536,867,501,437",223127982206.0,12656386346.0,4664441805.0,3291968609.0,3291968609.0,"29,607,572,500",,,,,,,,,,,,
170900,동아에스티,헬스케어,2020,Q1,"491,220,954,254","584,757,967,007","1,075,978,921,261","214,884,771,417","157,690,454,928","372,575,226,345","204,592,985,030","703,403,694,916",201216676646.0,52985948482.0,60814819475.0,46807267923.0,46807267923.0,"42,219,340,000",,,,,,,,,,,,
185750,종근당,헬스케어,2020,Q1,"503,815,232,114","305,863,958,766","809,679,190,880","292,127,949,306","36,761,907,760","328,889,857,066","198,175,162,522","480,789,333,814",292755651676.0,26095409169.0,24787073082.0,17888991744.0,17888991744.0,"27,214,212,500",,,,,,,,,,,,
