code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2024,Q3,2024-11-14,"1,121,474,940,747","1,351,246,085,609","2,472,721,026,356","409,732,233,502","32,903,325,756","442,635,559,258","1,971,825,336,009","2,030,085,467,098",585166711421.0,54466089572.0,38198277068.0,23728677631.0,23728677631.0,"81,390,004,000",26035302034.0,,,,,,,,,,,
230,일동제약,헬스케어,2024,Q3,2024-11-14,"21,730,195,899","256,900,523,659","278,630,719,558","65,121,828,401","69,445,778,005","134,567,606,406","7,054,358,241","144,063,113,152",4490515536.0,564080255.0,6552017151.0,6838740197.0,6838740197.0,"11,540,400,000",6435647261.0,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2024,Q3,2024-11-14,"57,203,025,968","923,400,888,926","980,603,914,894","219,968,030,999","83,262,326,896","303,230,357,895","446,858,890,396","677,373,556,999",24357042785.0,16791819979.0,15449192639.0,16857130317.0,16857130317.0,"31,744,565,000",18419405131.0,,,,,,,,,,,
3000,부광약품,헬스케어,2024,Q3,2024-11-13,"183,027,472,344","221,616,928,688","404,644,401,032","28,333,678,302","89,706,734,361","118,040,412,663","214,543,868,589","286,603,988,369",42462101957.0,6634207514.0,6226920572.0,4967880950.0,4967880950.0,"36,401,993,000",4840596575.0,,,,,,,,,,,
3520,영진약품,헬스케어,2024,Q3,2024-11-14,"129,892,046,791","106,284,040,892","236,176,087,683","88,606,831,731","55,601,103,259","144,207,934,990","-15,484,804,289","91,968,152,693",62039911345.0,1320276933.0,-309309741.0,-436538109.0,-436538109.0,"91,446,365,500",-379054965.0,,,,,,,,,,,
6280,녹십자,헬스케어,2024,Q3,2024-11-14,"1,036,882,085,282","1,224,633,907,504","2,261,515,992,786","577,518,278,752","420,975,739,399","998,494,018,151","917,025,218,181","1,263,021,974,635",371517586389.0,48460303959.0,37906515842.0,29033748568.0,29033748568.0,"58,432,690,000",29115326149.0,,,,,,,,,,,
7570,일양약품,헬스케어,2024,Q3,2024-11-13,"136,434,538,152","264,549,243,862","400,983,782,014","171,871,639,142","30,163,421,205","202,035,060,347","28,066,556,349","198,948,721,667",67255071698.0,4254436637.0,3160652320.0,2857293293.0,2857293293.0,"48,826,860,000",2771667885.0,,,,,,,,,,,
8490,서흥,헬스케어,2024,Q3,2024-11-13,"195,790,544,204","375,767,793,705","571,558,337,909","173,053,141,602","61,281,409,882","234,334,551,484","314,359,512,786","337,223,786,425",85996096657.0,2422150834.0,8093509028.0,5673677277.0,5673677277.0,"6,084,556,500",5673677277.0,,,,,,,,,,,
9290,광동제약,헬스케어,2024,Q3,2024-11-14,"463,267,253,539","480,346,905,369","943,614,158,908","374,171,645,005","30,578,941,554","404,750,586,559","474,444,333,197","538,863,572,349",263161081874.0,991442788.0,503526287.0,158923301.0,158923301.0,"52,420,851,000",3004490871.0,,,,,,,,,,,
69620,대웅제약,헬스케어,2024,Q3,2024-11-14,"445,780,308,503","1,302,084,997,093","1,747,865,305,596","471,624,166,215","412,049,830,909","883,673,997,124","690,283,525,097","864,191,308,472",315928692034.0,41144374375.0,30625460409.0,31945010852.0,31945010852.0,"28,966,437,500",45670384804.0,,,,,,,,,,,
128940,한미약품,헬스케어,2024,Q3,2024-11-14,"332,589,979,393","1,006,040,354,342","1,338,630,333,735","544,153,002,454","88,551,936,819","632,704,939,273","363,776,973,714","705,925,394,462",276755851127.0,31292367704.0,21571462031.0,18596961490.0,18596961490.0,"32,027,477,500",17062966972.0,,,,,,,,,,,
170900,동아에스티,헬스케어,2024,Q3,2024-11-14,"555,951,012,151","814,412,682,388","1,370,363,694,539","253,777,642,094","420,821,106,310","674,598,748,404","205,618,663,431","695,764,946,135",179516652582.0,19794658567.0,1509458250.0,1220673018.0,1220673018.0,"45,836,720,000",1534904255.0,,,,,,,,,,,
185750,종근당,헬스케어,2024,Q3,2024-11-14,"961,602,324,973","472,833,185,543","1,434,435,510,516","378,025,197,359","172,268,361,893","550,293,559,252","656,907,983,142","884,141,951,264",408477308474.0,25231698540.0,25732109854.0,21494849614.0,21494849614.0,"32,936,050,000",21595664860.0,,,,,,,,,,,
