접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330002250,Y,00146454,일양약품,보통주,-,"19,045,984",0,0,0,0,0,"19,045,984","882,790","18,163,194",2015-12-31,2015,Q4
20150629000400,Y,00146454,일양약품,보통주,-,"17,895,256",0,0,0,0,0,"17,895,256","882,790","17,012,466",2015-03-31,2015,Q1
20150629000400,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2015-03-31,2015,Q1
20160330002250,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2015-12-31,2015,Q4
20150629000400,Y,00146454,일양약품,합계,"40,000,000","18,340,336",0,0,0,0,0,"18,340,336","882,790","17,457,546",2015-03-31,2015,Q1
20160330002250,Y,00146454,일양약품,합계,"40,000,000","19,491,064",0,0,0,0,0,"19,491,064","882,790","18,608,274",2015-12-31,2015,Q4
20150629000400,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2015-03-31,2015,Q1
20160330002250,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331002362,Y,00146454,일양약품,보통주,-,"19,045,984",0,0,0,0,0,"19,045,984","882,790","18,163,194",2016-12-31,2016,Q4
20170331002362,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2016-12-31,2016,Q4
20170331002362,Y,00146454,일양약품,합계,"40,000,000","19,491,064",0,0,0,0,0,"19,491,064","882,790","18,608,274",2016-12-31,2016,Q4
20170331002362,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180817000237,Y,00146454,일양약품,보통주,-,"19,045,984",0,0,0,0,0,"19,045,984","880,484","18,165,500",2017-12-31,2017,Q4
20180817000237,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2017-12-31,2017,Q4
20180817000237,Y,00146454,일양약품,합계,"40,000,000","19,491,064",0,0,0,0,0,"19,491,064","880,484","18,610,580",2017-12-31,2017,Q4
20180817000237,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190813000206,Y,00146454,일양약품,보통주,-,"19,085,664",0,0,0,0,0,"19,085,664","880,484","18,205,180",2018-12-31,2018,Q4
20190813000206,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2018-12-31,2018,Q4
20190813000206,Y,00146454,일양약품,합계,"40,000,000","19,530,744",0,0,0,0,0,"19,530,744","880,484","18,650,260",2018-12-31,2018,Q4
20190813000206,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330000518,Y,00146454,일양약품,보통주,-,"19,085,664",0,0,0,0,0,"19,085,664","880,484","18,205,180",2019-12-31,2019,Q4
20200330000518,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2019-12-31,2019,Q4
20200330000518,Y,00146454,일양약품,합계,"40,000,000","19,530,744",0,0,0,0,0,"19,530,744","880,484","18,650,260",2019-12-31,2019,Q4
20200330000518,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210318001085,Y,00146454,일양약품,보통주,-,"19,085,664",0,0,0,0,0,"19,085,664","880,484","18,205,180",2020-12-31,2020,Q4
20210318001085,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2020-12-31,2020,Q4
20210318001085,Y,00146454,일양약품,합계,"40,000,000","19,530,744",0,0,0,0,0,"19,530,744","880,484","18,650,260",2020-12-31,2020,Q4
20210318001085,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317000353,Y,00146454,일양약품,보통주,-,"19,085,664",0,0,0,0,0,"19,085,664","880,484","18,205,180",2021-12-31,2021,Q4
20220317000353,Y,00146454,일양약품,우선주,-,"445,080",0,0,0,0,0,"445,080",0,"445,080",2021-12-31,2021,Q4
20220317000353,Y,00146454,일양약품,합계,"40,000,000","19,530,744",0,0,0,0,0,"19,530,744","880,484","18,650,260",2021-12-31,2021,Q4
20220317000353,Y,00146454,일양약품,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
