,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동부채 변화율,국제유가 변화율,유동부채 변화율,Label,Code
31,하이트진로,2017,Q1,생활소비재,0.008827454099233585,-2.6024480453845893,-0.20144143629348743,0.09135267010029824,0.07961765812435195,0.06856733350009801,000080
31,유한양행,2017,Q1,헬스케어,0.05727365236155104,-0.19905228880332682,0.05204832048365504,0.09135267010029824,0.08708357869109928,-0.0987697269702833,000100
31,일동제약,2017,Q1,헬스케어,-0.07016772285535461,-1.110582646025561,-0.2244275173385123,0.09135267010029824,-0.6421105368995891,-0.2359797441310619,000230
31,동아쏘시오홀딩스,2017,Q1,헬스케어,0.054852963462831396,-3.9912527552850037,5.421911258776126,0.09135267010029824,-0.04780953204603211,-0.1727828607768211,000640
31,CJ,2017,Q1,생활소비재,0.08616570802638535,7.188970547380016,0.008132782545407613,0.09135267010029824,0.7561337656596336,-0.13370168117654951,001040
31,대상,2017,Q1,생활소비재,-0.0014950147294593014,3.224636729851748,0.08972394272883988,0.09135267010029824,0.013059609443814235,-0.06228111840310379,001680
31,오리온,2017,Q1,생활소비재,0.027978559900321075,-0.9895774795211478,-0.9902833315029703,0.09135267010029824,7.402403097750327,-0.2537593226356348,001800
31,아모레G,2017,Q1,생활소비재,0.17803149956341605,-15.617224159747979,0.02530212551416211,0.09135267010029824,5.519795390447499,-0.19942881632401815,002790
31,부광약품,2017,Q1,헬스케어,-0.011175219433781601,3.4786132729368626,0.18955760408841527,0.09135267010029824,0.02102040799138738,-0.08736549355583235,003000
31,영진약품,2017,Q1,헬스케어,0.11486002590197653,-3.2657527005573916,-0.002321044846078313,0.09135267010029824,-0.08471981211961555,0.011959066139880035,003520
31,남양유업,2017,Q1,생활소비재,0.0280128958658215,-1.072102776594157,0.18529252169933308,0.09135267010029824,-0.1933452014042557,-0.22634890191258605,003920
31,농심,2017,Q1,생활소비재,0.053451118845538895,0.3651797999037154,-0.10770439323956194,0.09135267010029824,0.025933117422900498,-0.032183292021169714,004370
31,빙그레,2017,Q1,생활소비재,0.010195139951130222,-1.862904826837894,0.14385239945008887,0.09135267010029824,0.20771172244829228,-0.11675163638520118,005180
31,롯데칠성,2017,Q1,생활소비재,0.18490208706588046,-1.326962649130453,-0.10388664936666647,0.09135267010029824,0.08458093693372781,-0.14032625642741683,005300
31,현대그린푸드,2017,Q1,생활소비재,-0.018718508791556884,1.1445030275081756,0.055424811585522704,0.09135267010029824,-0.08626133943359426,0.08208728133176543,005440
31,삼립식품,2017,Q1,생활소비재,-0.05828595940424144,-0.5754667436938393,0.5690826829815958,0.09135267010029824,0.13054122318304606,-0.27094591828379594,005610
31,크라운제과,2017,Q1,생활소비재,0.0,-0.7659455562914814,-0.9264272337807056,0.09135267010029824,-0.7155999577064274,-0.31204707644521473,005740
31,녹십자,2017,Q1,헬스케어,0.057138069288829675,-0.7677904787181241,0.034617201278133836,0.09135267010029824,-0.021129610867082427,0.020284240446362754,006280
31,GS리테일,2017,Q1,생활소비재,0.012463982432955698,-0.8376199152716051,0.0430363799243203,0.09135267010029824,0.09289540182791534,-0.2715185981900748,007070
31,오뚜기,2017,Q1,생활소비재,-0.0016605484100455162,0.05560941505336414,-0.004475051490495874,0.09135267010029824,0.08338143185310543,-0.07445487434312986,007310
31,일양약품,2017,Q1,헬스케어,0.030326225598005095,-10.140438739027008,-0.024506654154820007,0.09135267010029824,0.03650150987264267,-0.13946731234866833,007570
31,서흥,2017,Q1,헬스케어,-0.04941481079204429,-0.1219564527205883,0.041418274997763405,0.09135267010029824,-0.07001674710127026,-0.13460001263980625,008490
31,광동제약,2017,Q1,헬스케어,-0.04471522932080928,1.3811022988472237,-0.36400628345702946,0.09135267010029824,0.17123283066298178,-0.09819239769236829,009290
31,한국전력,2017,Q1,생활소비재,-0.1303947848014619,-1.3158079165236105,0.0013448968368738878,0.09135267010029824,0.06226583036305455,0.0010448224569447623,015760
31,KT&G,2017,Q1,생활소비재,0.029667874939654428,-0.28380001863486626,0.0824831300319202,0.09135267010029824,-0.09456788966106078,0.04688529560606538,033780
31,무학,2017,Q1,생활소비재,-0.044411175558610044,3.570373366202084,9.925745431634468,0.09135267010029824,0.3481866866790908,-0.08649614334894641,033920
31,한국가스공사,2017,Q1,생활소비재,0.017709626698220356,-1.7768292326030903,-0.0599054037452208,0.09135267010029824,0.07482911494875366,-0.010915054086265114,036460
31,팜스코,2017,Q1,생활소비재,-0.05020742474204881,-3.9426984018964983,0.00362561071325862,0.09135267010029824,0.032400218199890585,-0.06096342456772376,036580
31,동원F&B,2017,Q1,생활소비재,0.0989024494119185,-11.037759414845064,0.11012552496854333,0.09135267010029824,-0.16171948318235252,-0.2286470140673431,049770
31,LG생활건강,2017,Q1,생활소비재,0.11507100709921253,1.8257237638641075,-0.4796876820066577,0.09135267010029824,0.7106154399210916,0.0016072670555496108,051900
31,대웅제약,2017,Q1,헬스케어,0.08004819637260743,-0.5256997741255856,-0.0010055613119337448,0.09135267010029824,0.023517533876371566,-0.0003172633130357431,069620
31,에이블씨엔씨,2017,Q1,생활소비재,0.13429772545505658,-0.9361065681381314,-0.008150320604073169,0.09135267010029824,-0.2467063602454257,-0.253690633644007,078520
31,아모레퍼시픽,2017,Q1,생활소비재,0.16589264307931617,1.084098337098462,0.07432150475027921,0.09135267010029824,0.11376363414117274,-0.21285698170773493,090430
31,CJ제일제당,2017,Q1,생활소비재,-0.05189363471174286,5.004682696022575,0.1787729882431135,0.09135267010029824,-0.18620483238121133,-0.008414881660580582,097950
31,락앤락,2017,Q1,생활소비재,-0.0750493671288299,3.907060936333341,0.11181497117002892,0.09135267010029824,0.5728041314186938,-0.08572963193987047,115390
31,한미약품,2017,Q1,헬스케어,0.22556129134254177,-1.2591799489745417,0.006690191921751465,0.09135267010029824,-0.24001786453278495,-0.1135130908570594,128940
31,이마트,2017,Q1,생활소비재,0.03623838776016725,4.8215865562997,0.054565202890893394,0.09135267010029824,-0.054536392756285745,0.04740203493257829,139480
31,삼양사,2017,Q1,생활소비재,-0.04819484205349735,-5.352357320099256,1.2266902153510117,0.09135267010029824,-0.16885323166835997,-0.026816931333303352,145990
31,한국콜마,2017,Q1,생활소비재,0.08648838776016723,-0.12704139768526657,0.27440755069132816,0.09135267010029824,0.34034166161073354,-0.18239824431224655,161890
31,동아에스티,2017,Q1,헬스케어,-0.011747162235888509,-2.9577541099082394,-0.06836241080042083,0.09135267010029824,-0.07454329570468177,-0.1825340328542464,170900
31,종근당,2017,Q1,헬스케어,0.0750055499277125,-0.12342083478797394,-0.01783314715809703,0.09135267010029824,0.062170568666677584,-0.146260401266196,185750
31,코스맥스,2017,Q1,생활소비재,-0.09780248980519052,-0.6406203383904019,0.6004286574442392,0.09135267010029824,0.0911164424179205,-0.16122897208418904,192820
