,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,영업이익 변화율,GDP 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
7,하이트진로,2023,Q3,생활소비재,0.07899842913223817,0.039699472260998014,0.005466180006437282,4.940611665452566,0.006400632147112617,-3.427493868513043e-05,0.1534918485429133,-0.19028091219627846,000080
7,대림산업,2023,Q3,건설,0.19828639855729635,-0.0003100934171623715,-0.3627070099941013,-0.5264353908541461,0.006400632147112617,-0.0005905265150185635,-0.07098992406158755,0.0030863706508424266,000210
7,현대건설,2023,Q3,건설,0.01871123515860353,0.020532300373466095,0.06348060046000481,0.04303602388749761,0.006400632147112617,-0.017648932101706594,0.1205083242367384,-0.15939422010146595,000720
7,CJ,2023,Q3,생활소비재,0.23725698679259047,0.006561338116065185,0.0015525061585428546,-0.14509910933414283,0.006400632147112617,0.0316585615253433,0.025254475159158796,0.09759462589000488,001040
7,대상,2023,Q3,생활소비재,0.18476492851676615,0.026382540041726132,0.1057636148372354,0.3536436488145913,0.006400632147112617,0.006776147810416244,0.0035075270613653675,-0.17748307521098022,001680
7,오리온,2023,Q3,생활소비재,0.09904749246854505,0.06838789522540623,0.07764086580874863,1.0013927105972225,0.006400632147112617,0.0024569212130651774,0.0043341107601491125,-0.24200416417959547,001800
7,KCC,2023,Q3,건설,0.16631224525961363,0.019347677721209156,0.012763510158668945,0.12926194766884125,0.006400632147112617,0.0015873316166086227,-0.004017957292956731,0.06960502832311637,002380
7,아모레G,2023,Q3,생활소비재,-0.0855900374796735,0.005912931268771127,0.001536941544975301,-0.503452789422156,0.006400632147112617,0.004821176994932896,0.052095060638998714,-0.23132137238792183,002790
7,한일시멘트,2023,Q3,건설,0.08271480294657499,0.0009234654230698691,-0.9654688112272514,0.8659530995685862,0.006400632147112617,-0.009962858018005338,-0.040162784990625644,0.01879249781932936,003300
7,남양유업,2023,Q3,생활소비재,0.08233999261266219,-0.006101072294212084,-0.01906458558677937,-0.20357693672486876,0.006400632147112617,-0.01590048318359938,-0.020107263389877117,0.12716429007244945,003920
7,농심,2023,Q3,생활소비재,0.0968242619785269,0.016540520193583097,0.018355636706757883,0.2580793532881738,0.006400632147112617,0.010359406527498782,-0.028774285245781184,-0.3820887456331667,004370
7,빙그레,2023,Q3,생활소비재,0.24468215121572648,1.0009816047653333,0.08249118129573252,0.40739177148115324,0.006400632147112617,-0.010765085323088952,-0.007632707849610565,-0.19754670193420398,005180
