,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,발행금액 변화율,현재까지 감소한 주식의 총수 변화율,금리 변화율,실업률 변화율,국제유가 변화율,Label,Code
33,현대중공업,2016,Q3,중공업,0.05501709048547251,0.0,-0.05062240034262011,-0.05062240034262011,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.022361074163679454,009540
33,삼성중공업,2016,Q3,중공업,0.12193879833170787,0.0,-0.050622400341937324,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.09354039364304538,010140
33,현대미포조선,2016,Q3,중공업,-0.20250429185804758,0.0,-0.05062240034265886,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.19791314356502815,010620
33,한화테크윈,2016,Q3,중공업,-0.1312677818950058,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.20105057256039613,012450
33,SK텔레콤,2016,Q3,커뮤니케이션서비스,-0.01600971733972347,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.04982150810956108,017670
33,현대엘리베이,2016,Q3,중공업,-0.009155151601217167,0.0,0.0,-0.05062240034265297,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.11792008295116328,017800
33,제일기획,2016,Q3,커뮤니케이션서비스,-0.06592390631357364,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.06370995993432076,030000
33,KT,2016,Q3,커뮤니케이션서비스,-0.012806725329420184,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.10688162308256621,030200
33,LG유플러스,2016,Q3,커뮤니케이션서비스,-0.01851175963672108,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.19021465954406075,032640
33,두산중공업,2016,Q3,중공업,0.010496060985617686,-0.05062240034266574,0.0,-0.05062240034266574,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.2644080774698696,034020
33,SBS,2016,Q3,커뮤니케이션서비스,-0.04534157322973078,0.0,-0.05062240034264798,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.10342613834156378,034120
33,NAVER,2016,Q3,커뮤니케이션서비스,-0.011310178185146937,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.013392578190782448,035420
33,엔씨소프트,2016,Q3,커뮤니케이션서비스,0.02484209754913413,0.0,-0.050622400342651974,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.06016764626972447,036570
33,대우조선해양,2016,Q3,중공업,0.0,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,0.0,042660
33,두산인프라코어,2016,Q3,중공업,0.00431737201593998,0.0,0.0,-0.050622400342066,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.02239453974757946,042670
33,현대로템,2016,Q3,중공업,-0.13135165542036203,0.0,0.0,0.0,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.05441568706360886,064350
33,두산엔진,2016,Q3,중공업,-0.19157843471200448,0.0,0.0,-0.05062240034260912,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.24021763779439623,082740
33,한진중공업,2016,Q3,중공업,-0.1230983132457033,-0.05062240034267107,0.0,-0.05062240034267096,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.2095849966133588,097230
