,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,발행금액 변화율,현재까지 감소한 주식의 총수 변화율,금리 변화율,실업률 변화율,국제유가 변화율,Label,Code
12,현대중공업,2021,Q4,중공업,0.014377788943521305,0.13989721747887152,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.008843350200946575,009540
12,삼성중공업,2021,Q4,중공업,0.09813076558043005,0.39246453225447087,-0.07106339468302658,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.0025711368719416004,010140
12,현대미포조선,2021,Q4,중공업,0.19278336169893925,-0.06215364407310253,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.025992331980153435,010620
12,한화테크윈,2021,Q4,중공업,0.3251562160011686,0.00804039128508327,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.08882872308456666,012450
12,SK텔레콤,2021,Q4,커뮤니케이션서비스,0.0,2.5650425014938274,0.0,9.089258645753926,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.08773444544634806,017670
12,현대엘리베이,2021,Q4,중공업,-0.12345843558989766,-0.0035321732275743756,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.01669566052987178,017800
12,제일기획,2021,Q4,커뮤니케이션서비스,0.053170724149639484,0.03617820501313296,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.15199566637072034,030000
12,KT,2021,Q4,커뮤니케이션서비스,0.14851824649369097,0.028893120916761994,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.1586502241113292,030200
12,LG유플러스,2021,Q4,커뮤니케이션서비스,-0.000608172588038261,0.06125349617118436,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.09758954439189928,032640
12,두산중공업,2021,Q4,중공업,-0.0499100355135033,1.431970352303753,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.09355048485255146,034020
12,SBS,2021,Q4,커뮤니케이션서비스,-0.17431773481253424,-0.027001441879026422,0.08222487497252051,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.2580628085436099,034120
12,NAVER,2021,Q4,커뮤니케이션서비스,-0.14451072937758436,0.04774530708538438,0.0,0.0028060183207556655,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.0954829628050622,035420
12,엔씨소프트,2021,Q4,커뮤니케이션서비스,-0.2564782964394233,0.0,0.08222487497246656,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.017878067465355606,036570
12,대우조선해양,2021,Q4,중공업,0.07025224122731291,-0.004561554562127701,0.2801903628792386,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.026934303492610754,042660
12,두산인프라코어,2021,Q4,중공업,-0.06718842603163429,-0.15274241127808108,-0.1452424132511183,0.19861869686091937,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.050700168256299215,042670
12,현대로템,2021,Q4,중공업,-0.00797121099134522,0.6398687036892641,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,-0.03253498502405815,064350
12,두산엔진,2021,Q4,중공업,0.19756654369731502,0.3557527796107307,-0.44713592233009714,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.1344756368995814,082740
12,한진중공업,2021,Q4,중공업,-0.06747440851467687,-0.0017624834667527844,0.0,0.0,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.05843379035784438,097230
