,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,발행금액 변화율,현재까지 감소한 주식의 총수 변화율,금리 변화율,실업률 변화율,국제유가 변화율,Label,Code
28,현대중공업,2017,Q4,중공업,-0.01841720279183428,-0.3494462391071036,-0.08093468978742369,0.14700689258112876,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.039651490183877015,009540
28,삼성중공업,2017,Q4,중공업,-0.19236031889095792,0.09434301279336021,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.024362785350564787,010140
28,현대미포조선,2017,Q4,중공업,0.08969641466375573,0.0,-0.08093468978739704,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.004316584655314457,010620
28,한화테크윈,2017,Q4,중공업,-0.1466206625717485,-0.010027328307977701,0.0,0.016373185047883876,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.03228483745982873,012450
28,SK텔레콤,2017,Q4,커뮤니케이션서비스,-0.019053309746288723,-0.00937951982035412,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.06036099655273837,017670
28,현대엘리베이,2017,Q4,중공업,0.48308545217253007,-0.004382280402837613,-0.09761658922732752,-0.08093468978738749,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.44992560097887235,017800
28,제일기획,2017,Q4,커뮤니케이션서비스,-0.03791708898999439,-0.020798084863992816,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.07672048559557727,030000
28,KT,2017,Q4,커뮤니케이션서비스,0.00493876419356485,-0.08755117911868626,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.015919384177789965,030200
28,LG유플러스,2017,Q4,커뮤니케이션서비스,0.0437630148841488,0.021512240808990724,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.02172645455697799,032640
28,두산중공업,2017,Q4,중공업,-0.02916919858377489,-0.08093468978589191,-0.2142857142857143,-0.23355666666666663,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.28054758102498945,034020
28,SBS,2017,Q4,커뮤니케이션서비스,0.09360478545121158,0.07846210233649487,-0.08093468978735874,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.01635574230050323,034120
28,NAVER,2017,Q4,커뮤니케이션서비스,0.023345685819727034,0.043797057023896135,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.09113799412642466,035420
28,엔씨소프트,2017,Q4,커뮤니케이션서비스,0.03490457706709513,0.0512154747134681,-0.08093468978738871,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.19370084818128563,036570
28,대우조선해양,2017,Q4,중공업,0.5218048294602841,2529135.7096549245,0.7008928571428572,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,-0.050739980405324146,042660
28,두산인프라코어,2017,Q4,중공업,0.11213411646875471,-0.044401770616705805,-0.48445319006242304,-0.08093468978657503,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.13536130743664754,042670
28,현대로템,2017,Q4,중공업,-0.13730040271222183,-0.0040362653146867045,0.0,0.0,0.094065934065934,-0.0267857142857143,0.18077144502014986,1.5299712638731477,064350
28,두산엔진,2017,Q4,중공업,0.42904084447046403,-0.06325118823273324,0.0,-0.08093468978731744,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.1799848868986158,082740
28,한진중공업,2017,Q4,중공업,-0.0989151147605041,-0.0809346897871791,0.0,-0.08093468978717899,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.13715988105591903,097230
