,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,발행금액 변화율,현재까지 감소한 주식의 총수 변화율,금리 변화율,실업률 변화율,국제유가 변화율,Label,Code
35,현대중공업,2016,Q1,중공업,-0.025308210769684588,0.0,-0.024377483551278223,-0.024377483551278112,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.30707160652611776,009540
35,삼성중공업,2016,Q1,중공업,-0.17209840243745703,0.0,-0.024377483550961254,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.05073426959654201,010140
35,현대미포조선,2016,Q1,중공업,0.07554966713593551,0.0,-0.02437748355129532,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.12352861010544332,010620
35,한화테크윈,2016,Q1,중공업,0.2646872512391267,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.22504868852247512,012450
35,SK텔레콤,2016,Q1,커뮤니케이션서비스,0.032929691692332404,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.003591069211464598,017670
35,현대엘리베이,2016,Q1,중공업,0.1041648837786755,0.0,0.0,-0.02437748355129077,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.016276732456174878,017800
35,제일기획,2016,Q1,커뮤니케이션서비스,-0.0030696829258132045,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.01956933386482041,030000
35,KT,2016,Q1,커뮤니케이션서비스,0.08138760673378859,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.033891037448811286,030200
35,LG유플러스,2016,Q1,커뮤니케이션서비스,0.05310477845096031,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.018441639005782266,032640
35,두산중공업,2016,Q1,중공업,0.12122938807857961,-0.024377483551297985,0.0,-0.024377483551297874,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.1378535400344948,034020
35,SBS,2016,Q1,커뮤니케이션서비스,0.0022630276092094684,0.0,-0.02437748355129221,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.16733052789467118,034120
35,NAVER,2016,Q1,커뮤니케이션서비스,0.06899187330745093,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.09810711953182953,035420
35,엔씨소프트,2016,Q1,커뮤니케이션서비스,0.00731353265971452,0.0,-0.024377483551293988,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.0019713489434424747,036570
35,대우조선해양,2016,Q1,중공업,-0.04725479318978072,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,-0.13829224591521272,042660
35,두산인프라코어,2016,Q1,중공업,-0.017926915823201686,0.0,0.0,-0.0243774835510161,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.25712058863751125,042670
35,현대로템,2016,Q1,중공업,0.04723877900697922,0.0,0.0,0.0,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.3009329451592211,064350
35,두산엔진,2016,Q1,중공업,0.10576935525346814,0.0,0.0,-0.02437748355127145,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.22535239893459713,082740
35,한진중공업,2016,Q1,중공업,0.04918942887095594,-0.024377483551303203,0.0,-0.024377483551303092,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.16926032076743514,097230
