,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,발행금액 변화율,현재까지 감소한 주식의 총수 변화율,금리 변화율,실업률 변화율,국제유가 변화율,Label,Code
21,현대중공업,2019,Q3,중공업,0.09847951844903076,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.1571627311565927,009540
21,삼성중공업,2019,Q3,중공업,-0.07738286074076976,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.291525323445354,010140
21,현대미포조선,2019,Q3,중공업,0.002390528022572974,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.21085323187779612,010620
21,한화테크윈,2019,Q3,중공업,-0.03619378754854341,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.3082987403588092,012450
21,SK텔레콤,2019,Q3,커뮤니케이션서비스,-0.07615511704422152,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.10149247594003277,017670
21,현대엘리베이,2019,Q3,중공업,-0.10425607166677874,0.0,0.0,-0.01388628916876411,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.1495381476043766,017800
21,제일기획,2019,Q3,커뮤니케이션서비스,-0.1747267235072112,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.1738042851186514,030000
21,KT,2019,Q3,커뮤니케이션서비스,-0.0845395690742467,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.09588076184712982,030200
21,LG유플러스,2019,Q3,커뮤니케이션서비스,0.0037374549569672705,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.07482400882100962,032640
21,두산중공업,2019,Q3,중공업,-0.05537702880235898,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.200533799474666,034020
21,SBS,2019,Q3,커뮤니케이션서비스,-0.07200350276262103,0.0,-0.013886289168763888,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,0.18947890815746865,034120
21,NAVER,2019,Q3,커뮤니케이션서비스,0.00933478160692551,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,0.13536923815287016,035420
21,엔씨소프트,2019,Q3,커뮤니케이션서비스,-0.09366791744840514,0.0,-0.013886289168760557,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,0.34424826146030635,036570
21,대우조선해양,2019,Q3,중공업,0.06020263892931456,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.36940018108676353,042660
21,두산인프라코어,2019,Q3,중공업,-0.1328371482176359,0.0,0.0,-0.013886289168620003,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.2919342603118671,042670
21,현대로템,2019,Q3,중공업,-0.0963121482176359,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.16266997753340431,064350
21,두산엔진,2019,Q3,중공업,0.4556289310775183,0.0,0.0,0.0,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.31651613137955814,082740
21,한진중공업,2019,Q3,중공업,0.010595607079123673,-0.013886289168725141,0.0,-0.013886289168725252,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,0.010169528639435182,097230
