year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,29530,신도리코,정보기술,,,,
2021,Q1,1,2,29530,신도리코,정보기술,,,,
2021,Q1,1,3,29530,신도리코,정보기술,,,,
2021,Q1,1,4,29530,신도리코,정보기술,,,,
2021,Q1,2,1,29530,신도리코,정보기술,,,,
2021,Q1,2,2,29530,신도리코,정보기술,,,,
2021,Q1,2,3,29530,신도리코,정보기술,,,,
2021,Q1,2,4,29530,신도리코,정보기술,,,,
2021,Q1,3,1,29530,신도리코,정보기술,,,,
2021,Q1,3,2,29530,신도리코,정보기술,,,,
2021,Q1,3,3,29530,신도리코,정보기술,,,,
2021,Q1,3,4,29530,신도리코,정보기술,,,,
2021,Q2,4,1,29530,신도리코,정보기술,,,,
2021,Q2,4,2,29530,신도리코,정보기술,,,,
2021,Q2,4,3,29530,신도리코,정보기술,,,,
2021,Q2,4,4,29530,신도리코,정보기술,,,,
2021,Q2,5,1,29530,신도리코,정보기술,,,,
2021,Q2,5,2,29530,신도리코,정보기술,,,,
2021,Q2,5,3,29530,신도리코,정보기술,,,,
2021,Q2,5,4,29530,신도리코,정보기술,,,,
2021,Q2,6,1,29530,신도리코,정보기술,,,,
2021,Q2,6,2,29530,신도리코,정보기술,,,,
2021,Q2,6,3,29530,신도리코,정보기술,,,,
2021,Q2,6,4,29530,신도리코,정보기술,,,,
2021,Q3,7,1,29530,신도리코,정보기술,,,,
2021,Q3,7,2,29530,신도리코,정보기술,,,,
2021,Q3,7,3,29530,신도리코,정보기술,,,,
2021,Q3,7,4,29530,신도리코,정보기술,,,,
2021,Q3,8,1,29530,신도리코,정보기술,,,,
2021,Q3,8,2,29530,신도리코,정보기술,,,,
2021,Q3,8,3,29530,신도리코,정보기술,,,,
2021,Q3,8,4,29530,신도리코,정보기술,,,,
2021,Q3,9,1,29530,신도리코,정보기술,,,,
2021,Q3,9,2,29530,신도리코,정보기술,,,,
2021,Q3,9,3,29530,신도리코,정보기술,,,,
2021,Q3,9,4,29530,신도리코,정보기술,,,,
2021,Q4,10,1,29530,신도리코,정보기술,,,,
2021,Q4,10,2,29530,신도리코,정보기술,,,,
2021,Q4,10,3,29530,신도리코,정보기술,,,,
2021,Q4,10,4,29530,신도리코,정보기술,,,,
2021,Q4,11,1,29530,신도리코,정보기술,,,,
2021,Q4,11,2,29530,신도리코,정보기술,,,,
