year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,10120,LS일렉트릭,산업재,2021-01-04,긍정,"LS일렉트릭이 그린뉴딜 정책과 수소 관련 인프라 확대로 수혜가 예상되며, 스마트그리드 및 신재생에너지 관련 기술을 보유하여 성장 가능성이 부각되고 있다. 또한, 현대차와의 협력을 통해 고효율·친환경 발전시스템 개발을 목표로 하고 있어 긍정적인 전망이 제시됨.",1.0
2021,Q1,1,2,10120,LS일렉트릭,산업재,2021-01-11,긍정,"LS일렉트릭이 디지털 기업으로의 진화를 목표로 새로운 비전을 발표하고, 해외사업 비중 확대와 디지털 비즈니스 성장 계획을 제시하며, 경영, 사업, 문화 혁신을 추진하겠다는 계획을 밝혀 긍정적인 논조로 판단됨.",1.0
2021,Q1,1,3,10120,LS일렉트릭,산업재,,,,
2021,Q1,1,4,10120,LS일렉트릭,산업재,,,,
2021,Q1,2,1,10120,LS일렉트릭,산업재,2021-02-03,중립,"요약문은 현대로템이 코레일에 납품한 2세대 KTX-이음의 성능 개선에 대한 내용으로, LS일렉트릭과 직접적인 관련이 없으며, 주가에 영향을 줄 만한 정보가 포함되어 있지 않음.",0.0
2021,Q1,2,2,10120,LS일렉트릭,산업재,2021-02-09,중립,"요약문은 현대로템이 코레일에 납품한 2세대 KTX-이음의 성능 개선에 대한 내용으로, LS일렉트릭과 직접적인 관련이 없으며, 주가에 영향을 줄 만한 정보가 포함되어 있지 않음.",0.0
2021,Q1,2,3,10120,LS일렉트릭,산업재,,,,
2021,Q1,2,4,10120,LS일렉트릭,산업재,2021-02-22,중립,"기사 요약은 LS일렉트릭이 사회공헌 활동으로 저소득 초등학생들에게 학용품을 지원한 내용으로, 이는 기업의 사회적 책임을 다하는 긍정적인 활동이지만, 직접적인 기업 가치나 주가에 영향을 미칠 만한 정보는 포함되어 있지 않음.",0.0
2021,Q1,3,1,10120,LS일렉트릭,산업재,2021-03-05,중립,"요약문에는 LS일렉트릭과 관련된 구체적인 정보가 없으며, 기업 가치나 주가에 영향을 줄 수 있는 내용이 포함되어 있지 않음.",0.0
2021,Q1,3,2,10120,LS일렉트릭,산업재,2021-03-14,긍정,LS일렉트릭이 LG유플러스와 함께 세계 최초의 5G 기반 스마트배전진단 솔루션을 개발하고 공동 사업을 추진하기로 했다는 점에서 기술 혁신과 사업 확장 가능성이 긍정적으로 평가됨.,1.0
2021,Q1,3,3,10120,LS일렉트릭,산업재,,,,
2021,Q1,3,4,10120,LS일렉트릭,산업재,2021-03-22,긍정,LS일렉트릭이 두 건의 인수합병을 통해 디지털 전환을 가속화하고 ICT 기술을 접목하여 사업 포트폴리오를 다변화하려는 전략을 추진하고 있어 긍정적인 논조로 판단됨.,1.0
2021,Q2,4,1,10120,LS일렉트릭,산업재,2021-04-06,중립,"기사 요약은 현대로템이 코레일에 납품한 2세대 KTX-이음의 성능 개선에 대한 내용으로, LS일렉트릭과 직접적인 관련이 없으며 주가에 영향을 줄 만한 정보가 포함되어 있지 않음.",0.0
2021,Q2,4,2,10120,LS일렉트릭,산업재,,,,
2021,Q2,4,3,10120,LS일렉트릭,산업재,,,,
2021,Q2,4,4,10120,LS일렉트릭,산업재,2021-04-27,중립,"LS일렉트릭이 중소기업 맞춤형 스마트공장 구축을 위한 지원에 나섰다는 내용이지만, 이는 사회적 책임 활동의 일환으로 기업 가치나 주가에 직접적인 영향을 미친다고 보기 어려움.",0.0
2021,Q2,5,1,10120,LS일렉트릭,산업재,,,,
2021,Q2,5,2,10120,LS일렉트릭,산업재,,,,
2021,Q2,5,3,10120,LS일렉트릭,산업재,,,,
2021,Q2,5,4,10120,LS일렉트릭,산업재,2021-05-26,중립,"기사 요약에서는 LS일렉트릭의 노조와 경영진이 노사협력 강화를 통해 위기 극복에 뜻을 모았다는 내용이 주를 이루고 있으며, 이는 기업의 단기 주가에 직접적인 영향을 미칠 만한 정보로 보기 어렵다.",0.0
2021,Q2,6,1,10120,LS일렉트릭,산업재,2021-06-03,긍정,"LS일렉트릭이 RE100 가입을 추진하며 친환경 기업으로의 변신을 꾀하고, 재생에너지를 활용한 스마트팩토리 사업을 강화하고 있다는 점이 긍정적으로 평가됨.",1.0
2021,Q2,6,2,10120,LS일렉트릭,산업재,,,,
2021,Q2,6,3,10120,LS일렉트릭,산업재,2021-06-18,긍정,LS일렉트릭이 고성능 인버터 신제품을 출시하며 국내 시장 점유율 확대와 해외 시장 진출을 목표로 하고 있어 사업 확장에 대한 긍정적인 전망이 나타남.,1.0
2021,Q2,6,4,10120,LS일렉트릭,산업재,,,,
2021,Q3,7,1,10120,LS일렉트릭,산업재,,,,
2021,Q3,7,2,10120,LS일렉트릭,산업재,2021-07-14,매우 긍정,"LS일렉트릭이 북미 시장을 겨냥한 맞춤형 ESS 솔루션을 출시하고, 북미 전력계통 사업 진출에 필수적인 규격을 국내 최초로 획득하여 시장 선점에 유리한 고지를 점했다는 점에서 긍정적인 논조로 판단됨.",2.0
2021,Q3,7,3,10120,LS일렉트릭,산업재,,,,
2021,Q3,7,4,10120,LS일렉트릭,산업재,2021-07-29,중립,"요약문은 LS일렉트릭과 관련된 정보가 전혀 포함되어 있지 않으며, 대우건설의 실적에 관한 내용만 포함되어 있어 LS일렉트릭의 주가에 대한 판단 근거가 부족함.",0.0
2021,Q3,8,1,10120,LS일렉트릭,산업재,2021-08-01,긍정,"LS일렉트릭의 하반기 실적 개선 전망이 긍정적으로 평가되고 있으며, 전력기기 및 전력인프라 부문에서의 수익성 개선과 다수의 투자 모멘텀이 언급됨. 또한, 자동화 부문과 자동차전장 부문에서도 매출 증가와 성장이 기대된다는 분석이 있어 긍정적인 논조로 판단됨.",1.0
2021,Q3,8,2,10120,LS일렉트릭,산업재,,,,
2021,Q3,8,3,10120,LS일렉트릭,산업재,,,,
2021,Q3,8,4,10120,LS일렉트릭,산업재,,,,
2021,Q3,9,1,10120,LS일렉트릭,산업재,2021-09-03,긍정,"LS일렉트릭이 여러 대기업과 협력하여 부생수소를 활용한 연료전지 시범사업을 추진하고 있으며, 신재생에너지 분야에 적극적인 투자를 하고 있다는 점에서 긍정적인 논조로 판단됨.",1.0
2021,Q3,9,2,10120,LS일렉트릭,산업재,,,,
2021,Q3,9,3,10120,LS일렉트릭,산업재,,,,
2021,Q3,9,4,10120,LS일렉트릭,산업재,2021-09-29,매우 긍정,"LS일렉트릭 청주공장이 세계경제포럼에 의해 등대공장으로 선정되었으며, 이는 생산 효율화와 유연성을 갖춘 혁신적인 공장으로 평가받았기 때문입니다. 이러한 성과는 기업의 디지털 혁신 노력의 결과로, 생산성 향상과 원가 절감이 이루어졌음을 보여줍니다.",2.0
2021,Q4,10,1,10120,LS일렉트릭,산업재,,,,
2021,Q4,10,2,10120,LS일렉트릭,산업재,,,,
2021,Q4,10,3,10120,LS일렉트릭,산업재,2021-10-18,긍정,"LS일렉트릭이 한국서부발전과 발전플랜트 전용 PLC 국산화 개발을 위한 협약을 체결하여 외산 의존도를 줄이고, 신재생에너지 발전에 확대 적용할 계획이 언급되어 긍정적인 논조로 판단됨.",1.0
2021,Q4,10,4,10120,LS일렉트릭,산업재,,,,
2021,Q4,11,1,10120,LS일렉트릭,산업재,2021-11-07,긍정,"LS일렉트릭이 자동화 설비 생산을 통해 수율을 높이고, 현대자동차 등 주요 고객사에 설비를 납품하며 신규 수주에 성공했다는 점에서 긍정적인 논조로 판단됨.",1.0
2021,Q4,11,2,10120,LS일렉트릭,산업재,,,,
2021,Q4,11,3,10120,LS일렉트릭,산업재,,,,
