code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
5930,삼성전자,정보기술,2015,Q4,2016-03-30,"67,002,055,000,000","101,967,575,000,000","168,969,630,000,000","29,630,488,000,000","2,910,887,000,000","32,541,375,000,000","143,629,177,000,000","136,428,255,000,000",135205045000000,13398215000000,14352617000000,12238469000000,12238469000000,,
5930,삼성전자,정보기술,2016,Q1,2016-05-16,"67,079,811,000,000","98,829,335,000,000","165,909,146,000,000","29,748,100,000,000","3,353,545,000,000","33,101,645,000,000","138,935,740,000,000","132,807,501,000,000",32714774000000,3020471000000,3179883000000,2483469000000,2483469000000,,
5930,삼성전자,정보기술,2016,Q2,2016-08-16,"65,317,792,000,000","97,995,341,000,000","163,313,133,000,000","26,742,315,000,000","3,561,495,000,000","30,303,810,000,000","138,556,832,000,000","133,009,323,000,000",33337425000000,3653720000000,3515284000000,2745396000000,2745396000000,,
5930,삼성전자,정보기술,2016,Q3,2016-11-14,"66,778,920,000,000","98,222,647,000,000","165,001,567,000,000","29,113,936,000,000","3,980,983,000,000","33,094,919,000,000","136,079,202,000,000","131,906,648,000,000",32583623000000,1819112000000,2149806000000,1682512000000,1682512000000,,
5930,삼성전자,정보기술,2016,Q4,2017-03-31,"69,981,128,000,000","104,821,831,000,000","174,802,959,000,000","34,076,122,000,000","3,180,075,000,000","37,256,197,000,000","140,747,574,000,000","137,546,762,000,000",35311382000000,5154133000000,5880101000000,4668372000000,4668372000000,,
5930,삼성전자,정보기술,2017,Q1,2017-05-15,"60,869,192,000,000","112,184,637,000,000","173,053,829,000,000","33,947,859,000,000","2,527,689,000,000","36,475,548,000,000","141,770,989,000,000","136,578,281,000,000",34578524000000,5675571000000,6309744000000,4873767000000,4873767000000,,
5930,삼성전자,정보기술,2017,Q2,2017-08-14,"59,385,664,000,000","119,014,453,000,000","178,400,117,000,000","36,363,120,000,000","2,384,321,000,000","38,747,441,000,000","139,614,232,000,000","139,652,676,000,000",42130809000000,7927556000000,7927705000000,6143724000000,6143724000000,,
5930,삼성전자,정보기술,2017,Q3,2017-11-14,"65,782,329,000,000","123,027,161,000,000","188,809,490,000,000","42,071,538,000,000","2,454,577,000,000","44,526,115,000,000","143,900,883,000,000","144,283,375,000,000",43074291000000,9994481000000,10035363000000,7777375000000,7777375000000,"897,514,000,000",
5930,삼성전자,정보기술,2017,Q4,2018-04-02,"70,155,189,000,000","128,086,171,000,000","198,241,360,000,000","44,495,084,000,000","2,176,501,000,000","46,671,585,000,000","150,928,724,000,000","151,569,775,000,000",42131383000000,11259483000000,12260740000000,10005971000000,10005971000000,"897,514,000,000",
5930,삼성전자,정보기술,2018,Q1,2018-05-15,"72,370,085,000,000","132,836,079,000,000","205,206,164,000,000","47,168,741,000,000","1,842,051,000,000","49,010,792,000,000","154,284,538,000,000","156,195,372,000,000",42606978000000,11200897000000,11568977000000,8452458000000,8452458000000,"897,514,000,000",
