year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,3550,LG,정보기술,2021-01-02,부정,"LG 트윈타워에서 청소 노동자들이 계약 해지로 인해 농성을 벌이고 있으며, LG 측이 도시락 전달을 막고 난방과 전기 공급을 차단하는 등의 조치를 취해 비판을 받고 있다는 내용이 부정적인 논조로 판단됨.",-1.0
2021,Q1,1,2,3550,LG,정보기술,2021-01-13,매우 긍정,"LG전자가 사상 최대 영업이익을 기록하고, 전기차 부품 합작 투자 및 혁신적인 롤러블 스마트폰을 선보이며 외신의 찬사를 받는 등 긍정적인 소식이 다수 포함되어 있어 주가 상승 요인으로 작용할 가능성이 높음.",2.0
2021,Q1,1,3,3550,LG,정보기술,2021-01-20,긍정,"LG전자가 경쟁력이 없는 스마트폰 사업을 접거나 매각할 가능성을 검토 중이며, 전기차 전장 사업 등 미래 성장 동력에 집중하려는 움직임이 긍정적으로 평가됨. 또한, 스마트폰 사업 매각 검토 소식에 주가가 13% 가까이 상승한 점도 긍정적인 신호로 판단됨.",1.0
2021,Q1,1,4,3550,LG,정보기술,2021-01-24,부정,"LG전자의 휴대폰 사업이 오랜 적자로 인해 매각될 처지에 놓였다는 내용이 포함되어 있으며, 이는 기업의 실적 악화와 관련된 부정적인 소식으로 판단됨.",-1.0
2021,Q1,2,1,3550,LG,정보기술,,,,
2021,Q1,2,2,3550,LG,정보기술,2021-02-11,긍정,"LG가 SK와의 영업 비밀 침해 소송에서 승리하여 SK의 미국 내 배터리 관련 제품 수입이 금지되었고, 이는 LG의 시장 경쟁력 강화에 긍정적인 영향을 미칠 것으로 예상됨.",1.0
2021,Q1,2,3,3550,LG,정보기술,2021-02-19,중립,"뉴스 내용은 LG 이노텍과 관련된 정보로, LG(003550)와 직접적인 관련이 없습니다.",0.0
2021,Q1,2,4,3550,LG,정보기술,2021-02-24,부정,"LG전자가 스마트폰 사업 철수 가능성을 언급하며 롤러블 기술 개발을 중단한 것으로 알려져, 중국 업체들의 기술 추격으로 인해 시장 경쟁력이 약화되고 있다는 부정적인 논조로 판단됨.",-1.0
2021,Q1,3,1,3550,LG,정보기술,,,,
2021,Q1,3,2,3550,LG,정보기술,2021-03-12,중립,"뉴스는 LG유플러스 대리점에서 발생한 개인적인 사기 사건에 관한 것으로, LG(003550)와 직접적인 관련이 없어 주가에 미치는 영향이 없다고 판단됨.",0.0
