접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160329001187,Y,00362238,휴비스,-,-,-,-,-,-,2015-12-31,2015,Q4
20160329001187,Y,00362238,휴비스,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331000466,Y,00362238,휴비스,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331000466,Y,00362238,휴비스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330003411,Y,00362238,휴비스,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329002228,Y,00362238,휴비스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002584,Y,00362238,휴비스,2000.11.01,현물출자,보통주,"20,000,000","5,000","12,500",2019-12-31,2019,Q4
20200330002584,Y,00362238,휴비스,2006.08.01,유상증자(주주배정),보통주,"8,750,000","5,000","8,000",2019-12-31,2019,Q4
20200330002584,Y,00362238,휴비스,2011.10.26,무상증자,보통주,"500,000","5,000","5,000",2019-12-31,2019,Q4
20200330002584,Y,00362238,휴비스,2012.02.18,유상증자(일반공모),보통주,"5,250,000","5,000","12,200",2019-12-31,2019,Q4
20210420000253,Y,00362238,휴비스,2000.11.01,현물출자,보통주,"20,000,000","5,000","12,500",2020-12-31,2020,Q4
20210420000253,Y,00362238,휴비스,2006.08.01,유상증자(주주배정),보통주,"8,750,000","5,000","8,000",2020-12-31,2020,Q4
20210420000253,Y,00362238,휴비스,2011.10.26,유상증자(제3자배정),보통주,"500,000","5,000","11,600",2020-12-31,2020,Q4
20210420000253,Y,00362238,휴비스,2012.02.18,유상증자(일반공모),보통주,"5,250,000","5,000","12,200",2020-12-31,2020,Q4
20220316000822,Y,00362238,휴비스,2000.11.01,현물출자,보통주,"20,000,000","5,000","12,500",2021-12-31,2021,Q4
20220316000822,Y,00362238,휴비스,2006.08.01,유상증자(주주배정),보통주,"8,750,000","5,000","8,000",2021-12-31,2021,Q4
20220316000822,Y,00362238,휴비스,2011.10.26,유상증자(제3자배정),보통주,"500,000","5,000","11,600",2021-12-31,2021,Q4
20220316000822,Y,00362238,휴비스,2012.02.18,유상증자(일반공모),보통주,"5,250,000","5,000","12,200",2021-12-31,2021,Q4
20230321001473,Y,00362238,휴비스,2000.11.01,현물출자,보통주,"20,000,000","5,000","12,500",2022-12-31,2022,Q4
20230321001473,Y,00362238,휴비스,2006.08.01,유상증자(주주배정),보통주,"8,750,000","5,000","8,000",2022-12-31,2022,Q4
20230321001473,Y,00362238,휴비스,2011.10.26,유상증자(제3자배정),보통주,"500,000","5,000","11,600",2022-12-31,2022,Q4
20230321001473,Y,00362238,휴비스,2012.02.18,유상증자(일반공모),보통주,"5,250,000","5,000","12,200",2022-12-31,2022,Q4
20240318000268,Y,00362238,휴비스,2000.11.01,현물출자,보통주,"20,000,000","5,000","12,500",2023-12-31,2023,Q4
20240318000268,Y,00362238,휴비스,2006.08.01,유상증자(주주배정),보통주,"8,750,000","5,000","8,000",2023-12-31,2023,Q4
20240318000268,Y,00362238,휴비스,2011.10.26,유상증자(제3자배정),보통주,"500,000","5,000","11,600",2023-12-31,2023,Q4
20240318000268,Y,00362238,휴비스,2012.02.18,유상증자(일반공모),보통주,"5,250,000","5,000","12,200",2023-12-31,2023,Q4
20250317000508,Y,00362238,휴비스,2000.11.01,현물출자,보통주,"20,000,000","5,000","12,500",2024-12-31,2024,Q4
20250317000508,Y,00362238,휴비스,2006.08.01,유상증자(주주배정),보통주,"8,750,000","5,000","8,000",2024-12-31,2024,Q4
20250317000508,Y,00362238,휴비스,2011.10.26,유상증자(제3자배정),보통주,"500,000","5,000","11,600",2024-12-31,2024,Q4
20250317000508,Y,00362238,휴비스,2012.02.18,유상증자(일반공모),보통주,"5,250,000","5,000","12,200",2024-12-31,2024,Q4
