접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160323000159,Y,00140955,한솔케미칼,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331002748,Y,00140955,한솔케미칼,-,-,-,-,-,-,2016-12-31,2016,Q4
20180326000391,Y,00140955,한솔케미칼,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329002337,Y,00140955,한솔케미칼,-,-,-,-,-,-,2018-12-31,2018,Q4
20200331002450,Y,00140955,한솔케미칼,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316001222,Y,00140955,한솔케미칼,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315000012,Y,00140955,한솔케미칼,2021.01.20,주식매수선택권행사,보통주,"40,000","5,000","56,775",2021-12-31,2021,Q4
20230313000732,Y,00140955,한솔케미칼,2021.01.20,주식매수선택권행사,보통주,"40,000","5,000","56,775",2022-12-31,2022,Q4
20240312000921,Y,00140955,한솔케미칼,2021.01.20,주식매수선택권행사,보통주,"40,000","5,000","56,775",2023-12-31,2023,Q4
20250310000865,Y,00140955,한솔케미칼,-,-,-,-,-,-,2024-12-31,2024,Q4
