접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330001300,Y,00141149,영진약품,2007.10.05,유상증자(주주배정),보통주,"25,000,000",500,"1,440",2015-12-31,2015,Q4
20160330001300,Y,00141149,영진약품,2010.07.27,유상증자(주주배정),보통주,"59,327,358",500,550,2015-12-31,2015,Q4
20170529000120,Y,00141149,영진약품,2007.10.05,유상증자(주주배정),보통주,"25,000,000",500,"1,440",2016-12-31,2016,Q4
20170529000120,Y,00141149,영진약품,2010.07.27,유상증자(주주배정),보통주,"59,327,358",500,550,2016-12-31,2016,Q4
20180705000501,Y,00141149,영진약품,2007.10.05,유상증자(주주배정),보통주,"25,000,000",500,"1,440",2017-12-31,2017,Q4
20180705000501,Y,00141149,영진약품,2010.07.27,유상증자(주주배정),보통주,"59,327,358",500,550,2017-12-31,2017,Q4
20180705000501,Y,00141149,영진약품,2017.01.16,-,보통주,"5,272,731",500,"3,871",2017-12-31,2017,Q4
20190401002575,Y,00141149,영진약품,2007.10.05,유상증자(주주배정),보통주,"25,000,000",500,"1,440",2018-12-31,2018,Q4
20190401002575,Y,00141149,영진약품,2010.07.27,유상증자(주주배정),보통주,"59,327,358",500,550,2018-12-31,2018,Q4
20190401002575,Y,00141149,영진약품,2017.01.16,-,보통주,"5,272,731",500,"3,871",2018-12-31,2018,Q4
20200330001716,Y,00141149,영진약품,2017.01.16,-,보통주,"5,272,731",500,"3,871",2019-12-31,2019,Q4
20210311000691,Y,00141149,영진약품,2017.07.16,-,보통주,"5,272,731",500,"3,871",2020-12-31,2020,Q4
20220318000145,Y,00141149,영진약품,2017.01.25,-,보통주,"5,272,731",500,"3,871",2021-12-31,2021,Q4
20230315001174,Y,00141149,영진약품,2017.01.25,-,보통주,"5,272,731",500,"3,871",2022-12-31,2022,Q4
20240320001268,Y,00141149,영진약품,2017.01.25,-,보통주,"5,272,731",500,"3,871",2023-12-31,2023,Q4
20250814000584,Y,00141149,영진약품,-,-,-,-,-,-,2024-12-31,2024,Q4
