접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160516002061,Y,00759513,LX하우시스,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331005039,Y,00759513,LX하우시스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180309000355,Y,00759513,LX하우시스,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004159,Y,00759513,LX하우시스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003717,Y,00759513,LX하우시스,-,-,-,-,-,-,2019-12-31,2019,Q4
20210317000838,Y,00759513,LX하우시스,-,-,-,-,-,-,2020-12-31,2020,Q4
20220316001343,Y,00759513,LX하우시스,-,-,-,-,-,-,2021-12-31,2021,Q4
20220316001343,Y,00759513,LX하우시스,-,-,-,-,-,-,2021-12-31,2021,Q4
20230316001540,Y,00759513,LX하우시스,-,-,-,-,-,-,2022-12-31,2022,Q4
20240314001786,Y,00759513,LX하우시스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318001456,Y,00759513,LX하우시스,-,-,-,-,-,-,2024-12-31,2024,Q4
