,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,유동부채 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,Label,Code
17,현대중공업,2020,Q3,중공업,-0.02128753115102193,0.15099573500435604,0.00022466616352501134,-0.005371700915898114,-0.0015768637743164282,-0.003848653549433423,-0.44837114525010047,0.06919230916493299,009540
17,삼성중공업,2020,Q3,중공업,0.028380242935356813,-5.764979932609826e-05,-0.028292746056970075,-0.03589746067761357,-0.012613220320307539,-0.026592822315181786,-0.9944221016027525,-0.16253200938734758,010140
17,현대미포조선,2020,Q3,중공업,0.07451849768252986,0.0013805977479119935,-0.0076663883518273135,-0.02865030604812735,0.0010851631943027407,-0.0022195877270881903,0.3487241595462045,0.3054352155519937,010620
17,한화테크윈,2020,Q3,중공업,-0.027574805391050713,-0.004630724380451201,-0.009909659943570737,-0.006747143700607361,-0.0026940194205213874,0.0001870201910751934,-0.573497372342425,0.28320079864359915,012450
17,SK텔레콤,2020,Q3,커뮤니케이션서비스,-0.09112350064829944,0.0051816725337392455,0.009109803807259231,0.04898219359569378,0.007033160185617282,-0.009536025936180192,-0.023168151282885963,-0.14644010149018505,017670
17,현대엘리베이,2020,Q3,중공업,-0.16732270547993275,0.18007269104419943,-0.007652701154680197,-0.15316616271624106,0.11854537193746273,-0.020321413863816806,-0.03491007710559291,-0.13973479856089485,017800
17,제일기획,2020,Q3,커뮤니케이션서비스,0.0917477094704256,0.021565903880423676,0.043273271388527546,0.06725738196190845,0.025108371050389433,0.022168900859796503,-0.3073844132950123,-0.2504967954104901,030000
17,KT,2020,Q3,커뮤니케이션서비스,-0.1158080790962274,0.014804237164054435,0.02202719399324149,0.06381375397944478,0.01496255243380018,-0.002162216843151432,-0.1816329114925881,-0.09983873746509994,030200
17,LG유플러스,2020,Q3,커뮤니케이션서비스,-0.10061389584324029,0.10207519664476106,0.05391960768873627,0.05492821452352881,0.05425404926700206,0.003727257598977296,0.019526485970356555,-0.21049873952618584,032640
17,두산중공업,2020,Q3,중공업,0.9388588345627138,0.37303079469941225,-0.006739973246148057,0.04932379990054181,-0.122211735301475,-0.010632551212390817,-0.6831820401293309,-0.5525277418455321,034020
17,SBS,2020,Q3,커뮤니케이션서비스,-0.020235822123852776,-0.17451529791182852,0.0022537337606738372,-0.001986326142739081,-0.13049283779044984,-0.08509320969583178,-11.570503638914229,0.09215936211759598,034120
17,NAVER,2020,Q3,커뮤니케이션서비스,-0.11052653847506692,0.04210397613650452,0.07082920451377661,0.11590763633475554,0.06603103766512053,-0.04179094071026124,0.013033567370485777,0.12161869244126366,035420
17,엔씨소프트,2020,Q3,커뮤니케이션서비스,-0.1357959625859567,0.06404891902862886,0.1660781525255164,0.16674888296223722,0.1772776000446845,0.30312680665446634,0.009556119552978304,-0.08463042604976495,036570
17,대우조선해양,2020,Q3,중공업,-0.06754226700456907,-0.03950276262892949,-0.05882126189352066,-0.11434639536070168,-0.007444326988312433,0.004921740752330539,-0.5059328795653439,-0.182585628916713,042660
17,두산인프라코어,2020,Q3,중공업,0.06387813093678918,-0.1583471532348043,-0.012779940585373128,-0.258121098167413,-0.00530640059376053,0.002459370516132209,-0.45816202202564404,-0.316457462196225,042670
17,현대로템,2020,Q3,중공업,-0.04186255361283684,-0.1215549991226953,-0.0339423092385579,0.0036006607886454045,0.21877742645343368,0.009969519826433793,0.10223570661733206,0.08083517114286573,064350
17,두산엔진,2020,Q3,중공업,0.012254957262128746,0.08096107496459481,-0.03863846601327281,-0.04790321957020094,-0.012795819510249329,-0.01815208956811909,-0.8045318833561466,0.19865885928451993,082740
17,한진중공업,2020,Q3,중공업,0.13905362023490558,-0.03326777651588597,-0.05315835013337866,-0.09895380081683647,0.13076543655642214,-0.0005263852823379489,568.6025641025641,-0.39102079511859045,097230
