,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,유동부채 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,Label,Code
14,현대중공업,2021,Q2,중공업,-0.19266093166180845,0.001055047851291624,0.005089175567345672,0.011297464361015752,0.005256697820388956,0.0048761634575711366,-3.5362753811963956,-0.08660154314433355,009540
14,삼성중공업,2021,Q2,중공업,0.0747392888799497,0.6357375708582282,0.005255630403089073,0.04557438300764849,-0.11974023677659562,-0.0067960492210144,-0.15203403824878947,0.056452057940304744,010140
14,현대미포조선,2021,Q2,중공업,-0.11281805848560195,-0.08418596311000048,0.04141821667734158,0.2544663679173813,-0.06426827148097058,0.031165635026128458,-17.709788085449432,0.03603568655474404,010620
14,한화테크윈,2021,Q2,중공업,0.19907837896605596,-0.008862079334410411,0.04365688805077794,-0.1030095593305822,-0.00651932860126514,0.14288956099495098,-1.0565479784483247,-0.13958243873285217,012450
14,SK텔레콤,2021,Q2,커뮤니케이션서비스,-0.019158511337185838,-0.10799386813233736,0.029041368264357326,-0.04499795311835164,0.04195937905438485,0.04126735971743556,0.06852542450097943,0.07189754101088322,017670
14,현대엘리베이,2021,Q2,중공업,0.03388645071062363,0.020271091717910528,0.03115407319335195,0.12866807192586305,0.004340561909264018,0.104720073134142,0.26814009564178654,-0.018128181304509196,017800
14,제일기획,2021,Q2,커뮤니케이션서비스,0.020513327195747593,0.07520321783527661,0.045483612118683237,-0.00611021268251144,0.08900687748166147,0.005300448741417663,2.013867402893098,0.06907797004025064,030000
14,KT,2021,Q2,커뮤니케이션서비스,0.10855701705614026,0.026380215016967412,0.018405183557860694,-0.12126464020631766,0.024082607232167375,0.026584928305867672,-0.04039893435343944,-0.01567741946850889,030200
14,LG유플러스,2021,Q2,커뮤니케이션서비스,-0.009723078554463811,0.0509336699988463,0.01932899826799983,-0.02724866415685978,0.025381712450247562,0.017298437349589246,-0.029903969822301035,0.05351283594063379,032640
14,두산중공업,2021,Q2,중공업,0.7244685390492225,0.34376332729869596,0.04390756367424853,-0.01885443614936344,0.1994301103051217,-0.010264614260695804,0.22087258431099532,0.2675322971535299,034020
14,SBS,2021,Q2,커뮤니케이션서비스,0.7944338262251008,0.10486651661513324,0.040540417840021714,-0.03093726009456077,0.0769053285635426,0.005240592485705742,0.11364575318256076,0.07104640103358592,034120
14,NAVER,2021,Q2,커뮤니케이션서비스,0.29486922013960243,0.049350298798521486,0.06728673522872541,-0.1777238101834211,0.07854139984195863,0.14597046028248495,0.019659635076668902,0.005628978130729226,035420
14,엔씨소프트,2021,Q2,커뮤니케이션서비스,-0.0367189026763012,0.02321067999190185,-0.04296190324089122,-0.39931810295878334,-0.0023348305099133437,0.06386839909381492,0.5447619387039346,-0.02987350841899302,036570
14,대우조선해양,2021,Q2,중공업,-0.15944310887287957,-2.7873796573004848,-0.020407682622267664,0.16518219012395718,-0.2852354763482673,-0.0433238867445378,3.8512557648109143,-0.08847418608507654,042660
14,두산인프라코어,2021,Q2,중공업,0.4699380857375547,0.48196088230574907,0.018308603430153392,0.8695609196388638,-0.5946689347372931,-0.5061657960009454,0.4586477419270838,-0.3116409103990613,042670
14,현대로템,2021,Q2,중공업,0.22285094385006707,-0.0775049706911135,-0.04909017490679479,-0.1673950184411357,0.009469947853607996,0.009104688957441764,3.5554634617480616,-0.07015496451288097,064350
14,두산엔진,2021,Q2,중공업,-0.22223448239058458,0.06651730240552522,0.009498936313829587,-0.15073227721563254,0.12643743500281945,0.0008832974060093424,-0.3567022498078932,0.07574179950245123,082740
14,한진중공업,2021,Q2,중공업,-0.012660931661808445,0.017545436611472454,-0.019479711255868004,-0.022663560028895136,-0.08184037047906034,-0.020904681284568016,-1.0382140303487726,0.1921028500053314,097230
