접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330002087,Y,00121941,대상,2011.04.14,-,보통주,"994,279","1,000",-,2015-12-31,2015,Q4
20160330002087,Y,00121941,대상,2011.04.14,-,우선주,"994,279","1,000",-,2015-12-31,2015,Q4
20170331003401,Y,00121941,대상,2011.04.14,-,보통주,"994,279","1,000",-,2016-12-31,2016,Q4
20170331003401,Y,00121941,대상,2011.04.14,-,우선주,"994,279","1,000",-,2016-12-31,2016,Q4
20180402002096,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2017-12-31,2017,Q4
20180402002096,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2017-12-31,2017,Q4
20190401002441,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2018-12-31,2018,Q4
20190401002441,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2018-12-31,2018,Q4
20200330003287,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2019-12-31,2019,Q4
20200330003287,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2019-12-31,2019,Q4
20210318001155,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2020-12-31,2020,Q4
20210318001155,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2020-12-31,2020,Q4
20220816001426,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2021-12-31,2021,Q4
20220816001426,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2021-12-31,2021,Q4
20230316001258,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2022-12-31,2022,Q4
20230316001258,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2022-12-31,2022,Q4
20240327000761,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2023-12-31,2023,Q4
20240327000761,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2023-12-31,2023,Q4
20250321000555,Y,00121941,대상,2017.04.28,-,보통주,"236,450","1,000",-,2024-12-31,2024,Q4
20250321000555,Y,00121941,대상,2017.04.28,-,우선주,"236,450","1,000",-,2024-12-31,2024,Q4
