접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330002819,Y,01009789,코스맥스,2014.03.03,-,보통주,"8,999,509",500,-,2015-12-31,2015,Q4
20170331001606,Y,01009789,코스맥스,2014.03.03,-,보통주,"8,999,509",500,-,2016-12-31,2016,Q4
20170331001606,Y,01009789,코스맥스,2016.12.23,유상증자(주주배정),보통주,"1,050,000",500,"89,400",2016-12-31,2016,Q4
20180402004405,Y,01009789,코스맥스,2014.03.03,-,보통주,"8,999,509",500,-,2017-12-31,2017,Q4
20180402004405,Y,01009789,코스맥스,2016.12.23,유상증자(주주배정),보통주,"1,050,000",500,"89,400",2017-12-31,2017,Q4
20190401002962,Y,01009789,코스맥스,2014.03.03,-,보통주,"8,999,509",500,-,2018-12-31,2018,Q4
20190401002962,Y,01009789,코스맥스,2016.12.23,유상증자(주주배정),보통주,"1,050,000",500,"89,400",2018-12-31,2018,Q4
20200330003755,Y,01009789,코스맥스,2014.03.03,-,보통주,"8,999,509",500,-,2019-12-31,2019,Q4
20200330003755,Y,01009789,코스맥스,2016.12.23,유상증자(주주배정),보통주,"1,050,000",500,"89,400",2019-12-31,2019,Q4
20210318000961,Y,01009789,코스맥스,2014.03.03,-,보통주,"8,999,509",500,-,2020-12-31,2020,Q4
20210318000961,Y,01009789,코스맥스,2016.12.23,유상증자(주주배정),보통주,"1,050,000",500,"89,400",2020-12-31,2020,Q4
20220816001048,Y,01009789,코스맥스,2021.06.25,유상증자(주주배정),보통주,"1,300,000",500,"103,000",2021-12-31,2021,Q4
20230322001169,Y,01009789,코스맥스,2021.06.25,유상증자(주주배정),보통주,"1,300,000",500,"103,000",2022-12-31,2022,Q4
20240320001628,Y,01009789,코스맥스,2021.06.25,유상증자(주주배정),보통주,"1,300,000",500,"103,000",2023-12-31,2023,Q4
20250319000077,Y,01009789,코스맥스,2021.06.25,유상증자(주주배정),보통주,"1,300,000",500,"103,000",2024-12-31,2024,Q4
