code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
50,Kyungbang,경기소비재,2015,Q4,"83,760,073,026","1,175,752,271,361","1,259,512,344,387","143,915,877,146","443,825,602,187","587,741,479,333","658,295,947,612","671,770,865,054",307744479868.0,38629926181.0,28221123638.0,21604723241.0,21604723241.0,,,,,,,,,,,
80,Hite_Jinro,생활소비재,2015,Q4,"716,126,225,048","2,620,429,747,656","3,336,555,972,704","1,359,569,745,482","616,896,523,223","1,976,466,268,705","370,095,084,856","1,360,089,703,999",1663246296988.0,123757133949.0,68166523496.0,47256386391.0,47256386391.0,"368,842,230,000",,,,,,,,,,
100,Yuhan_Corporation,헬스케어,2015,Q4,"808,688,304,362","775,726,533,426","1,584,414,837,788","240,243,175,602","58,404,647,986","298,647,823,588","1,195,405,098,826","1,285,767,014,200",1120937093634.0,70693047404.0,145249637810.0,107484670996.0,107484670996.0,,,,,,,,,,,
120,CJ_Logistics,산업재,2015,Q4,"919,517,729,282","2,816,466,756,993","3,735,984,486,275","979,248,277,868","476,247,048,991","1,455,495,326,859","407,968,071,718","2,280,489,159,416",4358425407795.0,117818774833.0,-16910477366.0,-12371267364.0,-12371267364.0,"114,061,720,000",,,,,,,,,,
150,Doosan_Corp,산업재,2015,Q4,"713,533,619,186","2,764,689,051,997","3,478,222,671,183","870,353,876,177","498,612,485,850","1,368,966,362,027","1,689,925,025,615","2,109,256,309,156",1873556345748.0,213401161031.0,160034887467.0,123323659813.0,123323659813.0,"134,838,235,000",,,,,,,,,,
210,DL_Holdings,건설,2015,Q4,"6,517,169,983,839","3,732,997,930,990","10,250,167,914,829","4,341,088,146,490","1,322,734,115,064","5,663,822,261,554","3,843,215,477,127","4,586,345,653,275",8135324528905.0,424682854183.0,254823503807.0,127070759288.0,127070759288.0,,,,,,,,,,,
230,Ildong_Pharmaceutical,헬스케어,2015,Q4,"283,330,778,223","405,548,410,872","688,879,189,095","193,574,281,411","150,271,342,753","343,845,624,164","272,502,732,424","345,033,564,931",458569227977.0,24715542944.0,22534347425.0,21531187341.0,21531187341.0,,,,,,,,,,,
240,Hankook_Tire_Worldwide,경기소비재,2015,Q4,"462,803,420,793","2,204,129,580,115","2,666,933,000,908","12,788,124,299","87,500,913,886","100,289,038,185","1,255,925,337,803","2,566,643,962,723",223646645298.0,181560298427.0,188075605582.0,172703147138.0,172703147138.0,,,,,,,,,,,
270,Kia_Corp,경기소비재,2015,Q4,"12,275,521,000,000","21,710,875,000,000","33,986,396,000,000","9,277,848,000,000","4,707,821,000,000","13,985,669,000,000","16,130,840,000,000","20,000,727,000,000",32699936000000.0,2294966000000.0,3016428000000.0,2507747000000.0,2507747000000.0,,,,,,,,,,,
480,Chosun_Refractories,철강_소재,2015,Q4,"221,800,787,113","355,501,648,003","577,302,435,116","122,027,165,453","5,085,679,230","127,112,844,683","364,432,555,607","450,189,590,433",468201027686.0,22127788103.0,44794392375.0,34792860721.0,34792860721.0,,,,,,,,,,,
640,Dong-A_Socio_Holdings,헬스케어,2015,Q4,"65,768,412,777","552,996,150,061","618,764,562,838","204,768,572,061","10,724,663,614","215,493,235,675","405,160,447,952","403,271,327,163",48855138335.0,-7333109555.0,31346319005.0,26425777859.0,26425777859.0,,,,,,,,,,,
660,S_hynix,정보기술,2015,Q4,"8,421,984,000,000","20,320,214,000,000","28,742,198,000,000","4,750,892,000,000","3,308,841,000,000","8,059,733,000,000","13,614,710,000,000","20,682,465,000,000",18780792000000.0,5076507000000.0,5002479000000.0,4019080000000.0,4019080000000.0,,,,,,,,,,,
670,Youngpoong,철강_소재,2015,Q4,"418,661,581,608","1,660,123,132,962","2,078,784,714,570","98,779,570,962","333,924,385,859","432,703,956,821","1,642,900,438,010","1,646,080,757,749",1068398876327.0,49300308305.0,73018445916.0,58027062540.0,58027062540.0,,,,,,,,,,,
720,Hyundai_E&C,건설,2015,Q4,"8,409,147,000,000","4,078,313,000,000","12,487,460,000,000","5,161,748,000,000","2,198,135,000,000","7,359,883,000,000","3,704,823,000,000","5,127,577,000,000",10716337000000.0,516166000000.0,420844000000.0,310757000000.0,310757000000.0,,,,,,,,,,,
