code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2017,Q2,2017-08-11,"903,420,482,311","855,803,608,281","1,759,224,090,592","258,720,318,033","75,133,121,544","333,853,439,577","1,337,606,552,935","1,425,370,651,015",352552587458.0,19424756442.0,31415801082.0,22597719924.0,22597719924.0,,,,,,,,,,,,,
230,일동제약,헬스케어,2017,Q2,2017-08-11,"48,867,283,655","158,983,553,948","207,850,837,603","19,232,034,909","15,763,941,360","34,995,976,269","45,193,193,489","172,854,861,334",3474994064.0,390151657.0,418868441.0,341197429.0,341197429.0,,,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2017,Q2,2017-08-14,"145,283,054,246","757,152,408,501","902,435,462,747","165,747,608,191","109,913,024,628","275,660,632,819","411,732,444,625","626,774,829,928",10968010365.0,-2050465209.0,-2636888176.0,-3270337189.0,-3270337189.0,,,,,,,,,,,,,
3000,부광약품,헬스케어,2017,Q2,2017-08-11,"121,896,149,925","119,863,822,179","241,759,972,104","15,831,035,764","8,291,092,878","24,122,128,642","208,415,795,756","217,637,843,462",38933409454.0,4111690695.0,4166945823.0,2741989817.0,2741989817.0,"22,282,242,000",,,,,,,,,,,,
3520,영진약품,헬스케어,2017,Q2,2017-08-14,"126,522,063,203","84,153,569,487","210,675,632,690","41,032,051,032","50,731,726,764","91,763,777,796","16,891,970,115","118,911,854,894",45979641084.0,1203594101.0,1320376630.0,934960915.0,934960915.0,"91,446,365,500",,,,,,,,,,,,
6280,녹십자,헬스케어,2017,Q2,2017-08-14,"788,379,694,933","739,496,228,511","1,527,875,923,444","189,416,309,215","334,016,382,088","523,432,691,303","644,650,481,148","1,004,443,232,141",281841800773.0,29777410289.0,28969165326.0,23756730631.0,23756730631.0,,,,,,,,,,,,,
7570,일양약품,헬스케어,2017,Q2,2017-08-14,"123,840,720,393","278,356,786,783","402,197,507,176","181,937,389,320","22,861,148,393","204,798,537,713","5,429,698,908","197,398,969,463",37706076845.0,1291738554.0,52485031.0,493213799.0,493213799.0,,,,,,,,,,,,,
8490,서흥,헬스케어,2017,Q2,2017-08-11,"129,623,556,071","277,642,236,810","407,265,792,881","87,290,405,752","94,683,323,552","181,973,729,304","172,711,057,755","225,292,063,577",67674946740.0,5973399374.0,5670128331.0,5645159318.0,5645159318.0,,,,,,,,,,,,,
9290,광동제약,헬스케어,2017,Q2,2017-08-11,"279,115,787,012","292,736,324,360","571,852,111,372","175,178,099,172","23,170,483,380","198,348,582,552","312,825,014,531","373,503,528,820",187593353259.0,6010108345.0,6024344309.0,4009914100.0,4009914100.0,,,,,,,,,,,,,
69620,대웅제약,헬스케어,2017,Q2,2017-08-14,"385,670,059,077","648,796,402,420","1,034,466,461,497","208,956,132,774","295,055,868,839","504,012,001,613","445,119,384,365","530,454,459,884",222485225691.0,13984617229.0,18215493368.0,13672342579.0,13672342579.0,,,,,,,,,,,,,
128940,한미약품,헬스케어,2017,Q2,2017-08-11,"475,806,235,045","806,369,551,808","1,282,175,786,853","437,539,789,914","297,650,788,638","735,190,578,552","137,174,952,187","546,985,208,301",171851363335.0,14717024260.0,2050253206.0,6013325854.0,6013325854.0,,,,,,,,,,,,,
170900,동아에스티,헬스케어,2017,Q2,2017-08-14,"502,241,721,840","493,048,864,957","995,290,586,797","331,384,785,147","86,436,671,504","417,821,456,651","89,276,178,813","577,469,130,146",132639474471.0,3767160686.0,5735820754.0,4631625645.0,4631625645.0,,,,,,,,,,,,,
185750,종근당,헬스케어,2017,Q2,2017-08-11,"340,052,794,055","301,944,362,297","641,997,156,352","204,778,726,906","67,122,436,169","271,901,163,075","73,567,709,817","370,095,993,277",211008295203.0,16333188327.0,15594463911.0,11221930457.0,11221930457.0,,,,,,,,,,,,,
