접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330003767,Y,00344287,HD현대인프라코어,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004778,Y,00344287,HD현대인프라코어,-,-,-,-,-,-,2016-12-31,2016,Q4
20180329001146,Y,00344287,HD현대인프라코어,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329003895,Y,00344287,HD현대인프라코어,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004246,Y,00344287,HD현대인프라코어,-,-,-,-,-,-,2019-12-31,2019,Q4
20210317001247,Y,00344287,HD현대인프라코어,-,-,-,-,-,-,2020-12-31,2020,Q4
20220311001112,Y,00344287,HD현대인프라코어,2021년 08월 19일,현대제뉴인,"65,836,710",33.35%,최대주주변경을 수반한 주식매매계약의 체결 및 이행,(변경전) 두산중공업→(변경후) 현대제뉴인,2021-12-31,2021,Q4
20230317000838,Y,00344287,HD현대인프라코어,2021년 08월 19일,현대제뉴인,"65,836,710",33.35%,최대주주변경을 수반한 주식매매계약의 체결 및 이행,(변경전) 두산에너빌리티→(변경후) 현대제뉴인,2022-12-31,2022,Q4
20240328001028,Y,00344287,HD현대인프라코어,2021년 08월 19일,HD현대사이트솔루션,"65,836,710",32.98%,최대주주변경을 수반한 주식매매계약의 체결 및 이행,(변경전) 두산에너빌리티→(변경후) HD현대사이트솔루션,2023-12-31,2023,Q4
20250317000883,Y,00344287,HD현대인프라코어,2021년 08월 19일,HD현대사이트솔루션,"65,836,710",34.17%,최대주주변경을 수반한 주식매매계약의 체결 및 이행,(변경전) 두산에너빌리티→(변경후) HD현대사이트솔루션,2024-12-31,2024,Q4
