year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,9150,삼성전기,정보기술,irrelevant,"요약본은 투자 전략과 관련된 일반적인 조언과 주식 시장 분석에 관한 내용으로, 삼성전기(009150)의 주가에 직접적인 영향을 미칠 만한 특정 정보는 포함되어 있지 않습니다."
2016,Q2,2016-08-16,9150,삼성전기,정보기술,,
2016,Q3,2016-11-14,9150,삼성전기,정보기술,down,"삼성전기는 현재 높은 수준에서 저항을 받고 있으며, 주가가 지지 수준에 접근할 때 점진적으로 매수하는 전략이 제안되었습니다. 이는 주가가 하락할 가능성이 있음을 시사합니다."
2016,Q4,2017-03-31,9150,삼성전기,정보기술,irrelevant,"요약본은 삼성전자의 스마트폰 사업에 대한 내용으로, 삼성전기(009150)와 직접적인 관련이 없어 주가에 영향을 미치지 않을 것으로 보입니다."
2017,Q1,2017-05-15,9150,삼성전기,정보기술,,
2017,Q2,2017-08-14,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기가 높은 수요가 예상되는 분야에 관여하고 있으며, 기술적 진보와 시장에서의 강력한 위치를 바탕으로 미래 성장 가능성이 크다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q3,2017-11-14,9150,삼성전기,정보기술,down,"삼성전기에 대한 기술적 분석에서 주가가 중요한 저항선에 접근하고 있으며, 이를 돌파하지 못할 경우 크게 하락할 수 있다고 언급되어 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q4,2018-04-02,9150,삼성전기,정보기술,irrelevant,"요약본에서는 삼성전기에 대한 구체적인 경제적 또는 산업적 변화가 언급되지 않았으며, 주식 거래 전략과 관련된 일반적인 조언만 포함되어 있어 삼성전기의 주가에 직접적인 영향을 미칠 내용이 없습니다."
2018,Q1,2018-05-15,9150,삼성전기,정보기술,irrelevant,"요약본은 삼성전자의 지배구조 개편과 관련된 내용으로, 삼성전기(009150)와 직접적인 관련이 없어 주가에 영향을 미치지 않을 것으로 보입니다."
2018,Q2,2018-08-14,9150,삼성전기,정보기술,irrelevant,"요약본에서는 MLCC 관련 주식에 대한 분석과 시장 동향이 주로 다루어지고 있으며, 삼성전기(009150)와 직접적인 관련성이나 영향을 미치는 내용은 언급되지 않았습니다. 따라서 주가에 미치는 영향은 없다고 판단됩니다."
2018,Q3,2018-11-14,9150,삼성전기,정보기술,up,영상에서는 삼성전기의 이익 기대치 초과 가능성과 시장 상황을 매수 기회로 제시하고 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q4,2019-04-01,9150,삼성전기,정보기술,irrelevant,"요약본에서는 삼성전기의 주식에 대한 분석과 투자 전략이 주로 다루어지고 있으며, 이는 주가에 직접적인 영향을 미치는 외부 경제적 요인이나 사건에 대한 내용이 아닙니다. 따라서 주가에 미치는 영향은 중립적입니다."
2019,Q1,2019-05-15,9150,삼성전기,정보기술,up,요약본에서는 삼성전기가 전기차 시장의 성장 기회를 통해 시장 점유율을 확장할 수 있는 잠재력이 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2019,Q2,2019-08-14,9150,삼성전기,정보기술,irrelevant,"요약본은 삼성전기의 주식 분석에 대한 내용으로, 주가의 단기 및 장기 전망과 투자 전략을 다루고 있습니다. 그러나 이는 주가에 직접적인 영향을 미칠 수 있는 외부 경제적 또는 금융적 요인에 대한 정보가 아니므로, 주가에 미치는 영향은 없다고 판단됩니다."
2019,Q3,2019-11-14,9150,삼성전기,정보기술,irrelevant,"요약본에서는 삼성전기의 주식 가격 변동과 투자 전략에 대한 분석이 주로 다루어지고 있으며, 주가에 직접적인 긍정적 또는 부정적 영향을 미칠 만한 새로운 경제적 또는 금융적 정보는 제공되지 않았습니다."
2019,Q4,2020-03-30,9150,삼성전기,정보기술,irrelevant,"요약본에서는 삼성전기에 대한 언급이 없으므로, 해당 내용이 삼성전기의 주가에 미치는 영향은 없습니다."
2020,Q1,2020-05-15,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기의 주가가 크게 상승했으며, 지속적인 성장이 기대된다고 언급하고 있습니다. 또한 외국 및 국내 기관 투자가 증가하고 있어 시장의 신뢰가 강하다는 점이 강조되고 있습니다. 이러한 요소들은 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q2,2020-08-14,9150,삼성전기,정보기술,up,"삼성전기는 렌즈 사업과 MLC 사업의 긍정적인 발전으로 목표 주가를 상향 조정하였으며, 자동차 부문의 회복과 MLC 사업의 확장이 회사의 경쟁력을 강화할 것으로 예상됩니다."
2020,Q3,2020-11-16,9150,삼성전기,정보기술,down,"삼성전기가 RFPCB 사업에서 철수함으로써 FPCB 시장의 다른 회사들이 이익을 볼 것으로 예상되며, 이는 삼성전기의 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q4,2021-03-09,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기의 실적과 주가 전망이 긍정적으로 평가되고 있으며, 목표 주가 상향 조정과 MLCC 판매 호조가 주가에 긍정적인 영향을 미칠 것으로 보입니다."
2021,Q1,2021-05-17,9150,삼성전기,정보기술,irrelevant,요약본은 삼성전기(009150)에 대한 직접적인 언급이나 관련 정보를 포함하고 있지 않으므로 주가에 영향을 미칠 논리적인 근거가 없습니다.
2021,Q2,2021-08-17,9150,삼성전기,정보기술,down,"요약본에서는 삼성전기의 주가가 하락세에 있으며, 전문가가 주식을 매도하고 다른 주식으로 전환할 것을 권장하고 있습니다. 이는 삼성전기의 주가에 부정적인 영향을 미칠 수 있습니다."
2021,Q3,2021-11-15,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기가 FCBGA 생산에 투자하고 있으며, 이는 반도체 시장의 성장과 관련된 긍정적인 시장 전망과 맞물려 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q4,2022-03-08,9150,삼성전기,정보기술,,
2022,Q1,2022-05-16,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기가 강한 펀더멘털을 가지고 있으며 최근 저조한 성과를 보였지만 회복 가능성이 있다고 언급하고 있습니다. 또한, 기술적 분석에 따르면 매수 시점에 있다고 하여 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q2,2022-08-16,9150,삼성전기,정보기술,up,요약본에서는 삼성전기가 IT 시장 회복과 중국 경제 부양책의 잠재적 혜택으로 인해 성장 가능성이 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2022,Q3,2022-11-14,9150,삼성전기,정보기술,irrelevant,"요약본에서는 삼성전기의 광학 솔루션 시장 내 경쟁 상황과 전략적 고려 사항이 언급되었으나, 주가에 직접적인 영향을 미칠 만한 구체적인 정보는 제공되지 않았습니다."
2022,Q4,2023-03-07,9150,삼성전기,정보기술,up,"요약본에서 삼성전기(삼성 Electro-Mechanics)에 대해 장기 보유가 권장되며, 낮은 가격대에서 매수 기회가 있을 수 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2023,Q1,2023-05-15,9150,삼성전기,정보기술,up,"영상에서는 삼성전기의 주식이 현재 저평가되어 있으며, 추가 매수 기회로 보고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2023,Q2,2023-08-14,9150,삼성전기,정보기술,,
2023,Q3,2023-11-14,9150,삼성전기,정보기술,,
2023,Q4,2024-03-12,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기의 중장기적인 성장 잠재력과 긍정적인 투자 전략이 강조되고 있으며, 기관 투자자들의 지속적인 매수로 인해 주가에 긍정적인 영향을 미칠 수 있음을 시사하고 있습니다."
2024,Q1,2024-05-16,9150,삼성전기,정보기술,up,요약본에서는 삼성전기의 MLCC 제품에 대한 수요 증가와 장기적인 성장 가능성이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2024,Q2,2024-08-14,9150,삼성전기,정보기술,up,"요약본에서는 삼성전기가 MLCC 수요 증가와 전기차 시장 확대로 인해 긍정적인 영향을 받을 것으로 보이며, 특히 고전압 MLCC 시장 점유율 확대에 주력하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q3,2024-11-14,9150,삼성전기,정보기술,up,"영상에서는 삼성전기의 주가가 현재 저점에 있으며, 장기적으로 회복 가능성이 있다고 언급하고 있습니다. 또한, 특정 가격 수준에서 매수 기회가 있을 수 있다고 제안하여 주가에 긍정적인 영향을 줄 수 있습니다."
