year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,5930,삼성전자,정보기술,,
2016,Q2,2016-08-16,5930,삼성전자,정보기술,up,요약본에서는 삼성전자가 엔비디아와의 파운드리 계약을 따내면서 시스템LSI 사업부의 실적이 개선될 전망이라고 언급되어 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2016,Q3,2016-11-14,5930,삼성전자,정보기술,down,"요약본에서는 삼성전자가 연루된 부패 혐의와 관련된 조사에 대한 내용이 포함되어 있으며, 이는 회사의 거버넌스와 대중 이미지에 부정적인 영향을 미칠 수 있습니다."
2016,Q4,2017-03-31,5930,삼성전자,정보기술,up,"삼성전자의 반도체 및 소비자 전자 제품 부문에서의 강력한 실적이 예상되며, 주가가 긍정적으로 반응할 가능성이 높습니다. 또한, 갤럭시 S8의 출시가 주가 상승에 기여할 수 있습니다."
2017,Q1,2017-05-15,5930,삼성전자,정보기술,up,"요약본에서는 삼성전자가 반도체 사업 강화를 위해 조직 개편을 단행하고, 파운드리 사업부를 신설하여 전문성을 높이려는 전략적 움직임이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q2,2017-08-14,5930,삼성전자,정보기술,down,"요약본에서는 삼성전자의 주가가 외국인 매도 압력과 지정학적 리스크로 인해 하락하고 있으며, 추가 매수에 대한 신중한 접근이 권장되고 있습니다. 따라서 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q3,2017-11-14,5930,삼성전자,정보기술,down,"요약본에서는 삼성전자의 경영진 교체와 조직 개편에 대한 내용이 주로 다루어졌으나, 주가에 직접적인 영향을 미칠 수 있는 구체적인 경제적 또는 산업적 정보는 부족합니다. 따라서 정보가 불충분하여 기본적으로 하락으로 판단했습니다."
2017,Q4,2018-04-02,5930,삼성전자,정보기술,down,"요약본은 삼성전자의 주가에 직접적인 긍정적 영향을 줄 만한 정보가 부족하며, 규제 압박과 지배구조 개선의 필요성만 언급되어 있어 기본적으로 부정적인 판단을 내렸습니다."
2018,Q1,2018-05-15,5930,삼성전자,정보기술,up,영상에서는 삼성전자가 현재의 도전 과제에도 불구하고 장기적으로 주가가 크게 상승할 가능성이 있다고 강조하고 있습니다. 이는 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q2,2018-08-14,5930,삼성전자,정보기술,down,요약본에서는 삼성전자의 스마트폰 시장의 정체와 반도체 산업의 불확실성이 언급되어 주가에 부정적인 영향을 줄 수 있습니다.
2018,Q3,2018-11-14,5930,삼성전자,정보기술,up,"삼성전자의 폴더블 스마트폰 출시가 모바일 기술 혁신을 이끌 것으로 기대되며, 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2018,Q4,2019-04-01,5930,삼성전자,정보기술,down,요약본에서는 삼성전자의 예상 실적 충격과 반도체 및 디스플레이 사업의 약세로 인해 주가에 부정적인 영향을 미칠 수 있음을 시사하고 있습니다.
2019,Q1,2019-05-15,5930,삼성전자,정보기술,up,"요약본에서는 애플이 미중 무역전쟁으로 인해 큰 타격을 받을 것으로 예상되며, 삼성전자가 반사이익을 얻을 수 있다는 내용이 포함되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q2,2019-08-14,5930,삼성전자,정보기술,up,"요약본에서는 삼성전자가 새로운 고화소 이미지 센서를 개발하여 기술적 진보를 이루었고, 시장 점유율 확대와 장기적인 시장 지배를 목표로 하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q3,2019-11-14,5930,삼성전자,정보기술,down,"요약본에서는 삼성전자의 장기 투자에 대한 우려와 중국의 경쟁 압박, 반도체 시장의 의존성 등이 언급되어 주가에 부정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,5930,삼성전자,정보기술,up,"요약본에서는 삼성전자가 반도체 시장에서의 강력한 위치와 성장 잠재력을 가지고 있으며, 특히 서버와 클라우드 서비스 수요 증가로 인한 긍정적인 영향을 받을 수 있다고 언급하고 있습니다. 또한, 삼성전자의 재정적 강점과 전략적 투자 가능성도 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q1,2020-05-15,5930,삼성전자,정보기술,up,"요약본에서는 삼성전자가 반도체 부문에서 시장을 능가하고 있으며, 장기적인 잠재력과 전략적 공급 관리로 인해 주가 상승 가능성이 있다고 언급하고 있습니다."
