year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-10,34730,SK,정보기술,up,"요약본에서는 SK그룹이 중동과의 협력을 통해 에너지, 화학, 신에너지, 인프라 구축 등 다양한 분야에서 성장 전략을 가속화하고 있다는 내용이 포함되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q2,2016-08-12,34730,SK,정보기술,,
2016,Q3,2016-11-09,34730,SK,정보기술,up,"요약본에서는 SK그룹의 지배구조 개편과 관련된 다양한 시나리오가 언급되었으며, 특히 SK하이닉스를 SK(주)의 자회사로 재편할 경우 연결실적 증가와 현금흐름 개선 등의 긍정적인 효과가 기대된다고 설명하고 있습니다. 이는 SK(주)의 주가에 긍정적인 영향을 미칠 수 있습니다."
2016,Q4,2017-03-23,34730,SK,정보기술,down,"요약본에서는 SK그룹 회장이 검찰 조사 대상이 되었고, 대기업에 대한 수사가 진행 중이라는 내용이 포함되어 있습니다. 이러한 상황은 기업의 이미지와 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q1,2017-05-11,34730,SK,정보기술,up,요약본에서는 SK그룹의 최태원 회장이 중국과의 관계 개선 및 사업 확장을 위해 적극적으로 나서고 있다는 내용이 포함되어 있습니다. 이는 SK의 중국 내 사업 확장 가능성을 높여 주가에 긍정적인 영향을 미칠 수 있습니다.
2017,Q2,2017-08-11,34730,SK,정보기술,up,요약본에서는 SK그룹이 사업 재편을 통해 효율성을 높이고 주력 사업에 집중하는 전략을 취하고 있다고 언급되어 있습니다. 이러한 전략은 SK의 주가에 긍정적인 영향을 미칠 수 있습니다.
2017,Q3,2017-11-13,34730,SK,정보기술,down,"요약본에서는 SK그룹의 제안이 서울시에 의해 거부되었다는 내용이 포함되어 있어, 이는 SK의 사업 기회 상실로 이어질 수 있으며 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q2,2018 Q2,34730,SK,정보기술,,
2017,Q4,2018-03-28,34730,SK,정보기술,up,"요약본에서는 SK매직의 매출 증가와 최대 실적 달성, 그리고 SK그룹 편입 후의 긍정적인 변화가 언급되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-09,34730,SK,정보기술,,
2018,Q3,2018-11-09,34730,SK,정보기술,,
2019,Q1,2019 Q1,34730,SK,정보기술,,
2018,Q4,2019-03-27,34730,SK,정보기술,down,"요약본에서는 SK그룹의 지분 매각과 관련된 내용이 있지만, SK(034730)의 주가에 직접적인 영향을 미칠 만한 긍정적인 정보는 부족합니다. 따라서 기본적으로 주가 하락으로 판단합니다."
2019,Q2,2019-08-06,34730,SK,정보기술,down,"요약본에는 SK그룹이 일본의 수출 규제에 대응하기 위해 비상회의를 소집했다는 내용이 포함되어 있습니다. 이는 잠재적인 위기 상황을 나타내며, 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q3,2019-11-06,34730,SK,정보기술,up,SK그룹이 화물전문 항공사 인수 및 종합 물류사업 진출을 검토 중이라는 내용은 새로운 성장 동력 확보와 시너지 효과 창출 가능성을 시사하여 주가에 긍정적인 영향을 줄 수 있습니다.
2020,Q1,2020 Q1,34730,SK,정보기술,,
2019,Q4,2020-03-26,34730,SK,정보기술,down,요약본에서는 SK그룹의 지배구조 취약성과 이혼 소송으로 인한 불확실성이 언급되어 주가에 부정적인 영향을 줄 수 있습니다.
2020,Q2,2020-08-10,34730,SK,정보기술,down,"요약본에서는 SK그룹이 도시가스 사업 매각을 추진하고 있다는 내용이 주를 이루고 있으며, 이는 사업의 수익성 저하와 재무구조 개선을 위한 조치로 보입니다. 그러나 이러한 정보만으로는 SK(034730)의 주가에 긍정적인 영향을 미칠 요소가 충분하지 않다고 판단되어 기본적으로 하락으로 판단하였습니다."
2020,Q3,2020-11-15,34730,SK,정보기술,up,요약본에서는 SK그룹이 새만금에 대규모 데이터센터를 구축하고 재생에너지를 활용한 혁신적인 저전력 데이터센터를 만들겠다는 계획을 발표했습니다. 이는 SK의 기술력과 지속 가능성에 대한 긍정적인 이미지를 줄 수 있어 주가에 긍정적인 영향을 미칠 수 있습니다.
2020,Q4,2021-03-17,34730,SK,정보기술,down,"요약본에는 SK(034730)와 관련된 직접적인 정보가 없으며, SK Innovation과 관련된 내용만 포함되어 있어 주가에 대한 판단이 어렵습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2021,Q1,2021-05-11,34730,SK,정보기술,down,"요약본에는 SK(034730)의 주가에 영향을 미칠 만한 구체적인 경제적 또는 금융적 정보가 포함되어 있지 않으므로, 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
