year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,660,SK하이닉스,정보기술,up,"영상에서는 SK하이닉스의 시장심리지수가 '약간 좋음'으로 나타났고, D램 시장의 긍정적인 전망이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q2,2016-08-16,660,SK하이닉스,정보기술,up,"요약본에서는 SK하이닉스가 청주에 15조5000억원을 투자하여 신규 반도체 공장을 짓는다는 내용이 포함되어 있어, 이는 회사의 성장 가능성을 높이고 주가에 긍정적인 영향을 미칠 수 있습니다."
2016,Q3,2016-11-14,660,SK하이닉스,정보기술,up,요약본에서는 DRAM 가격 급등이 SK하이닉스의 4분기 실적에 긍정적인 영향을 미칠 것으로 예상된다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2016,Q4,2017-03-31,660,SK하이닉스,정보기술,up,SK하이닉스가 도시바 메모리반도체 사업 인수전에 참여하여 일본 투자자와 컨소시엄을 구성한 것은 자금 부담을 줄이고 기술 유출 우려를 해소할 수 있는 긍정적인 전략으로 보입니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다.
2017,Q1,2017-05-15,660,SK하이닉스,정보기술,up,"요약본에서는 SK하이닉스가 메모리 반도체 시장에서 높은 점유율과 실적을 기록하고 있으며, 반도체 가격 상승과 기술 격차 확대가 긍정적으로 작용할 것으로 보입니다."
2017,Q2,2017-08-14,660,SK하이닉스,정보기술,down,"요약본에서는 SK하이닉스의 완제품보다는 반도체 장비 및 소재에 투자하는 것이 더 나은 기회가 될 수 있다고 제안하고 있어, SK하이닉스 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q3,2017-11-14,660,SK하이닉스,정보기술,up,"요약본에서는 SK하이닉스의 기술 혁신, 시장 대응, 과감한 투자, 그리고 반도체 수요 증가에 대한 긍정적인 전망이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q4,2018-04-02,660,SK하이닉스,정보기술,up,"요약본에서는 SK하이닉스가 저평가되어 있으며, DRAM 부족과 같은 시장 동향이 긍정적으로 작용할 수 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-15,660,SK하이닉스,정보기술,down,"요약본에는 SK하이닉스의 주가에 긍정적인 영향을 줄 만한 구체적인 정보가 부족하며, 기본적인 판단으로 하락을 선택했습니다."
2018,Q2,2018-08-14,660,SK하이닉스,정보기술,up,"영상에서는 SK하이닉스의 DRAM 시장의 강세와 82.7%의 영업 이익 증가, 주식 환매 계획 등이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q3,2018-11-14,660,SK하이닉스,정보기술,up,"영상에서는 SK하이닉스의 3분기 실적이 6.4조 원에 달하며, 4분기에도 강한 실적이 기대된다고 언급하고 있습니다. 또한, 하락세에서 상승세로 전환 중이라는 긍정적인 전망이 제시되고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q4,2019-04-01,660,SK하이닉스,정보기술,up,"요약본에서는 SK 하이닉스의 시장 회복 전망과 성장 잠재력이 긍정적으로 평가되고 있으며, 반도체 기술 강화와 전략적 이니셔티브가 주가에 긍정적인 영향을 미칠 것으로 보입니다."
2019,Q1,2019-05-15,660,SK하이닉스,정보기술,up,"요약본에서는 SK하이닉스가 차량용 반도체 분야에서의 투자를 확대하고 있으며, 글로벌 기업과의 협력을 강화하고 있다는 내용이 포함되어 있습니다. 이는 회사의 미래 성장 가능성을 높이는 긍정적인 요소로 작용할 수 있습니다."
2019,Q2,2019-08-14,660,SK하이닉스,정보기술,,
