year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 전기차 핵심 부품을 개발하는 프로젝트에 참여하고 있다는 내용이 포함되어 있어, 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q2,2016-08-16,11070,LG이노텍,정보기술,up,영상에서는 차량용 LED 조명 시장의 성장과 LG이노텍의 적극적인 시장 공략이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2016,Q3,2016-11-14,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 세계 최대의 전자부품 전시회인 '일렉트로니카'에 참가하여 다양한 혁신 부품을 선보였다는 내용이 포함되어 있습니다. 이는 회사의 기술력과 시장 경쟁력을 글로벌 시장에 알리는 기회로, 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q4,2017-03-31,11070,LG이노텍,정보기술,down,"요약본에서는 감사위원 분리 선임 제도가 도입될 경우 LG이노텍을 포함한 여러 기업에서 해외 기관투자가의 의결권 지분율이 국내 투자가 지분율을 상회하게 된다고 언급하고 있습니다. 이는 기업의 경영권에 영향을 미칠 수 있는 요소로, 주가에 부정적인 영향을 줄 수 있습니다."
2017,Q1,2017-05-15,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍과 LG 그룹의 성과가 크게 개선되었으며, 삼성전자와 SK하이닉스와 비교할 만한 강력한 성과를 보이고 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q2,2017-08-14,11070,LG이노텍,정보기술,up,요약본에서는 CMOS 카메라 모듈 시장의 성장 전망과 LG이노텍이 주요 공급 업체로 언급되어 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2017,Q3,2017-11-14,11070,LG이노텍,정보기술,down,"요약본에서는 LG이노텍에 대한 추가 투자를 권장하지 않으며, 현재 시장 상황이 빠른 수익을 내기에는 적절하지 않다고 언급하고 있습니다. 따라서 주가에 부정적인 영향을 미칠 수 있습니다."
2017,Q4,2018-04-02,11070,LG이노텍,정보기술,up,"영상에서는 LG이노텍 주식의 단기적 안정화와 거래량 증가가 주가 상승 가능성을 시사하고 있으며, 전략적 매도 가격 목표가 제시되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-15,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 애플의 신제품 출시와 관련하여 긍정적인 모멘텀을 경험하고 있으며, 저가형 아이폰 모델 출시로 인한 부품 판매 증가 기대가 주가에 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다."
2018,Q2,2018-08-14,11070,LG이노텍,정보기술,down,"요약본에서는 LG이노텍의 주가가 이미 높은 기대치를 반영하고 있으며, 투자자들에게 다른 IT 부품 주식을 고려하라는 권고가 있어 주가에 부정적인 영향을 줄 수 있습니다."
2018,Q3,2018-11-14,11070,LG이노텍,정보기술,down,"요약본에서는 LG이노텍의 현재 시장 상황이 좋지 않으며, 주식 보유를 줄이고 더 낮은 가격과 거래량을 기다리라는 조언이 주어졌습니다. 이는 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q4,2019-04-01,11070,LG이노텍,정보기술,down,"요약본에서는 LG이노텍의 주가가 애플의 주가에 크게 영향을 받으며, 현재 애플의 주가가 저항선에 위치해 있어 LG이노텍의 주가에 부정적인 영향을 미칠 수 있다고 언급하고 있습니다. 따라서 주가 하락 가능성이 있습니다."
2019,Q1,2019-05-15,11070,LG이노텍,정보기술,down,요약본에는 LG이노텍의 주가에 영향을 미칠 만한 정보가 충분하지 않으므로 기본적으로 하락으로 판단했습니다.
2019,Q2,2019-08-14,11070,LG이노텍,정보기술,up,"영상에서는 LG이노텍이 애플의 주요 공급업체로서 긍정적인 성과를 기대할 수 있으며, 2분기 실적이 시장 기대치를 초과했고 3분기 실적도 긍정적으로 예상된다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q3,2019-11-14,11070,LG이노텍,정보기술,down,"요약본에서는 LG이노텍이 LED 칩 사업을 축소하고 있으며, 이로 인해 영업손실이 지속되고 있다는 부정적인 정보가 포함되어 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q4,2020-03-30,11070,LG이노텍,정보기술,up,"영상에서는 LG이노텍이 강한 실적을 보이며, IT 섹터의 긍정적인 추세와 견고한 기초가 뒷받침된다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q1,2020-05-15,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍의 기판소재사업이 글로벌 시장에서 1위 제품을 보유하고 있으며, 매출 성장과 기술 격차 확대, 공급 부족 현상 등 긍정적인 요소들이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q2,2020-08-12,11070,LG이노텍,정보기술,down,"요약본에서는 LG이노텍의 주가가 이미 긍정적인 실적을 반영했으며, 앞으로의 성장 가능성이 제한적이라고 언급하고 있습니다. 따라서 주가에 부정적인 영향을 미칠 수 있습니다."
2020,Q3,2020-11-16,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 페라이트 기술에서 혁신을 이루어 일본 기업들과의 기술 격차를 줄이고, 글로벌 시장에서의 경쟁력을 강화할 수 있는 가능성을 보여주고 있습니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q4,2021-02-26,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍의 영업 이익 증가, 자동차 부품 부문의 수익성 개선, 그리고 애플에 대한 지속적인 공급이 주가에 긍정적인 영향을 미칠 것으로 예상됩니다. 또한, 외국인 투자자의 매수 전환 가능성이 주가 상승을 더욱 촉진할 수 있다고 언급되어 있습니다."
2021,Q1,2021-05-17,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 애플의 공급망 확장으로 주요 수혜자가 될 것으로 언급되었으며, 1분기 실적이 시장 기대치를 초과했다고 합니다. 또한, 첨단 기술 채택과 시장 점유율 증가로 긍정적인 전망이 제시되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q2,2021-08-17,11070,LG이노텍,정보기술,,
2021,Q3,2021-11-15,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 메타버스와 자동차 부문에서의 전략적 참여와 높은 재무 성과를 강조하며, 주가 상승의 잠재적 기회를 제시하고 있습니다."
2021,Q4,2022-02-23,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 AR, 메타버스, 자율주행차 등 신기술 분야에서의 성장 가능성과 전략적 파트너십을 통해 매출 증가가 예상된다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q1,2022-05-16,11070,LG이노텍,정보기술,up,"요약본에서는 LG이노텍이 애플의 독점적인 스마트폰 카메라 공급업체로서 기술력을 인정받고 있으며, 애플과의 전략적 협력을 통해 시장에서 긍정적인 위치를 차지하고 있음을 보여줍니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
