year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,66570,LG전자,정보기술,up,"요약본에서는 LG전자의 스타일러가 중국 시장에서 주목받고 있으며, 판매량이 증가하고 있다는 긍정적인 소식이 포함되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q2,2016-08-16,66570,LG전자,정보기술,,
2016,Q3,2016-11-14,66570,LG전자,정보기술,up,"요약본에서는 LG전자가 CES 2017에서 혁신적인 롤러블 OLED TV를 공개할 예정이며, OLED TV 판매량이 전년 대비 2배 이상 증가했다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q4,2017-03-31,66570,LG전자,정보기술,up,"요약본에서는 LG전자의 블루투스 헤드셋 '톤플러스' 시리즈가 글로벌 시장에서 높은 판매량을 기록하고 있으며, 미국 시장에서 3년 연속 판매량 1위를 차지했다는 긍정적인 성과가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q1,2017-05-15,66570,LG전자,정보기술,up,"요약본에 따르면 LG전자는 현재 주가가 상승세에 있으며, 진행 중인 모멘텀으로 인해 주식을 보유하는 것이 좋다고 언급되었습니다. 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q2,2017-08-14,66570,LG전자,정보기술,down,요약본에서는 LG전자가 OLED TV의 불량화소 관련 규정을 변경하여 소비자들에게 부정적인 영향을 미칠 수 있는 상황이 언급되고 있습니다. 이는 소비자 신뢰도 하락으로 이어질 수 있어 주가에 부정적인 영향을 줄 수 있습니다.
2017,Q3,2017-11-14,66570,LG전자,정보기술,up,요약본에서는 LG전자가 창원 1공장을 친환경 스마트공장으로 전환하고 생산능력을 1.5배로 늘리며 신규 인력을 채용할 계획이라고 언급되어 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2017,Q4,2018-04-02,66570,LG전자,정보기술,up,"요약본에서는 LG전자가 UHD TV 시장에서 강력한 점유율을 유지하고 있으며, 프리미엄 TV 라인업을 강화하고 있다는 점이 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-15,66570,LG전자,정보기술,up,요약본에서는 LG전자의 전기레인지 판매 비중 증가와 시장 확장 가능성이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q2,2018-08-14,66570,LG전자,정보기술,up,"요약본에서는 LG전자가 인공지능 스마트홈 시장에서의 성과와 확장을 강조하고 있으며, 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q3,2018-11-14,66570,LG전자,정보기술,up,"요약본에서는 제네시스가 차세대 인포테인먼트 시스템의 단독 공급사로 LG전자를 선택했다는 내용이 포함되어 있습니다. 이는 LG전자의 기술력이 인정받고 있으며, 향후 매출 증가에 긍정적인 영향을 미칠 수 있습니다."
2018,Q4,2019-04-01,66570,LG전자,정보기술,up,"요약본에서는 LG전자가 프리미엄 공기청정기 시장에서 기술 차별화와 시장 점유율 확대를 목표로 하고 있으며, 공기청정기 수요 증가와 프리미엄 전략이 주가에 긍정적인 영향을 줄 수 있음을 시사하고 있습니다."
2019,Q1,2019-05-15,66570,LG전자,정보기술,up,"요약본에서는 LG전자가 가전 부문에서 글로벌 1위에 도전할 수 있는 가능성이 높아졌으며, 매출과 영업이익이 증가하고 있다는 긍정적인 내용이 포함되어 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q2,2019-08-14,66570,LG전자,정보기술,down,"요약본에는 LG전자의 생산시설 이전과 관련된 정보가 포함되어 있지만, 주가에 긍정적인 영향을 미칠 만한 구체적인 내용이 부족하여 기본적으로 하락으로 판단했습니다."
2019,Q3,2019-11-14,66570,LG전자,정보기술,up,요약본에서는 LG전자가 휴대용 공기청정기 퓨리케어 미니의 글로벌 출시를 확대한다고 밝혔습니다. 이는 제품의 시장 확장과 매출 증가 가능성을 시사하여 주가에 긍정적인 영향을 줄 수 있습니다.
2019,Q4,2020-03-30,66570,LG전자,정보기술,down,요약본에서는 LG전자의 여러 해외 생산법인이 코로나19로 인해 가동 중단된다는 내용이 포함되어 있습니다. 이는 생산 차질로 인한 매출 감소 가능성을 시사하므로 주가에 부정적인 영향을 미칠 수 있습니다.
