year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,18260,삼성에스디에스,정보기술,down,요약본에는 삼성에스디에스(삼성SDS)의 주가에 직접적인 영향을 미칠 만한 정보가 포함되어 있지 않습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단했습니다.
2016,Q2,2016-08-16,18260,삼성에스디에스,정보기술,down,"요약본에는 삼성에스디에스에 대한 구체적인 정보가 없으며, 주가에 영향을 미칠 만한 정보가 부족하여 기본적으로 하락으로 판단했습니다."
2016,Q3,2016-11-14,18260,삼성에스디에스,정보기술,,
2016,Q4,2017-03-31,18260,삼성에스디에스,정보기술,down,요약본에서는 삼성에스디에스의 지배구조 개편이 일시적으로 연기되었다고 언급되어 주가에 부정적인 영향을 미칠 수 있습니다.
2017,Q1,2017-05-15,18260,삼성에스디에스,정보기술,down,"요약본은 삼성에스디에스의 주가에 직접적인 영향을 미칠 수 있는 경제적 또는 재무적 정보를 제공하지 않으며, 따라서 정보가 불충분하여 기본적으로 주가 하락으로 판단했습니다."
2017,Q2,2017-08-14,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성 SDS가 블록체인 플랫폼 Nexledger를 개발하고 이를 삼성 SDI의 전자 계약 시스템에 적용하는 계약을 체결했다는 긍정적인 뉴스가 언급되었습니다. 이는 제조업 분야에서 블록체인의 첫 번째 적용 사례로, 투명성, 보안성, 비용 절감 등의 이점을 강조하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q3,2017-11-14,18260,삼성에스디에스,정보기술,down,"요약본에서는 삼성SDS가 디자인 도용 논란에 휘말렸다는 내용이 주를 이루고 있으며, 이는 기업 이미지에 부정적인 영향을 미칠 수 있습니다. 따라서 주가에 부정적인 영향을 줄 가능성이 있습니다."
2017,Q4,2018-04-02,18260,삼성에스디에스,정보기술,down,"요약본에서는 삼성SDS가 조달청의 차세대 시스템 구축 사업에서 LG CNS에 밀려 우선협상대상자로 선정되지 못한 점이 언급되어, 이는 삼성SDS의 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q1,2018-05-15,18260,삼성에스디에스,정보기술,down,"요약본에서는 삼성 그룹의 부정적인 뉴스와 내부 거래에 대한 우려가 언급되어 있으며, 이는 삼성에스디에스의 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q2,2018-08-14,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성 SDS가 삼성의 신기술 투자 전략의 주요 수혜자로 언급되며, 스마트 팩토리 솔루션 및 클라우드 서비스에 관여하고 있어 성장 잠재력이 크다고 평가됩니다. 또한, 삼성 SDS에 대한 투자 추천이 긍정적으로 제시되어 주가에 긍정적인 영향을 미칠 수 있습니다."
2018,Q3,2018-11-14,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성SDS가 제조 솔루션의 혁신적인 기능을 발표하고, 구축 기간을 단축하며, 딥러닝 기술을 적용한 솔루션을 소개하는 등 긍정적인 기술 발전과 효율성 향상이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q4,2019-04-01,18260,삼성에스디에스,정보기술,up,"삼성에스디에스는 4차 산업혁명과 블록체인 기술에서 중요한 역할을 하는 시스템 통합 분야의 선도 기업으로 언급되었으며, 영업 이익률이 꾸준히 증가하고 있습니다. 또한, 기관 및 외국인 투자자들의 관심이 증가하고 있어 주가에 긍정적인 영향을 미칠 것으로 예상됩니다."
2019,Q1,2019-05-15,18260,삼성에스디에스,정보기술,up,요약본에서는 삼성에스디에스가 디지털 전환 시장에서 기술적 역량을 강화하고 AI 및 블록체인과 같은 첨단 기술을 비즈니스 프로세스에 통합하는 리더로 자리매김하고 있다는 점이 강조되었습니다. 이는 혁신과 기술 발전을 통한 미래 성장의 주요 동력으로 작용할 수 있어 주가에 긍정적인 영향을 미칠 수 있습니다.
2019,Q2,2019-08-14,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성SDS가 글로벌 톱5 퍼블릭 클라우드 기업과 파트너십을 맺고 클라우드 매니지드 서비스(MSP)를 추진하고 있다는 내용이 포함되어 있습니다. 이는 클라우드 시장의 성장과 함께 삼성SDS의 사업 확장 가능성을 시사하며, 주가에 긍정적인 영향을 미칠 수 있습니다."
2019,Q3,2019-11-14,18260,삼성에스디에스,정보기술,up,"삼성SDS가 미국 내 물류법인을 텍사스주로 이전하여 삼성전자와의 시너지를 극대화하고, 미국 물류 시장의 중심지에서 사업을 확장하려는 전략이 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q4,2020-03-30,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성에스디에스가 장기적으로 디지털 전환과 클라우드 서비스의 수요 증가로 인해 긍정적인 영향을 받을 것으로 예상되며, 주가가 210,000 KRW까지 상승할 가능성이 있다고 언급하고 있습니다. 이는 주가에 긍정적인 영향을 줄 수 있는 요소입니다."
2020,Q1,2020-05-15,18260,삼성에스디에스,정보기술,down,"요약본에서는 삼성에스디에스의 클라우드 서비스가 주로 삼성 그룹 내에서만 운영되어 글로벌 경쟁사에 비해 성장 잠재력이 제한적이라고 언급하고 있습니다. 또한, 주가가 특정 가격 수준을 돌파하지 못할 경우 매도를 고려하라는 추천이 있어 주가에 부정적인 영향을 줄 수 있습니다."
2020,Q2,2020-08-14,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성에스디에스가 한국 뉴딜과 비대면 경제의 수혜자로 평가되며, 장기적으로 국제 투자가 증가할 것으로 예상되어 주가에 긍정적인 영향을 줄 수 있다고 언급하고 있습니다."
2020,Q3,2020-11-16,18260,삼성에스디에스,정보기술,up,요약본에서는 삼성에스디에스의 경제 회복 기대와 스마트 공장 및 스마트 시티 성장으로 인한 긍정적인 장기 전망이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2020,Q4,2021-03-09,18260,삼성에스디에스,정보기술,up,요약본에서는 삼성에스디에스의 클라우드 서비스와 스마트 팩토리 부문에서의 강력한 실적과 외국인 투자 증가가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2021,Q1,2021-05-17,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성에스디에스의 강력한 재무 성과와 주요 이해관계자들의 지원이 언급되어 있으며, 디지털 전환 분야에서의 장기 성장 가능성이 강조되고 있습니다. 이러한 요소들은 주가에 긍정적인 영향을 미칠 수 있습니다."
2021,Q2,2021-08-17,18260,삼성에스디에스,정보기술,up,삼성SDS 클라우드가 글로벌 IT 시장조사기관 Gartner의 Magic Quadrant 리포트에 등재되며 기술력과 사업 역량을 인정받았다는 내용은 주가에 긍정적인 영향을 줄 수 있습니다.
2021,Q3,2021-11-15,18260,삼성에스디에스,정보기술,down,"요약본에서는 삼성에스디에스의 주가가 현재 부진하며, 시장의 관심 부족으로 인해 주가가 즉각적으로 반영되지 않을 것이라고 언급하고 있습니다. 또한, 주가가 횡보할 가능성이 높고, 시장 조정이 예상되므로 주가에 부정적인 영향을 미칠 수 있습니다."
2021,Q4,2022-03-08,18260,삼성에스디에스,정보기술,down,"요약본에서는 삼성에스디에스의 주가가 현재 시장 상황에서 부진하며, 회복을 위해서는 시장 전반의 개선이 필요하다고 언급하고 있습니다. 따라서 주가에 부정적인 영향을 미칠 수 있습니다."
2022,Q1,2022-05-16,18260,삼성에스디에스,정보기술,up,"영상에서는 삼성에스디에스의 강력한 현금 보유와 안정적인 수익을 언급하며, 주가가 더 이상 하락하지 않을 것으로 예상하고 있습니다. 또한, M&A와 데이터 센터 투자로 인한 성장 가능성을 강조하며 연말 목표 주가를 190,000원으로 제시하고 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q2,2022-08-16,18260,삼성에스디에스,정보기술,up,"요약본에서는 삼성SDS가 터키에서 스마트시티 관련 솔루션 실증사업을 진행하고 있다는 내용이 포함되어 있습니다. 이는 삼성SDS의 글로벌 시장 진출과 관련된 긍정적인 신호로 해석될 수 있으며, 주가에 긍정적인 영향을 미칠 가능성이 있습니다."
