접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160516001446,Y,00426086,티케이지휴켐스,64,"4,010,696,000","62,667,000",-,2015-12-31,2015,Q4
20160516001446,Y,00426086,티케이지휴켐스,11,"318,643,000","28,968,000",-,2015-12-31,2015,Q4
20160516001446,Y,00426086,티케이지휴켐스,178,"15,407,149,000","86,557,000",-,2015-12-31,2015,Q4
20170331004578,Y,00426086,티케이지휴켐스,72,"5,285,413,000","73,409,000",-,2016-12-31,2016,Q4
20170331004578,Y,00426086,티케이지휴켐스,12,"499,103,000","41,592,000",-,2016-12-31,2016,Q4
20170331004578,Y,00426086,티케이지휴켐스,178,"17,186,081,000","96,551,000",-,2016-12-31,2016,Q4
20180402004142,Y,00426086,티케이지휴켐스,57,"3,691,732,000","64,767,000",-,2017-12-31,2017,Q4
20180402004142,Y,00426086,티케이지휴켐스,12,"457,521,000","38,127,000",-,2017-12-31,2017,Q4
20180402004142,Y,00426086,티케이지휴켐스,189,"20,412,248,000","108,001,000",-,2017-12-31,2017,Q4
20180402004142,Y,00426086,티케이지휴켐스,1,"56,064,000","56,064,000",-,2017-12-31,2017,Q4
20190401002595,Y,00426086,티케이지휴켐스,47,"3,451,003","73,426",-,2018-12-31,2018,Q4
20190401002595,Y,00426086,티케이지휴켐스,11,"445,463","40,497",-,2018-12-31,2018,Q4
20190401002595,Y,00426086,티케이지휴켐스,194,"19,679,982","101,443",-,2018-12-31,2018,Q4
20190401002595,Y,00426086,티케이지휴켐스,1,"33,738","33,738",-,2018-12-31,2018,Q4
20200330001051,Y,00426086,티케이지휴켐스,42,"3,123,075,000","74,359,000",-,2019-12-31,2019,Q4
20200330001051,Y,00426086,티케이지휴켐스,13,"506,236,000","38,941,000",-,2019-12-31,2019,Q4
20200330001051,Y,00426086,티케이지휴켐스,196,"20,576,443,000","104,982,000",-,2019-12-31,2019,Q4
20200330001051,Y,00426086,티케이지휴켐스,2,"49,964,000","24,982,000",-,2019-12-31,2019,Q4
20210318001017,Y,00426086,티케이지휴켐스,48,"4,260,000,000","88,000,000",-,2020-12-31,2020,Q4
20210318001017,Y,00426086,티케이지휴켐스,12,"486,000,000","40,000,000",-,2020-12-31,2020,Q4
20210318001017,Y,00426086,티케이지휴켐스,194,"21,412,000,000","110,000,000",-,2020-12-31,2020,Q4
20210318001017,Y,00426086,티케이지휴켐스,-,-,-,-,2020-12-31,2020,Q4
20220317001002,Y,00426086,티케이지휴켐스,48,"4,313,000,000","89,000,000",-,2021-12-31,2021,Q4
20220317001002,Y,00426086,티케이지휴켐스,12,"504,000,000","42,000,000",-,2021-12-31,2021,Q4
20220317001002,Y,00426086,티케이지휴켐스,201,"22,501,000,000","112,000,000",-,2021-12-31,2021,Q4
20220317001002,Y,00426086,티케이지휴켐스,1,"21,000,000","21,000,000",-,2021-12-31,2021,Q4
20230316001190,Y,00426086,티케이지휴켐스,50,"4,092,000,000","82,000,000",-,2022-12-31,2022,Q4
20230316001190,Y,00426086,티케이지휴켐스,12,"589,000,000","49,000,000",-,2022-12-31,2022,Q4
20230316001190,Y,00426086,티케이지휴켐스,200,"24,844,000,000","124,000,000",-,2022-12-31,2022,Q4
20230316001190,Y,00426086,티케이지휴켐스,1,"57,000,000","57,000,000",-,2022-12-31,2022,Q4
20240314001436,Y,00426086,티케이지휴켐스,52,"5,482,000,000","105,000,000",-,2023-12-31,2023,Q4
20240314001436,Y,00426086,티케이지휴켐스,14,"584,000,000","42,000,000",-,2023-12-31,2023,Q4
20240314001436,Y,00426086,티케이지휴켐스,224,"25,636,000,000","114,000,000",-,2023-12-31,2023,Q4
20240314001436,Y,00426086,티케이지휴켐스,3,"109,000,000","36,000,000",-,2023-12-31,2023,Q4
20250313001222,Y,00426086,티케이지휴켐스,57,"5,986,000,000","105,000,000",-,2024-12-31,2024,Q4
20250313001222,Y,00426086,티케이지휴켐스,14,"497,000,000","35,000,000",-,2024-12-31,2024,Q4
20250313001222,Y,00426086,티케이지휴켐스,229,"26,523,000,000","116,000,000",-,2024-12-31,2024,Q4
20250313001222,Y,00426086,티케이지휴켐스,3,"179,000,000","60,000,000",-,2024-12-31,2024,Q4
