접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330004370,Y,00148984,시알홀딩스,516,"28,153,835,000","54,562,000",-,2015-12-31,2015,Q4
20160330004370,Y,00148984,시알홀딩스,41,"977,175,000","23,834,000",-,2015-12-31,2015,Q4
20170331001058,Y,00148984,시알홀딩스,516,"28,145,000,000","54,000,000",-,2016-12-31,2016,Q4
20170331001058,Y,00148984,시알홀딩스,41,"978,000,000","24,000,000",-,2016-12-31,2016,Q4
20180406002335,Y,00148984,시알홀딩스,529,"28,686,000,000","54,000,000",-,2017-12-31,2017,Q4
20180406002335,Y,00148984,시알홀딩스,45,"1,023,000,000","23,000,000",-,2017-12-31,2017,Q4
20190401004999,Y,00148984,시알홀딩스,578,"30,264,000,000","52,000,000",-,2018-12-31,2018,Q4
20190401004999,Y,00148984,시알홀딩스,54,"1,250,000,000","23,000,000",-,2018-12-31,2018,Q4
20200402000570,Y,00148984,시알홀딩스,582,"31,130,000,000","53,000,000",-,2019-12-31,2019,Q4
20200402000570,Y,00148984,시알홀딩스,51,"1,274,000,000","25,000,000",-,2019-12-31,2019,Q4
20210311001234,Y,00148984,시알홀딩스,531,"30,269,000,000","57,000,000",-,2020-12-31,2020,Q4
20210311001234,Y,00148984,시알홀딩스,35,"1,083,000,000","31,000,000",-,2020-12-31,2020,Q4
20220314000889,Y,00148984,시알홀딩스,534,"28,695,000,000","54,000,000",-,2021-12-31,2021,Q4
20220314000889,Y,00148984,시알홀딩스,33,"1,038,000,000","32,000,000",-,2021-12-31,2021,Q4
20230315001326,Y,00148984,시알홀딩스,505,"45,783,000,000","90,000,000",-,2022-12-31,2022,Q4
20230315001326,Y,00148984,시알홀딩스,34,"1,226,000,000","36,000,000",-,2022-12-31,2022,Q4
20240315000607,Y,00148984,시알홀딩스,23,"1,591,000,000","69,000,000",-,2023-12-31,2023,Q4
20240315000607,Y,00148984,시알홀딩스,6,"270,000,000","45,000,000",-,2023-12-31,2023,Q4
20250311001197,Y,00148984,시알홀딩스,26,"1,846,000,000","71,000,000",-,2024-12-31,2024,Q4
20250311001197,Y,00148984,시알홀딩스,9,"377,000,000","42,000,000",-,2024-12-31,2024,Q4
