접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330000651,Y,00134510,SJG세종,808,"56,217,005,000","69,233,000",-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,19,"1,291,939,000","56,171,000",-,2015-12-31,2015,Q4
20170331002380,Y,00134510,SJG세종,798,"56,309,883,000","70,564,000",-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,17,"974,391,000","57,317,000",-,2016-12-31,2016,Q4
20180330003203,Y,00134510,SJG세종,801,"54,572,307,000","68,130,000",-,2017-12-31,2017,Q4
20180330003203,Y,00134510,SJG세종,17,"857,251,000","50,427,000",-,2017-12-31,2017,Q4
20190329003628,Y,00134510,SJG세종,828,"55,216,358,000","68,934,000",-,2018-12-31,2018,Q4
20190329003628,Y,00134510,SJG세종,16,"665,831,000","47,559,000",-,2018-12-31,2018,Q4
20200330003652,Y,00134510,SJG세종,819,"55,162,274,000","69,826,000",-,2019-12-31,2019,Q4
20200330003652,Y,00134510,SJG세종,14,"642,937,000","45,924,000",-,2019-12-31,2019,Q4
20210319001017,Y,00134510,SJG세종,800,"51,013,943,000","66,016,000",-,2020-12-31,2020,Q4
20210319001017,Y,00134510,SJG세종,18,"726,643,000","32,658,000",-,2020-12-31,2020,Q4
20220324000888,Y,00134510,SJG세종,687,"50,358,336,000","71,846,000",-,2021-12-31,2021,Q4
20220324000888,Y,00134510,SJG세종,20,"719,555,000","26,568,000",-,2021-12-31,2021,Q4
20230726000502,Y,00134510,SJG세종,633,"50,056,570,000","79,078,000",-,2022-12-31,2022,Q4
20230726000502,Y,00134510,SJG세종,20,"897,354,000","44,868,000",-,2022-12-31,2022,Q4
20240318000878,Y,00134510,SJG세종,594,"52,174,466,000","87,309,000",-,2023-12-31,2023,Q4
20240318000878,Y,00134510,SJG세종,19,"974,844,000","50,207,000",-,2023-12-31,2023,Q4
20250317000672,Y,00134510,SJG세종,591,"60,223,664,000","101,901,000",-,2024-12-31,2024,Q4
20250317000672,Y,00134510,SJG세종,25,"1,574,155,000","62,966,000",-,2024-12-31,2024,Q4
