,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,자본총계변화율,비유동자산변화율,Relative Return,주주 수변화율,1인평균급여변화율,전체 주식 수변화율,전체 주주 수변화율,Label,Code
14,Yuhan_Corporation,Healthcare,2021,Q1,-0.000984028613457033,0.7098335306931465,-0.24716807792697426,-0.008900056699730818,-0.03562878745187725,-0.036603733674933026,0.3645600947145853,0.16220567161766075,0.35655087767118243,0.3017466355742481,-0.2333335103611806,000100
14,Ildong_Pharmaceutical,Healthcare,2021,Q1,0.016148757339399578,-0.3544080591735881,-0.017734095253999937,0.001949770385688221,-0.008317465499140031,0.23848673988851743,-0.7148935389318765,0.11709267654443056,0.22693613244125743,-0.8778120142703107,-0.03689741006068809,000230
14,Bukwang_Pharmaceutical,Healthcare,2021,Q1,0.035018076050506886,1.1042870319779952,-0.011256980760250945,0.023977999116596593,0.08167750072657964,-0.19312211219701458,0.3731537850717007,0.09345524043217834,0.1388847514463496,0.22328178543238753,-0.23750106974753965,003000
14,Youngjin_Pharmaceutical,Healthcare,2021,Q1,0.14265645225836088,0.3271861317460989,-0.07860730184788611,0.015473363006904939,-0.006190206507262319,-0.29776639804660526,0.255888054996129,0.18038724535096828,0.22792866468861428,0.17221280909049608,-0.30283832593147775,003520
14,SK_Chemicals,Healthcare,2021,Q1,-0.004742887398900608,7.576937221638725,0.03970879690141682,-0.00705798495586496,-0.0027742255023592843,-0.23063110568383677,0.4292863793501587,0.2907294631942662,0.2834368181775405,0.37168366041422995,-0.15946096202667265,006120
14,GC_Biopharma,Healthcare,2021,Q1,0.0039049224077422062,1.0307929825692117,-0.016820541694242408,9.165856059700772e-06,-0.012829659120220605,0.5675254954397587,0.28188700080947726,0.18981001456549185,0.351366432959619,0.23688423416003845,-0.209276708369034,006280
14,Ilyang_Pharmaceutical,Healthcare,2021,Q1,-0.06906575727118014,-3.119900624961722,-0.11237508902068938,-0.0012895373884878047,-0.032821295006094875,-0.4284782404445421,0.4861081319149113,0.3103625562376159,0.551958010110615,0.5778312158531458,-0.5670795408120788,007570
14,Kwang_Dong_Pharmaceutical,Healthcare,2021,Q1,-0.003927038740463518,0.0869713923689498,-0.00580410244675833,-0.0035036031421942226,-0.02726789108245531,-0.213405418311128,0.17144933850164557,0.06477584967614924,0.2671228742282935,0.19904917075487294,-0.22947368421052639,009290
14,Daewoong_Pharmaceutical,Healthcare,2021,Q1,0.06313969921044427,-1.219002326811907,-0.09981428273449389,0.008866289897301538,-0.008087341186223007,0.27769011524639575,0.5748012861241889,0.10322876459064245,0.3331233823240679,0.5505315656445855,-0.3113339570505429,069620
14,Huvepharma,Healthcare,2021,Q1,0.018626094362616197,2.4150278323883274,0.02680319364613737,0.009866378118108643,-0.005083306546042277,-0.1758287762875113,0.3517574222863974,0.4848841938848959,0.6905038039597675,0.6373516474539863,0.006030696561436691,079980
14,Hanmi_Pharmaceutical,Healthcare,2021,Q1,-0.0011302641680199788,0.5661843796702559,-0.030807012276288015,0.008732047781557895,0.008735335178370884,0.0977661064338195,0.3956123112571637,0.24605195839941896,0.5661739049617349,0.5676020236567856,-0.16128392878684106,128940
14,KOLMAR_Korea,Healthcare,2021,Q1,-0.013725742950276398,-19.935798703053507,0.15425629315583866,-0.008189135806396797,-0.002835289610345404,-0.16842355220790092,0.09731298839482017,0.25258551560690734,0.300419553909422,0.1791739932288694,0.05552250481386388,161890
14,COSMAX,Healthcare,2021,Q1,-0.17669737331093294,0.07994416258643078,-0.094244600972343,-0.08176502922093776,-0.03481943756499084,-0.4067572005114981,0.2528981360143566,0.21294080401038318,0.37647313582750763,0.34362472118248333,0.15565928838547483,192820
