,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,자본총계변화율,비유동자산변화율,Relative Return,주주 수변화율,1인평균급여변화율,전체 주식 수변화율,전체 주주 수변화율,Label,Code
9,Yuhan_Corporation,Healthcare,2022,Q2,-0.010316175491482893,-1.1465453076035357,0.10415967647741664,-0.0018570551705465732,-0.000108760705929134,0.019865372246513788,-0.01455849895848682,-0.0001567112790012981,-0.014030746988523024,-0.014448418447923439,0.11819428013486125,000100
9,Ildong_Pharmaceutical,Healthcare,2022,Q2,0.010023660334367301,0.7271702761535452,0.035031964573406627,0.002516269364221446,0.00027647389530827127,0.5425262653429956,-0.00421913963174303,0.015874067738947395,0.010891760086864877,-0.00031650908238645137,0.09274254337687336,000230
9,Bukwang_Pharmaceutical,Healthcare,2022,Q2,-0.005281148484232556,-38.86310830837788,0.06317654458757427,-0.0048597211402110485,0.009640781652547448,0.06781111004410387,0.036782338834748796,0.0023464331705679298,0.011278836921276736,0.007578017780391799,-0.17788387422256605,003000
9,Youngjin_Pharmaceutical,Healthcare,2022,Q2,1.0157041138233083,-0.9205089443089116,-0.022198173488813255,0.013744028432405964,0.01709989602456452,0.062425784506670356,-0.008830351303054984,-0.00692422648358626,-0.005753699088796305,-0.006094746611309265,-0.14286506491995712,003520
9,SK_Chemicals,Healthcare,2022,Q2,0.014395392095240767,1.0652233880575974,0.04447510175905478,0.021661601520447715,-0.058427836430512636,-0.024232689242650873,0.04656650134516649,-0.01017074198143253,0.01375205731183915,0.031077292074939478,0.003247120766696643,006120
9,GC_Biopharma,Healthcare,2022,Q2,-0.021747135252938365,-1.3807193884776576,-0.0020438301672593973,-0.015367763017958946,0.0032969629035789483,0.006044521608004005,0.013443609255410993,-0.02056248914777803,0.0014556120376820747,0.0036918110854474717,-0.003626604012265028,006280
9,Ilyang_Pharmaceutical,Healthcare,2022,Q2,-0.1039181637468618,0.19741470468871414,0.0030835713194902192,0.0016503273447954214,0.00873116799308149,0.045570924329225944,-0.001029599997232955,0.0022629350084257815,-0.005885573790371801,-0.005267736161317815,-0.024837414624111792,007570
9,Kwang_Dong_Pharmaceutical,Healthcare,2022,Q2,-0.011638069626423775,-0.14327040242591083,-0.16661371363139743,-0.012167706204387896,-0.04161374958702124,0.08883499017521046,-0.039156025099672975,-0.04775855326588041,-0.038936338825214856,-0.03736117613573042,-0.013358939839363954,009290
9,Daewoong_Pharmaceutical,Healthcare,2022,Q2,-0.040507467707814104,-0.25404361634809747,-0.013497627612141905,-0.03770054167814907,-0.009986008200915997,0.16553173225263612,-0.012612199570451343,-0.039430347073434735,0.010362601938779692,-0.02686265013268252,0.22567136319093908,069620
9,Huvepharma,Healthcare,2022,Q2,0.0417444690710862,-0.03691645555736511,-0.01527930793248955,0.021337003331820648,-0.03232081279214882,-0.08162703164659113,-0.03835657026763983,-0.027275112673464497,-0.016076292775304646,-0.045465492597956736,0.08681810027128611,079980
9,Hanmi_Pharmaceutical,Healthcare,2022,Q2,-0.05272852639385772,0.1922421147389648,0.07025530718014417,-0.012400069859620277,0.012727963967195444,0.05976659368871531,-0.0018747854570819733,0.02274125953151729,-0.04768263547338747,-0.032739986054133086,0.2759777145494612,128940
9,KOLMAR_Korea,Healthcare,2022,Q2,-0.02974261812128831,-0.5907191760037935,0.033112450057013354,-0.017566327609384036,-0.01991185200616674,0.16287612785521915,-0.02207900333455859,-0.0020497997826929293,0.0013095675638253867,-0.011381783804115253,0.04009953833753832,161890
9,COSMAX,Healthcare,2022,Q2,-0.1635976874703664,-0.9282196317382296,0.07500395238506186,-0.05660303411354284,-0.07120810666103039,0.03486758844941947,0.020982907918271954,0.03622496507988904,0.04914383655101806,0.02606675727675345,-0.16000623604598221,192820
